cell_id,archetype_id,survey_fold,sensitivity_f,replicate,class,completed,completion_status,return_code,severe_count,fatal_count,heating_kwh,runtime_s,marker_psy,marker_inside_hb,marker_calchb,idf_sha256,error
uk__GB.ENG.TH.02-03.Terraced.SyAv.002.001__f000,GB.ENG.TH.02-03.Terraced.SyAv.002.001,uk,0.0,1,BUILD_REFUSED,,,,,,,0.049,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.TH.02-03.Terraced.SyAv.002.001__f000,GB.ENG.TH.02-03.Terraced.SyAv.002.001,uk,0.0,2,BUILD_REFUSED,,,,,,,0.03,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.TH.02-03.Terraced.SyAv.002.001__f000,GB.ENG.TH.02-03.Terraced.SyAv.002.001,uk,0.0,3,BUILD_REFUSED,,,,,,,0.035,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.TH.02-03.Terraced.SyAv.002.001__f015,GB.ENG.TH.02-03.Terraced.SyAv.002.001,uk,0.15,1,BUILD_REFUSED,,,,,,,0.03,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.TH.02-03.Terraced.SyAv.002.001__f015,GB.ENG.TH.02-03.Terraced.SyAv.002.001,uk,0.15,2,BUILD_REFUSED,,,,,,,0.028,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.TH.02-03.Terraced.SyAv.002.001__f015,GB.ENG.TH.02-03.Terraced.SyAv.002.001,uk,0.15,3,BUILD_REFUSED,,,,,,,0.03,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.TH.02-03.Terraced.SyAv.002.001__f030,GB.ENG.TH.02-03.Terraced.SyAv.002.001,uk,0.3,1,BUILD_REFUSED,,,,,,,0.036,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.TH.02-03.Terraced.SyAv.002.001__f030,GB.ENG.TH.02-03.Terraced.SyAv.002.001,uk,0.3,2,BUILD_REFUSED,,,,,,,0.033,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.TH.02-03.Terraced.SyAv.002.001__f030,GB.ENG.TH.02-03.Terraced.SyAv.002.001,uk,0.3,3,BUILD_REFUSED,,,,,,,0.03,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.TH.02-03.Terraced.SyAv.002.001__f050,GB.ENG.TH.02-03.Terraced.SyAv.002.001,uk,0.5,1,BUILD_REFUSED,,,,,,,0.028,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.TH.02-03.Terraced.SyAv.002.001__f050,GB.ENG.TH.02-03.Terraced.SyAv.002.001,uk,0.5,2,BUILD_REFUSED,,,,,,,0.033,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.TH.02-03.Terraced.SyAv.002.001__f050,GB.ENG.TH.02-03.Terraced.SyAv.002.001,uk,0.5,3,BUILD_REFUSED,,,,,,,0.029,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.TH.02-03.Terraced.SyAv.002.001__f100,GB.ENG.TH.02-03.Terraced.SyAv.002.001,uk,1.0,1,BUILD_REFUSED,,,,,,,0.032,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.TH.02-03.Terraced.SyAv.002.001__f100,GB.ENG.TH.02-03.Terraced.SyAv.002.001,uk,1.0,2,BUILD_REFUSED,,,,,,,0.028,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.TH.02-03.Terraced.SyAv.002.001__f100,GB.ENG.TH.02-03.Terraced.SyAv.002.001,uk,1.0,3,BUILD_REFUSED,,,,,,,0.039,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.TH.02.Gen.ReEx.001.001__f000,GB.ENG.TH.02.Gen.ReEx.001.001,uk,0.0,1,ATTEMPTED,True,COMPLETED,0,0,0,20762.949443108046,4.109,False,False,False,5456c48184854242b8baf25b241c07652466f0952461155972cefa6893e0a594,
uk__GB.ENG.TH.02.Gen.ReEx.001.001__f000,GB.ENG.TH.02.Gen.ReEx.001.001,uk,0.0,2,ATTEMPTED,True,COMPLETED,0,0,0,20762.949443108046,4.067,False,False,False,d88135f3a740d70c9b27e185cd331ff9af5f3d9b0811f1d44abb0cee65cc3421,
uk__GB.ENG.TH.02.Gen.ReEx.001.001__f000,GB.ENG.TH.02.Gen.ReEx.001.001,uk,0.0,3,ATTEMPTED,False,ENGINE_FAILED,1,1,1,None,0.622,False,False,False,69848bf6710d5c9e8b1cf3612a6a878759188c2344ce44ce822ff38c1c300427,
uk__GB.ENG.TH.02.Gen.ReEx.001.001__f015,GB.ENG.TH.02.Gen.ReEx.001.001,uk,0.15,1,ATTEMPTED,True,COMPLETED,0,0,0,20762.12193038211,4.152,False,False,False,5ea4df8e0464cc9c25c126a6a8d02c0c5bd5b7d4c12ae60457217080c1c4367c,
uk__GB.ENG.TH.02.Gen.ReEx.001.001__f015,GB.ENG.TH.02.Gen.ReEx.001.001,uk,0.15,2,ATTEMPTED,True,COMPLETED,0,0,0,20762.12193038211,4.073,False,False,False,61b9929111a0e06dd25a248c7ba47a047e5ef1b665ebcd5fefdbcdf0f3efb317,
uk__GB.ENG.TH.02.Gen.ReEx.001.001__f015,GB.ENG.TH.02.Gen.ReEx.001.001,uk,0.15,3,ATTEMPTED,True,COMPLETED,0,0,0,20624.839759516533,4.023,False,False,False,79d0a7ca12956aba30eba8da62f31220806d9d26a9ced43c76b512a2bac8c147,
uk__GB.ENG.TH.02.Gen.ReEx.001.001__f030,GB.ENG.TH.02.Gen.ReEx.001.001,uk,0.3,1,ATTEMPTED,True,COMPLETED,0,0,0,20761.404003384665,4.145,False,False,False,e1c1cc605144cc5a57cd29cd736555c85125ab7a35cfac25493e659a04d85c4e,
uk__GB.ENG.TH.02.Gen.ReEx.001.001__f030,GB.ENG.TH.02.Gen.ReEx.001.001,uk,0.3,2,ATTEMPTED,True,COMPLETED,0,0,0,20761.404003384665,4.01,False,False,False,2130198ffeb36f892a96c05e4844c741a4e277d7363b116387c8ce94db8688c7,
uk__GB.ENG.TH.02.Gen.ReEx.001.001__f030,GB.ENG.TH.02.Gen.ReEx.001.001,uk,0.3,3,ATTEMPTED,True,COMPLETED,0,0,0,20761.404003384665,4.073,False,False,False,c03677efdb24e87ac92f3b3b518dd4e6cb56a6f6f12d53d315fa05ce9d159a80,
uk__GB.ENG.TH.02.Gen.ReEx.001.001__f050,GB.ENG.TH.02.Gen.ReEx.001.001,uk,0.5,1,ATTEMPTED,True,COMPLETED,0,0,0,20760.629953740157,4.04,False,False,False,cbf8eda42ed4190ae64f2384741e028e376826a1bbccb1f725f11c51892d6fc3,
uk__GB.ENG.TH.02.Gen.ReEx.001.001__f050,GB.ENG.TH.02.Gen.ReEx.001.001,uk,0.5,2,ATTEMPTED,True,COMPLETED,0,0,0,20760.629953740157,4.093,False,False,False,b3ef7a492cd3ec6d8b29249b3e43114d4e77f3f1e86e79506bd7412b53eab024,
uk__GB.ENG.TH.02.Gen.ReEx.001.001__f050,GB.ENG.TH.02.Gen.ReEx.001.001,uk,0.5,3,ATTEMPTED,True,COMPLETED,0,0,0,20760.629953740157,4.158,False,False,False,08d3d73467dd0a2255c0f249f4c4c9c2314ed9d21f8dbb18ce5c10ff6f00816e,
uk__GB.ENG.TH.02.Gen.ReEx.001.001__f100,GB.ENG.TH.02.Gen.ReEx.001.001,uk,1.0,1,ATTEMPTED,True,COMPLETED,0,0,0,20759.64101799972,4.057,False,False,False,632cded79619507cfe46854783e4a86293910bd94096c1c372e50c3e893e7793,
uk__GB.ENG.TH.02.Gen.ReEx.001.001__f100,GB.ENG.TH.02.Gen.ReEx.001.001,uk,1.0,2,ATTEMPTED,True,COMPLETED,0,0,0,20759.64101799972,3.999,False,False,False,b7dbf69570b9d748443d2ca18c103d5e05a302cac3f431d0e33ea149ea8a8cb0,
uk__GB.ENG.TH.02.Gen.ReEx.001.001__f100,GB.ENG.TH.02.Gen.ReEx.001.001,uk,1.0,3,ATTEMPTED,False,ENGINE_FAILED,1,1,1,None,0.592,False,False,False,e5e57ce4a659e2ad8487da083395ddff1e2cd6fa7f2ccd7e68f49294173f8402,
uk__GB.ENG.TH.03.Gen.ReEx.001.001__f000,GB.ENG.TH.03.Gen.ReEx.001.001,uk,0.0,1,ATTEMPTED,True,COMPLETED,0,0,0,18341.59347355943,4.144,False,False,False,36a789ac1e83485d4c18f3e2ae64912fb4e577e62fa0431bf2a3bc1579b392f8,
uk__GB.ENG.TH.03.Gen.ReEx.001.001__f000,GB.ENG.TH.03.Gen.ReEx.001.001,uk,0.0,2,ATTEMPTED,True,COMPLETED,0,0,0,18341.59347355943,4.182,False,False,False,3355bfe4e15058642906fd7cefbab6841cb4bca76f60b85a37519c227e6e96f6,
uk__GB.ENG.TH.03.Gen.ReEx.001.001__f000,GB.ENG.TH.03.Gen.ReEx.001.001,uk,0.0,3,ATTEMPTED,True,COMPLETED,0,0,0,18341.59347355943,4.185,False,False,False,d2b00fb9a04649d34a63b423164edea83fd09b7969950f2a1c5d6d344ada01cf,
uk__GB.ENG.TH.03.Gen.ReEx.001.001__f015,GB.ENG.TH.03.Gen.ReEx.001.001,uk,0.15,1,ATTEMPTED,True,COMPLETED,0,0,0,18337.717784028224,4.298,False,False,False,1b51571464bc14a57c532e80e95615db5108c2459dc42342762096343a34a13e,
uk__GB.ENG.TH.03.Gen.ReEx.001.001__f015,GB.ENG.TH.03.Gen.ReEx.001.001,uk,0.15,2,ATTEMPTED,True,COMPLETED,0,0,0,18337.717784028224,4.274,False,False,False,a114d45b6665e6460145c00eda118bbecd798b8f419a59a7b14dcfddf919495c,
uk__GB.ENG.TH.03.Gen.ReEx.001.001__f015,GB.ENG.TH.03.Gen.ReEx.001.001,uk,0.15,3,ATTEMPTED,True,COMPLETED,0,0,0,18337.717784028224,4.174,False,False,False,88c7c5f498c7a817620b490f517308a26fbac2238d3cda342e32c8e6eed3bad9,
uk__GB.ENG.TH.03.Gen.ReEx.001.001__f030,GB.ENG.TH.03.Gen.ReEx.001.001,uk,0.3,1,ATTEMPTED,True,COMPLETED,0,0,0,18334.274402219296,4.113,False,False,False,f5f00dd4908aa3ea3ef607d034b5286c247c1006c7afa97b8dbf855f799a1759,
uk__GB.ENG.TH.03.Gen.ReEx.001.001__f030,GB.ENG.TH.03.Gen.ReEx.001.001,uk,0.3,2,ATTEMPTED,True,COMPLETED,0,0,0,17876.530413542867,4.168,False,False,False,474815e2a8ff8d054dd4f40539277de2effbbba4cf7e215255980f0cd3db94f4,
uk__GB.ENG.TH.03.Gen.ReEx.001.001__f030,GB.ENG.TH.03.Gen.ReEx.001.001,uk,0.3,3,ATTEMPTED,True,COMPLETED,0,0,0,18334.274402219296,4.091,False,False,False,c2a0dd83ac34524e98a82a3dd6bc1725cfa4e8faf44e66701852caf3ce5d33ad,
uk__GB.ENG.TH.03.Gen.ReEx.001.001__f050,GB.ENG.TH.03.Gen.ReEx.001.001,uk,0.5,1,ATTEMPTED,True,COMPLETED,0,0,0,18330.33124022362,4.08,False,False,False,07dafc404b6bd8c2a47623a80b86f35f6312bf5e5a7fdbc541060fdda94da44c,
uk__GB.ENG.TH.03.Gen.ReEx.001.001__f050,GB.ENG.TH.03.Gen.ReEx.001.001,uk,0.5,2,ATTEMPTED,True,COMPLETED,0,0,0,18330.33124022362,4.013,False,False,False,de04577613c6f77545d817fd3a487621014c4350457d779bcdb9751bbc2ffd51,
uk__GB.ENG.TH.03.Gen.ReEx.001.001__f050,GB.ENG.TH.03.Gen.ReEx.001.001,uk,0.5,3,ATTEMPTED,True,COMPLETED,0,0,0,18330.33124022362,4.052,False,False,False,30835e29f570190b35ab4520b1d5fb69f44376f111ccc9ce65b1b2908c92c7f2,
uk__GB.ENG.TH.03.Gen.ReEx.001.001__f100,GB.ENG.TH.03.Gen.ReEx.001.001,uk,1.0,1,ATTEMPTED,True,COMPLETED,0,0,0,18323.70803696875,3.955,False,False,False,57785dac5809738ff485e03d4672e10d7c753ecdc0e2cbce5f036f96075dd709,
uk__GB.ENG.TH.03.Gen.ReEx.001.001__f100,GB.ENG.TH.03.Gen.ReEx.001.001,uk,1.0,2,ATTEMPTED,True,COMPLETED,0,0,0,18323.70803696875,4.105,False,False,False,3c0708f6514e416f3453ea7acdd43925ccd7ac73da146b14fba2e5ea3c3f8ef6,
uk__GB.ENG.TH.03.Gen.ReEx.001.001__f100,GB.ENG.TH.03.Gen.ReEx.001.001,uk,1.0,3,ATTEMPTED,True,COMPLETED,0,0,0,18323.70803696875,4.148,False,False,False,ba6f774814f874d77a510b44aafc91978c0358f215635ea05fa4323c9fca6f92,
uk__GB.ENG.TH.04-08.Terraced.SyAv.005.001__f000,GB.ENG.TH.04-08.Terraced.SyAv.005.001,uk,0.0,1,BUILD_REFUSED,,,,,,,0.027,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.TH.04-08.Terraced.SyAv.005.001__f000,GB.ENG.TH.04-08.Terraced.SyAv.005.001,uk,0.0,2,BUILD_REFUSED,,,,,,,0.029,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.TH.04-08.Terraced.SyAv.005.001__f000,GB.ENG.TH.04-08.Terraced.SyAv.005.001,uk,0.0,3,BUILD_REFUSED,,,,,,,0.028,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.TH.04-08.Terraced.SyAv.005.001__f015,GB.ENG.TH.04-08.Terraced.SyAv.005.001,uk,0.15,1,BUILD_REFUSED,,,,,,,0.034,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.TH.04-08.Terraced.SyAv.005.001__f015,GB.ENG.TH.04-08.Terraced.SyAv.005.001,uk,0.15,2,BUILD_REFUSED,,,,,,,0.03,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.TH.04-08.Terraced.SyAv.005.001__f015,GB.ENG.TH.04-08.Terraced.SyAv.005.001,uk,0.15,3,BUILD_REFUSED,,,,,,,0.036,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.TH.04-08.Terraced.SyAv.005.001__f030,GB.ENG.TH.04-08.Terraced.SyAv.005.001,uk,0.3,1,BUILD_REFUSED,,,,,,,0.032,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.TH.04-08.Terraced.SyAv.005.001__f030,GB.ENG.TH.04-08.Terraced.SyAv.005.001,uk,0.3,2,BUILD_REFUSED,,,,,,,0.03,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.TH.04-08.Terraced.SyAv.005.001__f030,GB.ENG.TH.04-08.Terraced.SyAv.005.001,uk,0.3,3,BUILD_REFUSED,,,,,,,0.031,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.TH.04-08.Terraced.SyAv.005.001__f050,GB.ENG.TH.04-08.Terraced.SyAv.005.001,uk,0.5,1,BUILD_REFUSED,,,,,,,0.034,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.TH.04-08.Terraced.SyAv.005.001__f050,GB.ENG.TH.04-08.Terraced.SyAv.005.001,uk,0.5,2,BUILD_REFUSED,,,,,,,0.032,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.TH.04-08.Terraced.SyAv.005.001__f050,GB.ENG.TH.04-08.Terraced.SyAv.005.001,uk,0.5,3,BUILD_REFUSED,,,,,,,0.037,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.TH.04-08.Terraced.SyAv.005.001__f100,GB.ENG.TH.04-08.Terraced.SyAv.005.001,uk,1.0,1,BUILD_REFUSED,,,,,,,0.034,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.TH.04-08.Terraced.SyAv.005.001__f100,GB.ENG.TH.04-08.Terraced.SyAv.005.001,uk,1.0,2,BUILD_REFUSED,,,,,,,0.031,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.TH.04-08.Terraced.SyAv.005.001__f100,GB.ENG.TH.04-08.Terraced.SyAv.005.001,uk,1.0,3,BUILD_REFUSED,,,,,,,0.033,False,False,False,,ValueError: S0 openings require an exterior (b=1) Wall_1 host
uk__GB.ENG.TH.04.Gen.ReEx.001.001__f000,GB.ENG.TH.04.Gen.ReEx.001.001,uk,0.0,1,ATTEMPTED,True,COMPLETED,0,0,0,14573.35096926412,4.156,False,False,False,a1ef7d4eb38b407a67f11d460d1c77617e909d9f767247c9fb704ff58e88e86e,
uk__GB.ENG.TH.04.Gen.ReEx.001.001__f000,GB.ENG.TH.04.Gen.ReEx.001.001,uk,0.0,2,ATTEMPTED,False,ENGINE_FAILED,1,29,1,None,2.645,False,True,False,dc9ff2f2c771e458397fd118323e5b9359f75fc2e41fd67437ad83f8f7c45d50,
uk__GB.ENG.TH.04.Gen.ReEx.001.001__f000,GB.ENG.TH.04.Gen.ReEx.001.001,uk,0.0,3,ATTEMPTED,True,COMPLETED,0,0,0,14993.62264486178,4.064,False,False,False,57c4effa0073757c485f7ec9ebf2b478d03f951c9217fcc92bc599ceb115c0f6,
uk__GB.ENG.TH.04.Gen.ReEx.001.001__f015,GB.ENG.TH.04.Gen.ReEx.001.001,uk,0.15,1,ATTEMPTED,True,COMPLETED,0,0,0,14989.692261072774,4.074,False,False,False,fa0f67d75c12ec54123e353c7eef4e0027692f1552f7ff5d3ab4a76df1be5d97,
uk__GB.ENG.TH.04.Gen.ReEx.001.001__f015,GB.ENG.TH.04.Gen.ReEx.001.001,uk,0.15,2,ATTEMPTED,True,COMPLETED,0,0,0,14989.692261072774,3.981,False,False,False,9da19a04c04edcb921340315edf1acd3d0f74c839b0db0011491dc3275f788d7,
uk__GB.ENG.TH.04.Gen.ReEx.001.001__f015,GB.ENG.TH.04.Gen.ReEx.001.001,uk,0.15,3,ATTEMPTED,True,COMPLETED,0,0,0,14989.692261072774,3.914,False,False,False,66ce9763d6f43cd5dcd8b3e85792132dd627c91900abc213c9f619af05389dd2,
uk__GB.ENG.TH.04.Gen.ReEx.001.001__f030,GB.ENG.TH.04.Gen.ReEx.001.001,uk,0.3,1,ATTEMPTED,True,COMPLETED,0,0,0,14986.023955385526,4.201,False,False,False,c2dfcaae70e7c441fe7ecb03701229d2323b95b346a4df2db2964c720fa3205f,
uk__GB.ENG.TH.04.Gen.ReEx.001.001__f030,GB.ENG.TH.04.Gen.ReEx.001.001,uk,0.3,2,ATTEMPTED,True,COMPLETED,0,0,0,14986.023955385526,4.083,False,False,False,841a418fcb175b5031ef15a702c54fcb6a6083d79e077367a9358785ad609487,
uk__GB.ENG.TH.04.Gen.ReEx.001.001__f030,GB.ENG.TH.04.Gen.ReEx.001.001,uk,0.3,3,ATTEMPTED,True,COMPLETED,0,0,0,14986.023955385526,4.246,False,False,False,cfdd3657df9edc4f6be30f629b28d8548870382063fb7c82461b3bfc9b3a7f0b,
uk__GB.ENG.TH.04.Gen.ReEx.001.001__f050,GB.ENG.TH.04.Gen.ReEx.001.001,uk,0.5,1,ATTEMPTED,True,COMPLETED,0,0,0,14837.60376050029,3.941,False,False,False,895a89bf4b9448d073fc9797ff29f0c89498fcb426418c6f759b559d8c1d6632,
uk__GB.ENG.TH.04.Gen.ReEx.001.001__f050,GB.ENG.TH.04.Gen.ReEx.001.001,uk,0.5,2,ATTEMPTED,True,COMPLETED,0,0,0,14837.60376050029,4.084,False,False,False,4312ca730d2e22fac96c2c5489554a3cdd17b13cdfc64b5a10f02b761ea02de9,
uk__GB.ENG.TH.04.Gen.ReEx.001.001__f050,GB.ENG.TH.04.Gen.ReEx.001.001,uk,0.5,3,ATTEMPTED,True,COMPLETED,0,0,0,14981.56389530597,4.017,False,False,False,1fde114195626e6dda55d9458acb027b9edf689173ee1cd7b098d8afc4788bd3,
uk__GB.ENG.TH.04.Gen.ReEx.001.001__f100,GB.ENG.TH.04.Gen.ReEx.001.001,uk,1.0,1,ATTEMPTED,True,COMPLETED,0,0,0,14972.491595015654,4.086,False,False,False,2da10970ae650c76019f5e962f3acd0f58d96fb961411c38b67702f85e5ea6fc,
uk__GB.ENG.TH.04.Gen.ReEx.001.001__f100,GB.ENG.TH.04.Gen.ReEx.001.001,uk,1.0,2,ATTEMPTED,True,COMPLETED,0,0,0,14972.491595015654,4.104,False,False,False,5c586761afd01408effdcfb614b0a0a26e28ae942d8982131bff91502b7522d2,
uk__GB.ENG.TH.04.Gen.ReEx.001.001__f100,GB.ENG.TH.04.Gen.ReEx.001.001,uk,1.0,3,ATTEMPTED,True,COMPLETED,0,0,0,14972.491595015654,4.003,False,False,False,243c25d0e21ab9ed3fdc0fcf6b0cd727674ff4e19180ceb4ef000e1e497217b5,
uk__GB.ENG.TH.05.Gen.ReEx.001.001__f000,GB.ENG.TH.05.Gen.ReEx.001.001,uk,0.0,1,ATTEMPTED,True,COMPLETED,0,0,0,11632.994774105451,4.038,False,False,False,7d338e0989827aa31323ec80e05487a69c4c2581f9958630998b5dbc1903a737,
uk__GB.ENG.TH.05.Gen.ReEx.001.001__f000,GB.ENG.TH.05.Gen.ReEx.001.001,uk,0.0,2,ATTEMPTED,True,COMPLETED,0,0,0,11632.994774105451,4.069,False,False,False,193d2e5ccc6aac98a1312433ba417085479343642b602c1a9280a7ca21bd2418,
uk__GB.ENG.TH.05.Gen.ReEx.001.001__f000,GB.ENG.TH.05.Gen.ReEx.001.001,uk,0.0,3,ATTEMPTED,True,COMPLETED,0,0,0,11632.994774105451,4.133,False,False,False,a9c927896e7729ac08173b18c525c0c692cba9e5dbd2f1a3784dbf971bd420ce,
uk__GB.ENG.TH.05.Gen.ReEx.001.001__f015,GB.ENG.TH.05.Gen.ReEx.001.001,uk,0.15,1,ATTEMPTED,True,COMPLETED,0,0,0,11632.375029833287,4.082,False,False,False,2b521dc8b50db8afb154da08f7eb943a730f59cdaea65a612a0c0a5972d2de7e,
uk__GB.ENG.TH.05.Gen.ReEx.001.001__f015,GB.ENG.TH.05.Gen.ReEx.001.001,uk,0.15,2,ATTEMPTED,True,COMPLETED,0,0,0,11632.375029833287,4.185,False,False,False,9e1225350ff9e9d3515fcc7cb61565e0a1f9fd9388044163f71a25bf93e4fec6,
uk__GB.ENG.TH.05.Gen.ReEx.001.001__f015,GB.ENG.TH.05.Gen.ReEx.001.001,uk,0.15,3,ATTEMPTED,True,COMPLETED,0,0,0,11632.375029833287,4.187,False,False,False,0e2721807ce3d40773571c9555af3aa00e94c322a88cb7438167c64371ba863d,
uk__GB.ENG.TH.05.Gen.ReEx.001.001__f030,GB.ENG.TH.05.Gen.ReEx.001.001,uk,0.3,1,ATTEMPTED,True,COMPLETED,0,0,0,11631.860114446808,4.025,False,False,False,5d9a58e0156b30cf3aced771198eb303dd26b812e0de9b8f8e0a7894f8ec8a9c,
uk__GB.ENG.TH.05.Gen.ReEx.001.001__f030,GB.ENG.TH.05.Gen.ReEx.001.001,uk,0.3,2,ATTEMPTED,True,COMPLETED,0,0,0,11631.860114446808,4.109,False,False,False,7bdb44794ee7f3b2f28fdb263f596baaf63e1a68c3e05595964b343af126139b,
uk__GB.ENG.TH.05.Gen.ReEx.001.001__f030,GB.ENG.TH.05.Gen.ReEx.001.001,uk,0.3,3,ATTEMPTED,True,COMPLETED,0,0,0,11631.860114446808,4.091,False,False,False,a5469492afeb1954420ba8487dea0a45b96591001c4e0d979a6b5c1e22407f3b,
uk__GB.ENG.TH.05.Gen.ReEx.001.001__f050,GB.ENG.TH.05.Gen.ReEx.001.001,uk,0.5,1,ATTEMPTED,True,COMPLETED,0,0,0,11631.380505046482,4.152,False,False,False,433c51d2e27e0703c27461e63a95e2eb0b178312605622b5e28e9262012b47f6,
uk__GB.ENG.TH.05.Gen.ReEx.001.001__f050,GB.ENG.TH.05.Gen.ReEx.001.001,uk,0.5,2,ATTEMPTED,False,ENGINE_FAILED,1,1,1,None,0.538,False,False,False,91f0eeaca8fb6159fdb7ff7c6b22312d33a16e3bd2930b1ef8c3a568c134244b,
uk__GB.ENG.TH.05.Gen.ReEx.001.001__f050,GB.ENG.TH.05.Gen.ReEx.001.001,uk,0.5,3,ATTEMPTED,False,ENGINE_FAILED,1,1,1,None,0.589,False,False,False,9683d5f434d64d65c72e9db96d99a79c7b0515d493cfb27f30aee943e9c86ba3,
uk__GB.ENG.TH.05.Gen.ReEx.001.001__f100,GB.ENG.TH.05.Gen.ReEx.001.001,uk,1.0,1,ATTEMPTED,True,COMPLETED,0,0,0,11631.296824867532,4.054,False,False,False,590d1d143383d7d6b1675a71a0e7aaa8f4b5720808b3217cea4d67198cd66f9d,
uk__GB.ENG.TH.05.Gen.ReEx.001.001__f100,GB.ENG.TH.05.Gen.ReEx.001.001,uk,1.0,2,ATTEMPTED,True,COMPLETED,0,0,0,11631.296824867532,4.063,False,False,False,ca6190317b0b133963338d39c3d1ad48b67241e63031fb137e1f274176d703f0,
uk__GB.ENG.TH.05.Gen.ReEx.001.001__f100,GB.ENG.TH.05.Gen.ReEx.001.001,uk,1.0,3,ATTEMPTED,True,COMPLETED,0,0,0,11122.856629413229,4.231,False,False,False,0dae5fdfd52acab25f67b7fd74519589c7818e875fd65c207322b4672a54ecb1,
uk__GB.ENG.TH.06.Gen.ReEx.001.001__f000,GB.ENG.TH.06.Gen.ReEx.001.001,uk,0.0,1,ATTEMPTED,True,COMPLETED,0,0,0,11373.503818649151,4.184,False,False,False,5c6dbac486e46a12310211948e942a02de5d55ef41605f5e26fa67557d4180d7,
uk__GB.ENG.TH.06.Gen.ReEx.001.001__f000,GB.ENG.TH.06.Gen.ReEx.001.001,uk,0.0,2,ATTEMPTED,True,COMPLETED,0,0,0,11373.503818649151,4.159,False,False,False,79a8bcd6560030b4c1c422af8781aada20815d9f4d3e46f177008c2e4c42be73,
uk__GB.ENG.TH.06.Gen.ReEx.001.001__f000,GB.ENG.TH.06.Gen.ReEx.001.001,uk,0.0,3,ATTEMPTED,True,COMPLETED,0,0,0,11373.503818649151,4.119,False,False,False,8e9bc2ead28680cda6c65157dbcad7b7251101ac979c2085fa45c194c87a51fc,
uk__GB.ENG.TH.06.Gen.ReEx.001.001__f015,GB.ENG.TH.06.Gen.ReEx.001.001,uk,0.15,1,ATTEMPTED,True,COMPLETED,0,0,0,11370.287283318949,4.321,False,False,False,28a1e4564faceef4b247f0bb0787b795a68e4ff28c640dad3aa13fe19341f5fd,
uk__GB.ENG.TH.06.Gen.ReEx.001.001__f015,GB.ENG.TH.06.Gen.ReEx.001.001,uk,0.15,2,ATTEMPTED,True,COMPLETED,0,0,0,11370.287283318949,4.169,False,False,False,53a51f3522e78b13877530b5caca051e8c1df93ce520ef39767e2eb32a84390e,
uk__GB.ENG.TH.06.Gen.ReEx.001.001__f015,GB.ENG.TH.06.Gen.ReEx.001.001,uk,0.15,3,ATTEMPTED,True,COMPLETED,0,0,0,11370.287283318949,4.172,False,False,False,481df3d724fe6655be9d347e8a0638c295591d0b0ba98765b925528349de3f41,
uk__GB.ENG.TH.06.Gen.ReEx.001.001__f030,GB.ENG.TH.06.Gen.ReEx.001.001,uk,0.3,1,ATTEMPTED,True,COMPLETED,0,0,0,11368.319665244182,4.258,False,False,False,da17b801b37bb048a77ed64468d5dadae885545daa6839461924f5260f4d0695,
