Date/Time,BATIMENT0000000240879467_PART0_F0_DWELLING_0 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240879467_PART0_F0_DWELLING_1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240879467_PART0_F0_DWELLING_2 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240879467_PART0_F0_DWELLING_3 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly) 
 02/21  04:00:00,11887777.334549373,10132488.008346822,12163283.159202406,14060707.537206618 
 02/21  05:00:00,12098169.171477076,10290021.688353922,12356630.108107246,14304565.890011378 
 02/21  06:00:00,12237340.648382548,10395349.46489301,12481336.438349387,14459418.064389326 
 02/21  07:00:00,12326005.83050278,10460582.127167733,12558288.69629306,14556935.470100526 
 02/21  08:00:00,12349995.414562779,10474661.822877664,12572284.568547284,14580119.935956175 
 02/21  09:00:00,11960992.58018462,10177841.304268176,12101542.980452895,14069798.78129888 
 02/21  10:00:00,10171429.799378196,8732774.952819377,9657324.440284187,11371128.143702082 
 02/21  11:00:00,7683253.59005933,6657185.039842686,6459686.63432891,7675682.682223046 
 02/21  12:00:00,5646100.4899676945,4956260.027612132,4523593.881759486,5407879.93788653 
 02/21  13:00:00,3821297.9903115453,3536333.1070617507,3545505.904042632,4047993.4644005727 
 02/21  14:00:00,1868272.9440269857,2538607.320630747,2771265.44849654,2272376.6565590138 
 02/21  15:00:00,250417.40891519364,1867698.6276538116,2256789.8587787556,611934.9444729594 
 02/21  16:00:00,0.0,1726368.5175054471,2321443.9044938097,53301.30762647823 
 02/21  17:00:00,0.0,1931775.4946757727,2591084.739183968,780056.9405999545 
 02/21  18:00:00,1000838.2075079251,2700009.4822662715,3200805.2685243287,2507821.890129451 
 02/21  19:00:00,3725400.6201915075,3765186.1458239136,4485926.32950649,4764022.667116875 
 02/21  20:00:00,4824098.485315251,4541579.861224507,5479168.319396043,6057519.650271764 
 02/21  21:00:00,5833805.663346339,5284498.649220443,6402587.456796759,7225313.057602442 
 02/21  22:00:00,6531285.79421985,5790256.78502212,7023911.170664165,8014221.875300324 
 02/21  23:00:00,6816005.735090542,5949370.5335948765,7238386.6292973235,8335026.255792207 
 02/21  24:00:00,7025690.84357296,6060376.613889587,7387749.6264267,8565763.513448238 
 02/22  01:00:00,7246779.758646779,6200770.248616054,7561796.67260655,8804632.801695492 
 02/22  02:00:00,7692573.526979458,6575059.78562475,7975729.432182513,9268519.734955292 
 02/22  03:00:00,8179996.019503048,6995324.493054379,8437530.807535948,9775743.775567846 
 02/22  04:00:00,8424234.597480435,7186476.411558717,8662413.529634349,10044550.521731954 
 02/22  05:00:00,8421326.31460242,7161040.280576703,8636436.555778906,10034743.845267037 
 02/22  06:00:00,8122971.222725484,6860437.642953129,8314537.743477798,9716196.402143177 
 02/22  07:00:00,8081786.742179452,6784963.241944917,8260493.766438396,9700569.970685232 
 02/22  08:00:00,7924770.772751138,6630950.61114171,8091639.527853327,9528246.451236965 
 02/22  09:00:00,7528711.105530617,6314044.691701102,7685310.326697726,9044917.223331304 
 02/22  10:00:00,6924742.516444237,5933251.346058551,7073552.951257337,8227562.916862775 
 02/22  11:00:00,6171131.551847332,5416515.704363853,6236033.822634414,7167884.007768058 
 02/22  12:00:00,5687251.219717471,5105342.484873917,5710581.24512055,6473458.340097125 
 02/22  13:00:00,5285118.8178387415,4790110.829266706,5349324.368220135,6017750.949304417 
 02/22  14:00:00,4637826.023078975,4335049.420205614,4798642.65623185,5280903.305916435 
 02/22  15:00:00,4287758.544732408,4079284.314947158,4494493.065047845,4870833.208543139 
 02/22  16:00:00,4133884.8210690757,3911966.276817294,4328130.6403497495,4709778.164090333 
 02/22  17:00:00,4279000.3142124675,4211035.1234468995,4708095.076074863,5054843.452802045 
 02/22  18:00:00,4504082.12495207,4664211.029203976,5324402.51956151,5681464.965340478 
 02/22  19:00:00,5767178.185291205,5072482.903693729,5939117.7011114545,6742334.195373341 
 02/22  20:00:00,6171021.506939001,5351114.624124669,6324111.103625655,7247045.077982085 
 02/22  21:00:00,6372375.040111876,5468618.51541711,6512910.661297817,7523248.829119583 
 02/22  22:00:00,6632676.795088221,5667940.7496837275,6766980.185303527,7835704.647996988 
 02/22  23:00:00,7139422.588884766,6084094.296453686,7272510.537721407,8430285.930043682 
 02/22  24:00:00,7167721.077961354,6092996.325100647,7295494.266427384,8471014.465556795 
 02/23  01:00:00,7131498.300174799,6063272.2675511455,7257037.537902813,8420243.374902455 
 02/23  02:00:00,7206460.829604789,6110809.587432262,7327769.611710369,8519236.037064735 
 02/23  03:00:00,7085750.692267351,5978987.405437128,7202970.392505776,8411125.94439145 
 02/23  04:00:00,7102105.094991571,5977769.682029739,7218081.473607907,8446048.794198263 
 02/23  05:00:00,7549832.157910995,6375098.867062319,7668623.936620424,8941546.77430211 
 02/23  06:00:00,8112802.929168203,6869193.323657552,8236170.824565196,9571930.421624577 
 02/23  07:00:00,8336846.244278096,7061820.8322664695,8462180.02509509,9827474.966729421 
 02/23  08:00:00,8541977.422007052,7243679.023065946,8669356.157239918,10056812.81419305 
 02/23  09:00:00,8608836.65997202,7355952.078021683,8736761.08596619,10093710.20822321 
 02/23  10:00:00,7822231.5818063505,6867134.996575218,7767784.631700338,8874828.335878199 
 02/23  11:00:00,6460105.661941667,5798590.3040092755,5856014.22614422,6678766.896317702 
 02/23  12:00:00,4866643.394027378,4465817.741166199,4111460.8015827774,4690077.721576507 
 02/23  13:00:00,3732434.823491633,3622206.109316997,3553555.4791883416,3859283.162574478 
 02/23  14:00:00,2640754.6826295936,3170159.195278006,3265185.2107514907,2917128.116007301 
 02/23  15:00:00,1619971.7262354647,2867247.694838698,3111605.7402937785,2020104.9584953699 
 02/23  16:00:00,845906.2567583973,2743936.4442671617,3190020.8035715558,1510608.8743851054 
 02/23  17:00:00,506624.21127614914,2951085.7497458532,3483295.4469951373,2131545.390721247 
 02/23  18:00:00,1438714.1964848326,3081022.445788469,3559106.141801334,2959595.305882342 
 02/23  19:00:00,3528994.0757302437,3424225.635009184,4041981.9745966513,4332565.606982755 
 02/23  20:00:00,4307844.5613675285,3959273.1726549016,4749069.356843497,5274108.216488579 
 02/23  21:00:00,4900054.833633995,4371124.119453175,5280507.633195401,5978493.359701527 
 02/23  22:00:00,5089179.917100513,4475800.00094408,5416016.359748896,6185324.419505104 
 02/23  23:00:00,5250124.32768098,4563090.651482824,5529843.45894373,6361440.069659265 
 02/23  24:00:00,5384708.127498626,4637946.219649619,5628040.513150971,6510916.776597761 
 02/24  01:00:00,5553026.352046585,4742865.055458082,5765229.518038828,6705556.887810388 
 02/24  02:00:00,5736340.828982047,4868001.396429364,5924727.651003151,6919118.630284758 
 02/24  03:00:00,5878629.095544014,4955124.595781923,6047664.59491683,7097172.569680662 
 02/24  04:00:00,6447822.186728114,5451006.145429492,6610070.690416504,7722772.873711892 
 02/24  05:00:00,7338538.850411729,6238596.039107053,7505193.365476075,8708930.174630092 
 02/24  06:00:00,7985737.116939439,6801969.566199359,8153073.797646151,9434257.819564668 
 02/24  07:00:00,8227316.241462591,7004097.292877864,8388296.706885107,9705612.75297526 
 02/24  08:00:00,8059867.553035637,6834840.905226603,8208702.665883133,9532785.240130901 
 02/24  09:00:00,7817499.580293684,6651896.883207783,7952929.818412787,9235635.653069112 
 02/24  10:00:00,7020049.553894449,6119384.934493208,6900854.003267079,7968316.671257386 
 02/24  11:00:00,5807922.238258205,5153724.238648655,5053177.579846335,5877897.221567243 
 02/24  12:00:00,4885590.589880451,4515719.169985807,4221242.125505065,4781054.5340573145 
 02/24  13:00:00,4020439.430999456,3940099.7942990167,3878758.227993911,4166905.3425401 
 02/24  14:00:00,2558830.849970161,3166775.9425967727,3274017.0454941173,2848285.4686116036 
 02/24  15:00:00,1060008.5338890203,2609159.015914147,2979613.752439768,1565875.4420273295 
 02/24  16:00:00,1118525.875806674,2759824.0448289234,3151286.068621578,1700182.9357525501 
 02/24  17:00:00,1202587.3466937435,2977435.644108823,3437589.8905277504,2423595.6915103835 
 02/24  18:00:00,2472407.593946098,3525014.113432399,4027640.750693882,3704676.3219002346 
 02/24  19:00:00,4284300.485052721,4056572.545051527,4736080.626869623,5109677.400713789 
 02/24  20:00:00,4701615.20616596,4293182.132678686,5086502.096793008,5634344.987054439 
 02/24  21:00:00,5060247.367189481,4521163.931984684,5393870.205401056,6066056.278903057 
 02/24  22:00:00,5406076.309176606,4756956.295910158,5696985.629620658,6472482.584049489 
 02/24  23:00:00,6182046.002686177,5358638.113490557,6445067.647859205,7395621.747428482 
 02/24  24:00:00,6924116.662167124,5957926.367451921,7164542.025468059,8253736.470973676 
 02/25  01:00:00,7452734.527655586,6384052.773757326,7673434.664205555,8861011.43464042 
 02/25  02:00:00,8003678.222132124,6812226.554583717,8211218.156636259,9525165.666693024 
 02/25  03:00:00,8438774.004179051,7149912.699445027,8635034.108497506,10049244.711075716 
 02/25  04:00:00,8809132.930748718,7434614.128327439,8996751.821488557,10500215.556408422 
 02/25  05:00:00,9270364.980036361,7790609.9647187395,9454674.932498338,11071370.636737349 
 02/25  06:00:00,9340422.933502525,7829645.664423028,9518154.009848991,11168683.846189916 
 02/25  07:00:00,9457611.263602935,7934560.206150338,9628637.880501019,11287031.879902909 
 02/25  08:00:00,9081994.602396326,7609668.143098159,9242572.894260118,10848725.374683011 
 02/25  09:00:00,8378610.6032677805,7008793.758294729,8528457.247269744,10042054.960655976 
 02/25  10:00:00,7914455.733151964,6705621.267302686,8060906.033832529,9428240.421189293 
 02/25  11:00:00,7198085.251435757,6200843.772412717,7325347.333115105,8494715.241412885 
 02/25  12:00:00,6486003.436792524,5683452.920207265,6583465.738995612,7571940.571182595 
 02/25  13:00:00,5531621.036040057,5010434.582181083,5635339.875823886,6375876.315357641 
 02/25  14:00:00,4594882.337460812,4550322.676583764,5083721.553557664,5355348.025691004 
 02/25  15:00:00,4101557.7123577907,4482047.637721702,5069457.070280481,4872905.031195842 
 02/25  16:00:00,3803480.9486367577,4549617.547694543,5341983.769380144,4791583.791437679 
 02/25  17:00:00,2989969.8002208653,4707799.361530324,5837374.973702837,5091720.376222247 
 02/25  18:00:00,4565661.747111697,5426842.495601928,6580498.47045429,6790384.341123997 
 02/25  19:00:00,6960041.095768022,6139431.441534226,7444981.546198208,8517401.758978253 
 02/25  20:00:00,7647297.846178756,6634173.46227524,8068135.502225609,9311575.461656319 
 02/25  21:00:00,8184522.390433913,7025371.589163325,8554056.150514584,9929122.163278272 
 02/25  22:00:00,8604736.076593956,7324779.993599448,8931686.637001429,10416914.719211781 
 02/25  23:00:00,9064171.545683794,7681937.714490967,9358334.694738977,10933888.382589249 
 02/25  24:00:00,9390444.955961917,7933069.683808204,9657713.110666057,11298269.215870848 
 02/26  01:00:00,9681681.868864836,8154505.381509227,9926894.470152246,11630564.033256216 
 02/26  02:00:00,10009625.616792269,8411851.959113182,10238707.499206603,12007817.47780536 
 02/26  03:00:00,10354963.198898064,8689511.343051784,10572338.362485789,12404820.274761384 
 02/26  04:00:00,10596672.230910348,8872504.113048336,10803930.460200965,12695087.533084635 
 02/26  05:00:00,10841560.562389897,9059327.505805843,11041257.757449526,12991788.480607688 
 02/26  06:00:00,11043626.0095006,9208263.151053926,11237297.333629347,13243672.201896586 
 02/26  07:00:00,11265151.92194253,9368909.915940555,11454272.66007343,13526610.77058153 
 02/26  08:00:00,11569347.000377491,9610492.538242957,11756669.692943733,13896391.786688054 
 02/26  09:00:00,11676289.739558335,9719877.272925505,11790162.191185812,13970144.521650022 
 02/26  10:00:00,11189347.829739891,9311863.864010725,10624187.017683972,12824363.199512811 
 02/26  11:00:00,10204387.418264724,8447193.54327451,8996640.0331494,10975264.744470473 
 02/26  12:00:00,9092429.844781315,7627012.8195902575,8263069.785060979,9976469.34430089 
 02/26  13:00:00,8114820.143221893,6923647.16019222,8004285.265989085,9466855.55146615 
 02/26  14:00:00,7089374.417866471,6631641.130058185,7927870.511732105,8645201.11169776 
 02/26  15:00:00,6288903.170356624,6566947.184594156,8043502.275856629,7976784.313432753 
 02/26  16:00:00,5980529.899276435,6659863.807833821,8337161.459710166,7904854.422476731 
 02/26  17:00:00,5984476.602054771,7013212.788160453,8796247.981760675,8806287.522253472 
 02/26  18:00:00,7370627.899124332,7643079.630563631,9400285.239507578,10264635.503324572 
 02/26  19:00:00,9496331.818606304,8146891.411429348,9990090.363999786,11614583.929867081 
 02/26  20:00:00,9745890.958479682,8265980.017887999,10170391.381313596,11914764.760307224 
 02/26  21:00:00,9871202.090103654,8306138.688846206,10242000.073053418,12060308.709636409 
 02/26  22:00:00,10056636.70382854,8416647.658080934,10384863.855103852,12266903.715494052 
 02/26  23:00:00,10207154.074723354,8508154.261776453,10500868.369991528,12432475.850149222 
 02/26  24:00:00,10315580.70698762,8576025.201549843,10580046.829890741,12542600.48424186 
 02/27  01:00:00,10392668.366448818,8624337.93446949,10633818.417159008,12616893.17097591 
 02/27  02:00:00,10418333.058934618,8632386.641964562,10640897.352065675,12634954.54874056 
 02/27  03:00:00,10534004.961450439,8713922.376028426,10742310.225154208,12766821.119202804 
 02/27  04:00:00,10748263.042657897,8877142.987789664,10946571.838670895,13021445.41625326 
 02/27  05:00:00,10934985.587694485,9022348.11093232,11129868.748320516,13245933.080535147 
 02/27  06:00:00,11100978.136511158,9151568.828236578,11292571.325044839,13445459.090390693 
 02/27  07:00:00,11292645.962248987,9302450.781917963,11482182.475526046,13676824.230328579 
 02/27  08:00:00,11516711.359625977,9484988.940745782,11707023.942986017,13945903.674931074 
 02/27  09:00:00,11921657.962380126,9908580.142795194,12054172.796053424,14308185.077975651 
 02/27  10:00:00,11522202.812252283,9676968.170047939,11007868.589385927,13172901.844786363 
 02/27  11:00:00,10232462.580465877,8570690.136217173,8811415.554645848,10716745.64079313 
 02/27  12:00:00,8898643.621974051,7544342.092728443,7718584.66058168,9320773.559959278 
 02/27  13:00:00,7818986.821904305,6794706.860819833,7620118.878665415,8913378.478574984 
 02/27  14:00:00,5933534.707664896,6036785.156272854,7165266.115329809,7287651.105638577 
 02/27  15:00:00,4328097.488171751,5436219.209892277,6715771.625877004,5751571.361810058 
 02/27  16:00:00,3363968.677599405,5287797.797153594,6803957.448376218,5129425.825398397 
 02/27  17:00:00,3007442.5287612807,5573631.81089857,7141342.498555485,5921666.922135571 
 02/27  18:00:00,5365728.494144822,6571667.58268988,7934273.031408374,7997516.478564596 
 02/27  19:00:00,8564733.780339506,7645839.710800754,9274861.123223234,10461744.78824713 
 02/27  20:00:00,9292354.455775568,8128302.175983911,9898323.461851364,11330836.93968913 
 02/27  21:00:00,9814155.32343915,8475539.550624253,10337060.677490918,11927740.843626749 
 02/27  22:00:00,10290965.116337404,8803934.0028318,10746597.107700149,12472257.53733261 
 02/27  23:00:00,11037001.417885955,9394957.449269587,11443093.086397432,13308330.483610174 
 02/27  24:00:00,11700088.120666863,9929626.949416794,12067725.93938172,14047756.607227637 
 02/28  01:00:00,12207948.347892731,10322415.732318453,12545031.023074538,14633971.955843857 
 02/28  02:00:00,12698877.77690404,10705864.281663459,13011497.212648164,15203529.042178944 
 02/28  03:00:00,12899945.444734165,10850845.37039661,13191066.035250323,15435217.701798929 
 02/28  04:00:00,12950860.177626261,10874646.103533266,13223755.365899405,15491558.382742643 
 02/28  05:00:00,13067563.12267444,10964072.341929099,13326497.223453209,15617272.965213958 
 02/28  06:00:00,13168319.041887812,11030424.496943293,13415513.722175898,15740164.634604285 
 02/28  07:00:00,13129328.89435618,10964598.86890851,13365768.656806618,15721760.182665557 
 02/28  08:00:00,13206954.935446875,11018751.000406275,13437821.477453353,15820288.5013365 
 02/28  09:00:00,12979431.46009624,10881018.830621982,13132414.62684077,15476332.819791067 
 02/28  10:00:00,11843947.14724882,9993203.316452237,11402712.787583534,13592665.873085853 
 02/28  11:00:00,10557988.882619545,8915922.47098591,9459818.920265308,11375688.793287935 
 02/28  12:00:00,9539423.890101701,8135307.421123403,8491648.279696327,10176147.88666286 
 02/28  13:00:00,8505330.53628283,7404399.624785699,8373124.773586053,9794617.334329983 
 02/28  14:00:00,6793109.128063375,6760056.021021275,8067263.209859745,8382459.482857281 
 02/28  15:00:00,5616234.098871492,6578362.654915879,8096176.032391624,7327800.3198019555 
 02/28  16:00:00,4904026.575337634,6618307.476000622,8445688.039432991,6971213.854753712 
 02/28  17:00:00,5299150.690979412,7017824.311279531,8854289.676763419,8283255.001063558 
 02/28  18:00:00,7159756.0512025785,7749890.137261979,9494573.897266392,10136223.92767331 
 02/28  19:00:00,9680614.97972391,8444772.516601523,10340671.894001149,11888586.596515674 
 02/28  20:00:00,9978889.85356506,8584627.306825116,10538685.575848212,12218039.964412343 
 02/28  21:00:00,10637433.828958876,9097716.941636536,11123763.247612694,12921443.766665826 
 02/28  22:00:00,11338446.302982109,9662756.711976964,11769368.801305868,13679888.98255955 
 02/28  23:00:00,11804203.44689254,10018284.689467482,12188537.622934509,14195173.463030912 
 02/28  24:00:00,12226535.466267057,10349231.067995105,12574592.310931904,14660333.55165043 
 03/01  01:00:00,12451981.915845767,10507906.247075295,12770366.418447036,14915992.438358631 
 03/01  02:00:00,12577063.853054192,10572159.04355774,12870882.900046168,15076444.013675598 
 03/01  03:00:00,12831455.698005438,10758509.838948853,13106753.383596785,15378719.147070296 
 03/01  04:00:00,13094802.726763625,10961491.354670217,13356336.005690088,15686664.236617846 
 03/01  05:00:00,13391214.265919996,11202096.68043289,13642638.064428624,16025966.045452472 
 03/01  06:00:00,13478235.33663735,11248760.664735623,13720845.84367995,16147781.441704998 
 03/01  07:00:00,13400058.608546918,11153732.082543777,13634064.149405625,16082332.351938242 
 03/01  08:00:00,13356137.85070153,11121590.612030745,13584047.541480672,16019168.480766077 
 03/01  09:00:00,13091407.239188664,10971685.057039214,13213155.19136829,15593170.1639667 
 03/01  10:00:00,12072878.42028334,10169686.011032192,11449089.511955317,13734754.620663747 
 03/01  11:00:00,10768089.770287335,9122142.851355258,9680590.102655523,11609721.56059643 
 03/01  12:00:00,9395563.48226301,8111586.872129825,8588165.6014275,10181307.379814675 
 03/01  13:00:00,7946418.638929319,6988239.684665817,7856018.758402954,9151561.11661985 
 03/01  14:00:00,6094042.474065556,6210924.923566657,7393636.5300521,7569955.210088742 
 03/01  15:00:00,4773575.674794002,5880115.634155181,7273257.7024088185,6350798.9470351 
 03/01  16:00:00,4078374.8097309647,5852760.242752372,7476868.998335587,5969664.203755699 
 03/01  17:00:00,4002785.897677511,6174223.589696725,7888078.384351871,6950553.69430533 
 03/01  18:00:00,6113647.105559165,6849033.17158854,8362579.569760153,8800715.112470979 
 03/01  19:00:00,8385874.052036265,7415213.726229956,9059808.870132972,10314015.08414743 
 03/01  20:00:00,8635047.375652947,7510365.338655274,9204324.638494715,10599357.748277526 
 03/01  21:00:00,8715291.131933518,7491732.43414791,9200120.582257785,10674869.440258235 
 03/01  22:00:00,8990649.514514241,7655690.88745047,9409763.85240797,10981114.321048226 
 03/01  23:00:00,9260506.241104994,7828942.948381625,9628931.42728779,11285415.410952598 
 03/01  24:00:00,9840564.243819954,8284414.388631083,10173140.43791769,11944184.309108838 
 03/02  01:00:00,10123057.173313044,8480242.024289869,10425211.499689423,12278536.459090495 
 03/02  02:00:00,10225155.431014389,8520156.57019478,10500282.779860323,12414644.219685283 
 03/02  03:00:00,10586370.245908469,8818261.703215262,10843256.812498065,12812736.387590967 
 03/02  04:00:00,10565249.615270762,8790505.850203076,10802698.81013181,12772076.076649636 
 03/02  05:00:00,10422556.642888239,8647286.635989599,10643165.106227433,12610899.499264326 
 03/02  06:00:00,10546502.555217234,8735670.12269406,10756821.952144306,12759025.109326921 
 03/02  07:00:00,10621985.651008233,8788892.685255535,10823981.930692226,12847150.193041606 
 03/02  08:00:00,11013114.404217653,9151738.030859021,11212871.89552967,13257933.324957313 
 03/02  09:00:00,11431860.624081444,9622448.73866048,11465205.408303859,13511313.985713214 
 03/02  10:00:00,10775594.840504918,9199277.800191883,9809871.352431305,11641181.36314943 
 03/02  11:00:00,9682544.15836072,8342324.299464317,7925583.121742005,9477649.415761845 
 03/02  12:00:00,8517323.049259638,7437404.351017952,7171285.887824077,8484293.864778295 
 03/02  13:00:00,7492806.327856313,6780428.7869895995,7301608.717725911,8268320.175299263 
 03/02  14:00:00,5806295.4359454485,6399411.581801539,7234724.159997303,6830963.96529322 
 03/02  15:00:00,4247106.451078664,6063651.949513116,7034720.435747631,5341731.550158862 
 03/02  16:00:00,2913243.3277349276,5947920.559704887,7116188.180948948,4190391.187008607 
 03/02  17:00:00,2214809.2478731503,5950394.710478445,7233224.863845092,4545193.05176558 
 03/02  18:00:00,3396316.65440656,6421865.739306763,7589575.985833885,6398035.136694407 
 03/02  19:00:00,7207557.954280047,7252121.061840654,8596924.73593691,9088244.835327603 
 03/02  20:00:00,8610483.851602765,7840573.705321324,9400034.053108234,10430148.532919768 
 03/02  21:00:00,9319156.058045954,8281920.447203313,9994283.978951154,11280941.983603485 
 03/02  22:00:00,9843433.904204428,8613469.556473754,10422342.404634971,11887076.738621691 
 03/02  23:00:00,10394549.627667569,9002835.338964425,10896914.171852548,12508044.660241488 
 03/02  24:00:00,10994978.71267825,9464308.409629451,11436444.005108533,13170052.838140115 
 03/03  01:00:00,11546386.567627165,9882799.61980921,11939765.989352023,13796241.590225535 
 03/03  02:00:00,11987137.981448062,10201871.02532406,12342603.570760127,14317058.517115388 
 03/03  03:00:00,12339051.780147813,10459424.456084002,12663839.70329145,14728980.494651116 
 03/03  04:00:00,12753420.657817302,10775518.554376062,13055884.438740775,15218025.78956199 
 03/03  05:00:00,13153267.552640818,11082195.84201642,13439079.7384285,15694915.348290231 
 03/03  06:00:00,13414848.10174565,11277376.908071786,13686344.476805808,16008943.577459378 
 03/03  07:00:00,13696856.736866992,11489440.583731137,13957720.435970774,16352698.985530758 
 03/03  08:00:00,13814470.468520889,11572182.934088552,14067998.37602523,16503505.43570731 
 03/03  09:00:00,13257606.146907683,11173305.812368603,13329632.079984391,15670115.400990654 
 03/03  10:00:00,11626363.616922462,9886065.076153085,10740512.251098746,12752450.377137916 
 03/03  11:00:00,9791117.440313602,8386966.02334945,8345653.315408225,9982008.155629573 
 03/03  12:00:00,8381908.610673385,7296175.722608747,7304481.987058304,8635440.021595813 
 03/03  13:00:00,7132667.550085213,6365846.109019689,6979264.982206848,8024332.683991138 
 03/03  14:00:00,5435871.264593461,5707794.811672611,6577449.963258683,6542462.971241321 
 03/03  15:00:00,4084228.4662354616,5387662.348730837,6415184.803345989,5264769.710206934 
 03/03  16:00:00,3145911.8242873065,5177173.145053618,6310718.982710881,4406109.340289061 
 03/03  17:00:00,3195014.16332933,5184059.476100647,6317980.546283827,5003335.268923849 
 03/03  18:00:00,3093625.103198942,5590292.674458228,6803634.057239277,6038602.441812003 
 03/03  19:00:00,6480325.888134027,6292207.40778663,7569303.2845705,8237036.1756068 
 03/03  20:00:00,7530181.129684297,6758481.573352988,8157746.390139757,9184917.326854734 
 03/03  21:00:00,8059958.7929298775,7120236.880487619,8596557.88976248,9767272.860437153 
 03/03  22:00:00,8398184.535990857,7336488.073907875,8858393.609491792,10129981.479424141 
 03/03  23:00:00,8642048.957548734,7496550.687952407,9039161.703692626,10373870.625187846 
 03/03  24:00:00,9064644.63370787,7811847.458835531,9414403.556469748,10842752.955372952 
 03/04  01:00:00,9669910.665764086,8293917.484528223,9984846.172665915,11525118.866437271 
 03/04  02:00:00,10096291.322611919,8632006.696763251,10382092.534402028,12000681.618954848 
 03/04  03:00:00,10204692.62646835,8693845.604804723,10465281.503767956,12125531.546839155 
 03/04  04:00:00,10159770.465243302,8634397.967469666,10397239.00365544,12066560.48273133 
 03/04  05:00:00,10237661.15979119,8686116.54964907,10457394.388458762,12147352.612889618 
 03/04  06:00:00,10523696.911856411,8916216.971284432,10732512.100095304,12475552.850749614 
 03/04  07:00:00,10742195.97172756,9093675.574453622,10942415.42099536,12723622.155275248 
 03/04  08:00:00,10911507.14655263,9235404.590859728,11106820.633906981,12917754.436939595 
 03/04  09:00:00,10819495.13755483,9201804.164339814,10796536.165754631,12635627.79390414 
 03/04  10:00:00,9756727.757284913,8356974.894342354,8683023.3373856,10311394.961447489 
 03/04  11:00:00,8327385.133605292,7191110.350784425,6668453.512100855,7986828.477940807 
 03/04  12:00:00,6879689.6289014565,6034598.216438276,5687009.813025684,6727253.433449242 
 03/04  13:00:00,5562485.5572914975,5107102.253935346,5370525.571554898,6076660.72095192 
 03/04  14:00:00,3873225.2219331423,4413311.8257248495,4909246.56247329,4569306.158699885 
 03/04  15:00:00,2469917.981062982,3896723.661579945,4456165.166500974,3194499.691474785 
 03/04  16:00:00,1087040.5020947077,3540740.6508629397,4311411.528691327,1958466.344594513 
 03/04  17:00:00,878679.184850259,3721639.3334422493,4606288.837364962,2592591.834236089 
 03/04  18:00:00,1887193.6443402038,4520363.904679271,5439161.216041474,4440457.687789106 
 03/04  19:00:00,5465991.532616962,5497563.431333512,6516837.439749962,6891321.446105247 
 03/04  20:00:00,6737583.925722069,6164498.060117852,7376175.086752843,8168341.733307979 
 03/04  21:00:00,7524717.992821042,6720399.219875511,8075740.371228433,9086219.372838758 
 03/04  22:00:00,8131093.778387272,7139700.561638589,8608127.321006777,9795203.99081808 
 03/04  23:00:00,8834634.759501727,7665688.639134836,9253659.302681934,10608326.560417585 
 03/04  24:00:00,9547647.287854109,8209368.232345413,9921014.562014185,11438644.814636678 
 03/05  01:00:00,10151364.71863425,8656967.855808398,10487807.83371007,12161625.55364152 
 03/05  02:00:00,10734913.584406247,9096977.417177293,11042644.496497333,12861080.728781616 
 03/05  03:00:00,11290851.648463076,9525360.853367876,11576486.863294322,13522996.223195879 
 03/05  04:00:00,11873174.563554551,9980259.307602936,12143127.113292014,14219239.747366346 
 03/05  05:00:00,12440103.348713152,10427373.468120502,12699178.358600544,14898519.631228082 
 03/05  06:00:00,12918022.150613964,10808897.88728846,13169092.188890588,15466832.600340966 
 03/05  07:00:00,13408000.690869039,11205132.682947733,13654618.611950573,16048618.074475799 
 03/05  08:00:00,13702938.203056777,11446073.606559997,13947333.356423363,16401082.592351027 
 03/05  09:00:00,13356541.525989255,11216282.032450898,13371140.718166126,15792773.530805666 
 03/05  10:00:00,11885069.297675941,10043482.137341654,10870376.354496386,13000795.006876852 
 03/05  11:00:00,10225203.130232824,8748133.43570917,8804902.19823511,10528753.970505495 
 03/05  12:00:00,8728105.132236741,7610943.257296073,7650847.953030213,9033781.610342368 
 03/05  13:00:00,7432498.159749825,6662595.183073056,7296926.879700433,8354749.918589786 
 03/05  14:00:00,5659231.7451224895,6119177.65899123,7004187.892481834,6767232.787280617 
 03/05  15:00:00,4089799.387321597,5788353.86716318,6794777.508179629,5231677.020340108 
 03/05  16:00:00,2705675.649554944,5573403.022176585,6716235.684481772,3955621.180051037 
 03/05  17:00:00,1935773.1856791445,5579765.487277261,6797943.9388967315,4179788.820532116 
 03/05  18:00:00,3042016.8098775176,6102713.094018309,7162992.294549406,5927797.111953689 
 03/05  19:00:00,6952805.212022161,7096108.865789155,8360651.62527335,8759695.427222768 
 03/05  20:00:00,8916726.013459193,8138294.399136271,9704043.502351495,10731839.433208017 
 03/05  21:00:00,10292206.824842054,9139611.24171413,10979318.114541704,12377113.144157693 
 03/05  22:00:00,11370441.85820258,9919238.124846263,11973361.0637482,13664953.10746692 
 03/05  23:00:00,12253851.035192847,10559467.822657356,12786948.874402609,14717645.458480164 
 03/05  24:00:00,12839431.677010389,10983015.769277882,13313383.51552631,15397483.342166778 
