Date/Time,BATIMENT0000000240879449_PART0_F0_DWELLING_0 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240879449_PART0_F0_DWELLING_1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240879449_PART0_F0_DWELLING_2 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240879449_PART0_F0_DWELLING_3 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240879449_PART0_F0_DWELLING_4 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly) 
 03/24  04:00:00,1174208.6399590902,842765.3856558005,853135.0332184045,862738.9506081836,1423513.8045797853 
 03/24  05:00:00,1341831.7802167411,936738.8716356582,943493.5860546586,954261.4774042988,1556285.898087006 
 03/24  06:00:00,1391715.9570008009,963528.9848700514,967732.7910599238,978866.9619114957,1574840.0891708806 
 03/24  07:00:00,1466140.4325943298,997719.5988856873,999375.9523251004,1011210.8390866898,1623259.6872686758 
 03/24  08:00:00,1517614.272664036,1023493.7526891491,1022852.9715310533,1035239.6883201213,1651308.581872524 
 03/24  09:00:00,1509068.949521513,1059581.0398569498,1057553.23882602,1069756.5763380707,1612300.0538783898 
 03/24  10:00:00,1272201.85875842,983776.9127467994,982063.9620276678,991538.9671587422,1285407.0766853397 
 03/24  11:00:00,1072202.9808207178,890643.8192298305,889173.9707655797,896922.3018473622,1059129.3372632624 
 03/24  12:00:00,602722.937462231,630677.2941944193,631120.1823806938,634871.1867051952,539833.3495319749 
 03/24  13:00:00,176193.92799763085,399954.0915498467,403206.2928956322,406020.39664465486,269851.33666091133 
 03/24  14:00:00,584889.3796148933,578747.7731778432,579202.1789630207,585260.3657719251,725172.8687831347 
 03/24  15:00:00,1320953.0689492156,848165.6316740611,842375.4811541653,852684.9817649228,1367791.6380640648 
 03/24  16:00:00,1342672.8192354413,844816.9042511333,837852.6467137436,848795.0662567201,1383303.9866648982 
 03/24  17:00:00,1373905.673008549,849433.5623322269,841432.6747106778,852947.5028984696,1408655.654020682 
 03/24  18:00:00,1403822.6507901214,859008.5724735445,850047.4987595675,862176.1324358758,1437825.4533831312 
 03/24  19:00:00,1547143.0631654495,973482.1961837551,963853.9610781159,976648.4257067052,1582437.0436170385 
 03/24  20:00:00,2203831.4897692977,1552417.0870924536,1542489.202404847,1555726.15245126,2223748.17607689 
 03/24  21:00:00,2576058.70676707,1826489.847984454,1815116.159704551,1829836.326181339,2593982.6170303207 
 03/24  22:00:00,2885119.8501654067,2062558.078507845,2050111.613634645,2065948.6049324553,2901307.52267469 
 03/24  23:00:00,2976812.7516482067,2124768.1481931354,2111567.254611114,2128034.12498271,2991541.5407278086 
 03/24  24:00:00,3237666.6523389365,2319430.8868635297,2305182.05775768,2322727.0529576926,3251175.5287586823 
 03/25  01:00:00,3496273.2047686325,2509247.28482031,2493987.4049429637,2512610.47206925,3509528.198892773 
 03/25  02:00:00,3683682.767170891,2642081.596509408,2625834.3674583477,2645461.7397017726,3696587.3760675658 
 03/25  03:00:00,3906405.5720596365,2808512.8686710857,2791390.870276198,2811971.1207216238,3918919.675220792 
 03/25  04:00:00,4121242.0665424797,2973106.233620465,2955223.8208515383,2976658.72042924,4133377.944780172 
 03/25  05:00:00,4208929.503590298,3045572.1347733676,3027251.9351403927,3049138.0731224134,4220486.6798282545 
 03/25  06:00:00,4221454.512053841,3056557.9864375778,3038019.016657283,3060072.654560082,4232472.334796735 
 03/25  07:00:00,4208367.749355253,3029426.3397262297,3010353.249604688,3032847.4073865246,4220361.141131432 
 03/25  08:00:00,3809002.188301368,2711797.5450771824,2692437.5021065846,2714588.8130648662,3819232.585361176 
 03/25  09:00:00,3079138.0535620023,2252126.02134887,2234266.5569180516,2252985.274030314,2998730.100174213 
 03/25  10:00:00,2505652.45183254,1936517.4070641734,1921757.0131737117,1934946.4386628107,2244033.2027032566 
 03/25  11:00:00,1826434.3208129373,1517879.9582552402,1506169.8898515408,1513514.0930728219,1454011.0437970664 
 03/25  12:00:00,1105976.3017694207,1032719.9977225567,1024290.7728441563,1028544.5788196336,832787.9891977238 
 03/25  13:00:00,834884.5342930553,971476.0386837722,967351.6804009224,972272.3791161934,864073.6969429975 
 03/25  14:00:00,356860.09350002604,894931.6472163441,899726.2720097594,903303.9692241047,727060.1539463913 
 03/25  15:00:00,52205.37446797316,673797.96354762,683361.6615759892,685466.4846102505,489719.04695189005 
 03/25  16:00:00,0.0,505977.14164450153,521786.1654073477,523313.86901838525,349160.6506060238 
 03/25  17:00:00,0.0,486029.5796006201,510470.4612722905,513534.5245022618,392103.4089208079 
 03/25  18:00:00,0.0,531311.8822169108,570304.8959007527,576673.6749295135,525606.1500115138 
 03/25  19:00:00,76877.06877068375,645812.3141857857,690786.9455306616,703376.1394138827,833800.1402180397 
 03/25  20:00:00,841209.7806433598,922936.4920509582,934070.6040322946,941864.3520435027,1294464.2652882987 
 03/25  21:00:00,1258141.4303055876,1158140.4583923682,1165557.157878068,1175263.6001798327,1650624.0449023843 
 03/25  22:00:00,1636786.0914044175,1371348.4023781207,1375193.127629192,1386736.8658332666,1975715.8528347497 
 03/25  23:00:00,1989491.8900031988,1573539.7041421055,1574102.1706611859,1587403.429646614,2281517.9096034155 
 03/25  24:00:00,2144522.1568917977,1645775.632228666,1644009.7926932517,1658302.663762912,2395944.3782558492 
 03/26  01:00:00,2301130.6480956348,1731833.1676408842,1727936.5053872524,1742918.4398740074,2512147.8459216147 
 03/26  02:00:00,2392289.7726342985,1763717.4223905217,1757897.2475830307,1773601.1132539096,2571649.6054902896 
 03/26  03:00:00,2457447.493112746,1780069.2637791592,1772580.362310065,1788868.1777511528,2609361.7284336835 
 03/26  04:00:00,2407594.784141906,1712011.0999859073,1703143.9306833046,1719732.5366138467,2536703.260781359 
 03/26  05:00:00,2246995.6810287074,1564527.5429345486,1554796.5717069074,1571269.048508532,2356354.418331266 
 03/26  06:00:00,2316816.2101603625,1610517.0399479049,1599977.6394625106,1616583.6659037336,2409653.164050482 
 03/26  07:00:00,2422372.0268258383,1680008.8902634336,1668576.433753664,1685587.7345564608,2502804.0203995453 
 03/26  08:00:00,2357851.1871410883,1612441.1725478135,1600138.2419110448,1617367.6101964614,2426520.537011665 
 03/26  09:00:00,2315949.661911802,1590321.0536084394,1577641.7241740224,1594808.2346711461,2375895.3645646963 
 03/26  10:00:00,2193637.190399023,1557072.9894598154,1544838.776372062,1561188.4176930408,2247375.9425023003 
 03/26  11:00:00,1836720.7758546714,1452359.1604029934,1442469.1214335314,1455603.1118590664,1836994.338519744 
 03/26  12:00:00,1276391.8847304655,1156994.6996794299,1150205.3945636875,1158511.1978369271,1197504.256971438 
 03/26  13:00:00,744315.1696336209,882084.9485292459,879051.4336681848,886870.6299650314,894331.2997856938 
 03/26  14:00:00,228784.17418215395,811498.4949630883,818124.6106234618,825434.1283105733,817052.4073692749 
 03/26  15:00:00,0.0,782894.0741949516,806520.717024459,813942.9257807665,830124.9762786102 
 03/26  16:00:00,0.0,733491.3137714259,793288.6852200052,802606.4876779203,939020.5854379404 
 03/26  17:00:00,0.0,641180.4103319442,722895.5929383639,736146.3838545445,882990.9544518368 
 03/26  18:00:00,0.0,698641.8598308021,794794.7433067537,811813.2244280042,1002835.5702893882 
 03/26  19:00:00,89170.77261117336,964308.4826073712,1039422.684002208,1059594.0583668496,1443160.0600672972 
 03/26  20:00:00,915312.4338122986,1332750.7159516797,1362783.872770386,1377397.1741800082,1992740.616845338 
 03/26  21:00:00,1625816.2436670687,1658801.1831861543,1679876.3278346295,1698643.058909296,2583655.300038358 
 03/26  22:00:00,1887690.005381975,1740023.4504923155,1755497.9628210284,1775164.1111149353,2712802.971300954 
 03/26  23:00:00,2120692.6735322545,1811838.979277817,1822207.4356018428,1842742.0258229766,2825892.2597661437 
 03/26  24:00:00,2453148.964054057,1964909.0592275155,1970255.1590041914,1992091.1436962606,3054274.7990274047 
 03/27  01:00:00,2751085.2934925947,2114196.351508142,2115322.4774977807,2138243.2634078874,3263008.0197654483 
 03/27  02:00:00,2938637.2401582636,2250114.4376169164,2248969.8746943763,2271554.453508022,3373230.301203803 
 03/27  03:00:00,2998533.651745802,2255107.3699147855,2251514.1617116993,2274101.2989561693,3366883.2055978416 
 03/27  04:00:00,3178169.264361611,2354982.706211417,2348762.132406011,2371610.882257535,3486818.510895962 
 03/27  05:00:00,3267352.584763636,2385151.7702980423,2376702.726565077,2399849.785340362,3528324.0945190117 
 03/27  06:00:00,3199000.160527523,2288947.939566709,2278664.72224075,2301878.276243854,3419990.471776964 
 03/27  07:00:00,3211105.299946396,2267266.2410164275,2255332.4271743875,2278682.7069113976,3397861.714467137 
 03/27  08:00:00,3264573.4279819448,2293454.9804330417,2280113.50669159,2303616.274042743,3423178.928297385 
 03/27  09:00:00,3265560.4705365957,2313776.564982636,2299538.5852020425,2322890.1263410915,3400831.919932658 
 03/27  10:00:00,3224474.4933761666,2344343.496953083,2329946.096966762,2352216.3323200746,3310802.6368885087 
 03/27  11:00:00,2927241.381097154,2250043.2971186545,2236494.947806246,2254621.537399076,2806542.033641241 
 03/27  12:00:00,2581807.5409616497,2060016.0085626636,2047242.04457121,2062638.6709673814,2399147.645516591 
 03/27  13:00:00,2228386.1245282684,1955701.5908870916,1945923.6681507248,1962876.6205026302,2420073.9829270807 
 03/27  14:00:00,1602452.2719027186,1924836.5644544114,1924767.253585029,1942479.2205135776,2438156.105828873 
 03/27  15:00:00,1073286.3910325717,1884638.851115656,1895475.4892873964,1913207.9692259035,2426874.5682761255 
 03/27  16:00:00,806414.0152497133,1836491.5395909217,1853292.923177642,1870720.904611553,2395400.3078702833 
 03/27  17:00:00,900620.3023918873,1955646.332094099,1974734.7442190237,1995234.459538761,2594796.867417231 
 03/27  18:00:00,683245.6331001434,2156347.6214540303,2186886.9308780623,2212976.451828341,2953919.0163745964 
 03/27  19:00:00,1462883.5641112397,2343773.8323942632,2377143.239493682,2411398.8564670347,3349559.4683936224 
 03/27  20:00:00,3222919.1760522146,2662896.860955265,2663214.522762208,2686213.8354605013,3776248.1234612903 
 03/27  21:00:00,3646472.5361865074,2928621.217333829,2925859.59053059,2949658.5103662442,4115519.572500214 
 03/27  22:00:00,4079825.7316637803,3209248.7728063073,3203454.54005552,3228127.5453194296,4474759.643460327 
 03/27  23:00:00,4523295.254550788,3488741.508915936,3479816.269019332,3505753.367517122,4856820.79021275 
 03/27  24:00:00,4888919.942218316,3701395.3288295968,3689469.4219030514,3716762.5896128067,5171690.767726279 
 03/28  01:00:00,5266519.654249279,3951658.9138460853,3937206.753760027,3965632.8551034294,5504953.4243745925 
 03/28  02:00:00,5620517.320429391,4198224.618627954,4181718.9508295907,4211057.608587513,5821800.847634746 
 03/28  03:00:00,5963484.732107721,4422958.269812595,4404263.0629045935,4434794.246382021,6134593.962653279 
 03/28  04:00:00,6265594.798591265,4621441.507709808,4600765.8222061545,4632439.611756789,6412028.349386746 
 03/28  05:00:00,6456282.424876912,4743182.632987578,4720956.051672377,4753406.862179603,6581672.40553296 
 03/28  06:00:00,6653225.737046286,4871256.80372391,4847576.880091168,4880823.69320575,6761114.984603645 
 03/28  07:00:00,6646812.918392539,4831029.677273966,4805981.564532699,4839874.710397845,6742063.274196013 
 03/28  08:00:00,6322326.814607367,4591579.496830606,4562843.8283187505,4595037.002021166,6288860.3016693415 
 03/28  09:00:00,5333143.981805807,3970038.083266878,3940818.026239344,3961819.824874053,4612558.077721288 
 03/28  10:00:00,4374169.72303196,3342985.942767253,3320644.341381526,3328253.3276339583,3040079.662514505 
 03/28  11:00:00,3773584.6993787372,2965922.2800424714,2945622.029743363,2946694.5101317232,2361916.6427874877 
 03/28  12:00:00,3093104.575825929,2520245.925984391,2503441.5602454096,2506564.455241089,2150996.4417951545 
 03/28  13:00:00,1942961.6035206509,1927813.4288510866,1919725.682992649,1928426.1286331946,2002227.4033533423 
 03/28  14:00:00,788515.128068496,1673590.6730454168,1682778.5586523486,1691219.8975551291,1741136.299736241 
 03/28  15:00:00,27313.224077292398,1497713.8412315785,1530128.6732743913,1538553.9249857666,1648549.6076760404 
 03/28  16:00:00,0.0,1212871.6379905546,1280784.506474732,1289770.1536117943,1416206.5250521603 
 03/28  17:00:00,0.0,1123487.0676943583,1216746.5624496688,1231678.124393934,1416372.7515048354 
 03/28  18:00:00,0.0,1245011.8283394277,1355811.4497511396,1376956.3721571118,1618670.5773931076 
 03/28  19:00:00,91950.93223106778,1340717.081534921,1439994.5213705024,1467019.5140972885,1860161.2187229134 
 03/28  20:00:00,1191537.1551886445,1755109.9491454007,1790669.0587406694,1806425.8608746564,2469141.2022321383 
 03/28  21:00:00,1831745.7472678209,2099300.320543736,2127544.2107341825,2145089.8115726183,2953736.498005136 
 03/28  22:00:00,2035585.7177490445,2115832.1097699665,2138155.460956003,2156210.8602700373,2998434.1766772447 
 03/28  23:00:00,2020851.1645913972,1978018.329687017,1995331.070269729,2013197.6112172566,2834203.8184971977 
 03/28  24:00:00,1987685.9976521863,1842155.1990207448,1855065.6956361346,1872671.9983573265,2670290.322375741 
 03/29  01:00:00,2010099.4531166242,1763319.9407243996,1772310.5795996846,1789864.3767346845,2583875.5552284303 
 03/29  02:00:00,2125978.8048293116,1774855.5150014944,1780320.1391707559,1798099.0534478335,2610467.7813806063 
 03/29  03:00:00,2276489.9509137566,1825358.5041225154,1827621.055569584,1845769.5179128405,2686295.13041104 
 03/29  04:00:00,2427576.6374816266,1885519.4903268612,1884899.4448348447,1903480.235273152,2774527.685148851 
 03/29  05:00:00,2558674.368414437,1937121.0025617324,1933934.039915366,1952897.4595851225,2848021.2036836846 
 03/29  06:00:00,2688539.604017578,1994066.4645251762,1988576.368787039,2007951.1783448344,2930855.3803782696 
 03/29  07:00:00,2777078.4925473128,2027768.2253626424,2020360.378592164,2040121.0331555388,2983086.287387644 
 03/29  08:00:00,2781516.046541592,2028222.928890237,2019320.929970478,2039139.4000828373,2958172.697110539 
 03/29  09:00:00,2452894.6449841,1865824.5011026887,1857081.2803929234,1874471.9767278417,2546368.7747396845 
 03/29  10:00:00,1848587.8680149969,1492605.1627336817,1485284.7431833125,1494834.6824122174,1584097.240288373 
 03/29  11:00:00,1135780.4202276522,1001387.0945354026,995586.6355914773,995305.3582544785,567997.4132488543 
 03/29  12:00:00,404632.6585700812,490299.3535089091,487747.18979683827,485325.52355527406,81180.530046274 
 03/29  13:00:00,0.0,46293.79414578907,47122.17995216852,45658.09053470839,0.0 
 03/29  14:00:00,0.0,0.0,0.0,0.0,0.0 
 03/29  15:00:00,0.0,0.0,0.0,0.0,0.0 
 03/29  16:00:00,0.0,0.0,0.0,0.0,0.0 
 03/29  17:00:00,0.0,0.0,0.0,0.0,0.0 
 03/29  18:00:00,0.0,0.0,0.0,0.0,0.0 
 03/29  19:00:00,0.0,0.0,0.0,0.0,0.0 
 03/29  20:00:00,0.0,0.0,0.0,0.0,0.0 
 03/29  21:00:00,0.0,0.0,0.0,0.0,0.0 
 03/29  22:00:00,0.0,0.0,0.0,0.0,18427.761318448756 
 03/29  23:00:00,0.0,0.0,3171.492185150055,6668.988467892632,156833.705045627 
 03/29  24:00:00,0.0,0.0,38355.061364806534,47544.94274525605,236730.46905961967 
 03/30  01:00:00,0.0,0.0,77031.63712146744,86388.78640772018,302686.34631286404 
 03/30  02:00:00,0.0,68664.23047110948,203553.81819153775,212724.3204478564,481692.8191304455 
 03/30  03:00:00,1668.8150696081723,367167.38183514855,483354.41724428395,493394.0867204572,850480.5194375934 
 03/30  04:00:00,136780.78813744106,545281.8331431845,641414.2221172588,652175.5908172709,1066389.3980555276 
 03/30  05:00:00,233190.21575196093,538728.9944694771,620523.915647421,631685.3399058182,1063899.4065370401 
 03/30  06:00:00,379350.80055215047,574221.1713544683,643184.9939087325,654812.7870652366,1112721.294126541 
 03/30  07:00:00,559542.1527513252,639870.1800117329,697650.7853414115,709817.3035516496,1199055.7438259646 
 03/30  08:00:00,691241.4261344048,692424.797452557,740565.901530303,753081.4534197759,1243652.2099004055 
 03/30  09:00:00,706228.3653244051,738563.617412818,778977.8030283424,788327.5337218258,1016403.2368947952 
 03/30  10:00:00,541624.2427456623,653858.0262954977,688077.3343400059,684300.9963078243,191802.85051265673 
 03/30  11:00:00,178706.22789239098,368093.33814625174,397498.8040682962,381918.1989494402,0.0 
 03/30  12:00:00,0.0,98579.2642501794,129088.07206396961,112757.7058709634,0.0 
 03/30  13:00:00,0.0,1253.7007482758784,14928.161911592542,7502.766272631197,0.0 
 03/30  14:00:00,0.0,0.0,0.0,0.0,0.0 
 03/30  15:00:00,0.0,0.0,0.0,0.0,0.0 
 03/30  16:00:00,0.0,0.0,0.0,0.0,0.0 
 03/30  17:00:00,0.0,0.0,0.0,0.0,0.0 
 03/30  18:00:00,0.0,0.0,0.0,0.0,0.0 
 03/30  19:00:00,0.0,0.0,22313.742669009298,18268.44505723493,0.0 
 03/30  20:00:00,0.0,256730.23184060186,389086.0369565973,372012.75381868694,208369.92294114974 
 03/30  21:00:00,0.0,392819.58841026097,500903.80063968885,488934.7813177897,465136.289177118 
 03/30  22:00:00,0.0,424515.0320478639,517041.91028665414,508739.1255317438,588072.3449247992 
 03/30  23:00:00,7462.468156648903,519883.8610562427,596200.8921416295,590771.3439114575,751025.6987730394 
 03/30  24:00:00,306793.4016239862,722060.5911036234,786115.3067777595,783168.0967585482,1019791.030480887 
 03/31  01:00:00,633726.2742255033,922263.1071368118,976990.1389150708,976191.3193380585,1280363.9215393863 
 03/31  02:00:00,660733.0953599616,846392.7242378865,891984.204289598,892980.6092813106,1224057.86674907 
 03/31  03:00:00,562944.921308219,673562.4972951999,711266.4741884463,713605.7990872844,1046332.6590714084 
 03/31  04:00:00,550915.9326549842,593138.2522431891,624414.5122305418,627788.8048824642,965090.2399842399 
 03/31  05:00:00,793245.7435869743,735733.4174302539,761114.7502256612,765815.2854944206,1148836.1009681826 
 03/31  06:00:00,1049265.793119967,899154.1585619019,919726.2543173523,925656.4331242023,1357277.6766235004 
 03/31  07:00:00,1160493.929356583,941505.4094866388,957645.126967795,964627.5895825013,1424119.1894947882 
 03/31  08:00:00,1167530.7990157944,920496.2475781577,932707.8521830121,940495.7190350427,1391577.7253695414 
 03/31  09:00:00,961081.0486837754,810156.2800902221,819869.3435497803,826376.2201207083,1096688.7225110813 
 03/31  10:00:00,742782.3989982989,720283.9194287178,729193.6190063433,730825.1591824538,641707.3652691524 
 03/31  11:00:00,425154.7968568182,541544.3079080193,550164.1272325101,545920.5342464222,156522.92156195545 
 03/31  12:00:00,87795.33147076727,300371.3321350668,308903.7706461277,301607.75913349213,0.0 
 03/31  13:00:00,0.0,192256.99135102297,205193.17893569532,199616.75322652227,0.0 
 03/31  14:00:00,0.0,69541.12104112319,98718.36537695272,91101.33638823354,0.0 
 03/31  15:00:00,0.0,101116.46034042278,148779.9799108212,141858.5997249931,0.0 
 03/31  16:00:00,0.0,73862.57297210868,156994.68717523705,155195.28721384305,11564.417737261467 
 03/31  17:00:00,0.0,197639.10489680024,306559.88912868523,311097.7511778114,254683.31300622088 
 03/31  18:00:00,0.0,452835.3094810951,583547.8324073853,595166.7105206089,644765.8088665118 
 03/31  19:00:00,0.0,561686.2738639363,681395.7781249731,698703.3145363901,910798.4659941458 
 03/31  20:00:00,172377.08954682385,965364.3852268883,1021213.7416002124,1030189.662742769,1453771.7152535378 
 03/31  21:00:00,766690.7661161178,1343728.6712556877,1388406.6667350589,1399100.4296789696,1944692.2188712046 
 03/31  22:00:00,1192831.1118077855,1581570.4698859015,1618860.1304049501,1630875.7047074242,2255247.396151954 
 03/31  23:00:00,1575338.8443063183,1769946.7287607698,1800278.4993999314,1813545.6785630898,2507158.997116182 
 03/31  24:00:00,1831703.8115107827,1845077.0047056335,1869043.727984381,1883468.4805695533,2637441.9830737095 
 04/01  01:00:00,2118425.249945918,1971954.41508179,1990243.3573660413,2005634.749995525,2806729.604115544 
 04/01  02:00:00,2445874.3578851386,2160620.549701882,2174279.4289781563,2190407.540905407,3031505.3385599395 
 04/01  03:00:00,2640602.3913629903,2235700.9871310205,2245093.1843898003,2261935.8932864354,3137492.9963761102 
 04/01  04:00:00,2674430.4765441,2167431.059313174,2172625.197333976,2190217.4546614517,3093558.1704401174 
 04/01  05:00:00,2738665.4567719456,2137489.698897914,2138956.119920299,2157350.284432617,3092323.4239893495 
 04/01  06:00:00,2737306.971394719,2081248.3381095405,2079728.9163261356,2098518.67408667,3034514.4905672166 
 04/01  07:00:00,2964631.0870628473,2224493.0725761205,2220298.372074008,2239705.3862396767,3213839.4044523523 
 04/01  08:00:00,3158069.824086219,2388176.7329802453,2382119.810268582,2401913.794504831,3373199.284768398 
 04/01  09:00:00,2839352.229077097,2257266.0402856884,2251287.2274627667,2268864.7534326613,2992555.8417320848 
 04/01  10:00:00,2376179.075208919,2013755.8383521126,2008917.719584248,2021806.8838298577,2348785.6132910247 
 04/01  11:00:00,1864693.298576265,1706940.753313952,1703547.576568695,1712526.9222536406,1771117.3741417006 
 04/01  12:00:00,1451545.862985875,1451240.3300863463,1449465.2089775486,1456702.4035649206,1435597.786836919 
 04/01  13:00:00,1090136.7887687676,1218558.774851475,1218558.3089882315,1225306.5613157444,1208184.4022000802 
 04/01  14:00:00,843771.8742062637,1114967.9227272482,1117383.1879189003,1123395.9517158282,1091711.0090136062 
 04/01  15:00:00,778553.3304497472,1150603.8774454908,1154698.3298769027,1161415.8763588243,1198563.5909111444 
 04/01  16:00:00,1081994.7406399713,1259817.4524613551,1263871.7610168967,1273677.3603341952,1629968.447063487 
 04/01  17:00:00,1008905.6065708948,1271360.7429560442,1277144.2586542647,1288205.5877126572,1668344.8860528814 
 04/01  18:00:00,818479.9233453367,1303371.9527989451,1313781.0772044933,1326854.1420428366,1678921.2166507617 
 04/01  19:00:00,877079.657981877,1504426.7829752376,1527826.9569232753,1550016.9022047208,2067122.5690284127 
 04/01  20:00:00,2438960.8289649813,1925747.6194604607,1923358.7185216323,1938773.2752879257,2698606.053829563 
 04/01  21:00:00,2711347.3324007783,2068932.9920437126,2063826.1150179722,2080716.8673744446,2935786.4937081975 
 04/01  22:00:00,2742557.670283367,2034432.4083310235,2027205.5170177124,2044902.2281741514,2933969.4645088585 
 04/01  23:00:00,2796255.9145216243,2036393.7332827277,2027500.9467767244,2045758.7391883724,2959135.738544446 
 04/01  24:00:00,3051543.7920547826,2206203.534899564,2195402.732771677,2214642.3775289115,3188456.844326967 
 04/02  01:00:00,3301267.4281890867,2375129.3624191494,2362750.056929543,2382931.2073228834,3418654.2248219647 
 04/02  02:00:00,3506974.753162661,2518086.1132792016,2504273.75040651,2525267.083012611,3606570.9315218464 
 04/02  03:00:00,3698922.4993381193,2655861.4298028294,2640916.1882978803,2662554.234888795,3784012.0535747088 
 04/02  04:00:00,3772232.089055813,2690381.095897999,2674346.3620939357,2696567.768280392,3846285.5663279765 
 04/02  05:00:00,3688423.365192159,2606484.3739378103,2589570.8139706613,2612053.4668833585,3752424.2048373143 
 04/02  06:00:00,3507002.0275044935,2449883.4394209273,2432510.278996229,2454847.8907170147,3562765.546582497 
 04/02  07:00:00,3489478.7310324847,2430349.6275934824,2412547.957779857,2434939.106211252,3538136.3707286557 
 04/02  08:00:00,3400232.064865371,2370064.0428348267,2352073.310792705,2374295.913857967,3444525.738505262 
 04/02  09:00:00,3160881.858021845,2217976.797448073,2200308.548564356,2221867.351394903,3204111.170230601 
 04/02  10:00:00,2898313.455812002,2082436.5873429687,2065699.0886644062,2086070.5665709362,2940519.186104488 
 04/02  11:00:00,2651075.865130106,1950839.7351680417,1935188.8465728927,1954177.7226892924,2686206.4346152665 
 04/02  12:00:00,2465686.359446007,1878563.6820354084,1864042.9678820362,1881779.991228561,2501841.7251705667 
 04/02  13:00:00,2095949.0113039892,1732464.84488331,1720537.359089796,1735918.9319481119,2157992.339898344 
 04/02  14:00:00,2027552.5060736449,1729755.8698392832,1719241.8370999878,1733753.9688594593,2131642.600573985 
 04/02  15:00:00,1938708.1331853727,1707593.460121699,1698695.1989096473,1712450.785146861,2096220.85055064 
 04/02  16:00:00,1945173.0739957984,1645325.9210706057,1636152.3803902748,1650001.2624294225,2093832.7487528878 
 04/02  17:00:00,1929134.6769459378,1662073.642403188,1653744.4224745794,1667999.7104682582,2151612.4314334034 
 04/02  18:00:00,2261963.766179526,1752855.230993175,1742308.3616629653,1757772.7068734714,2394873.836780096 
 04/02  19:00:00,2446284.6399065265,1799669.3429330229,1788087.940757054,1805221.7199632793,2565532.6140067307 
 04/02  20:00:00,2737411.9314466557,1903377.222521374,1888953.7645912978,1906948.9823383694,2789380.9737576526 
 04/02  21:00:00,2856877.8217260027,1971602.4728273298,1956218.3204584203,1975018.8087592758,2902973.34972379 
 04/02  22:00:00,2962986.7741170614,2033462.235672631,2017219.0680122594,2036751.0520969832,3004244.214318869 
 04/02  23:00:00,3040055.1117802653,2077269.8248102544,2060330.474312386,2080448.0369607806,3077374.4944558553 
 04/02  24:00:00,3087886.0287874155,2103135.396072518,2085623.2660215462,2106197.6557344766,3121621.979960909 
 04/03  01:00:00,3129499.6432595216,2125716.6105842134,2107711.9903517184,2128675.701278061,3160260.1323092687 
 04/03  02:00:00,3172315.9308978426,2149005.1690686387,2130513.996822798,2151879.0764554697,3200737.621208347 
 04/03  03:00:00,3199331.7950096526,2162410.8700022576,2143528.895070132,2165210.9527509795,3225902.9606854776 
 04/03  04:00:00,3220020.5056867274,2171638.4668456577,2152455.9753147606,2174376.1720773634,3245104.090195657 
 04/03  05:00:00,3223001.1462520645,2169134.44466906,2149605.6675603455,2171787.3923424836,3246465.561107317 
 04/03  06:00:00,3213654.8650593557,2160293.660317832,2140631.4907849887,2162883.295788733,3235893.4479895746 
 04/03  07:00:00,3233543.9331590994,2173414.507957671,2153549.4290300766,2175966.969376904,3254817.62961205 
 04/03  08:00:00,3237438.3668729365,2186799.4796657525,2166767.2441957346,2189334.6709914296,3258500.101222346 
 04/03  09:00:00,3111269.4591533993,2143324.4107102067,2123796.0285567185,2145818.063881184,3130834.525991876 
 04/03  10:00:00,2880559.285300324,2076379.1825717445,2058313.2644383162,2078350.0527331633,2854609.7094054376 
 04/03  11:00:00,2480734.497087836,1876485.7576840178,1860175.8327430012,1876192.9581576637,2306247.1339205084 
 04/03  12:00:00,2044693.6819151756,1623874.8151591108,1609787.7074361981,1623861.339053996,1929142.9084874254 
 04/03  13:00:00,1689724.108484179,1459165.497946728,1447868.2015643565,1461513.4804990524,1754959.550803815 
 04/03  14:00:00,1107180.4820655559,1303193.9687633296,1299306.561384974,1312230.6499148791,1557339.5142125161 
 04/03  15:00:00,530605.148083506,1236302.060758999,1243613.8291384545,1257077.3919566215,1541100.568930956 
 04/03  16:00:00,12612.77274497188,1290812.0385567346,1317712.8838672703,1332767.655285055,1763264.1281033468 
 04/03  17:00:00,0.0,1498165.966045938,1550851.3132062638,1571836.8626949359,2115920.682687336 
 04/03  18:00:00,0.0,1730847.447476575,1801450.3929787143,1828012.225907187,2411053.190819387 
 04/03  19:00:00,693533.3492558815,1937002.378919175,1992995.5612738084,2024040.1033579889,2744385.065165783 
 04/03  20:00:00,2463895.625394825,2330273.5674061207,2343399.470295337,2364594.576921301,3335051.816433063 
 04/03  21:00:00,2891615.485305269,2544790.8141399515,2553134.096934925,2575323.047060512,3635994.236179604 
 04/03  22:00:00,3213011.867987155,2693270.2192879594,2697343.8842048645,2720297.0997943105,3845281.7835014183 
