osm_id,crs_utm,building_tag,function_tag,levels,height_m,year_built,postcode,underground,roof_shape,roof_height_m,footprint_area_m2,perimeter_m,surplus_tags,provenance_levels,provenance_height_m,provenance_year_built,provenance_building_tag,provenance_function_tag,provenance_postcode,provenance_geometry,data_quality_flag,source_fixture
29660091,EPSG:32619,yes,,,,,02110,0,,,2893.933799665695,331.3803170595072,"{""addr:state"": ""MA"", ""building"": ""yes"", ""ele"": ""0"", ""gnis:feature_id"": ""600099"", ""name"": ""New England Aquarium"", ""source"": ""USGS Geonames"", ""wikidata"": ""Q2859185"", ""tourism"": ""aquarium"", ""addr:housenumber"": ""1"", ""addr:street"": ""Central Wharf"", ""addr:city"": ""Boston"", ""website"": ""https://www.neaq.org/"", ""addr:postcode"": ""02110"", ""nodes"": ""[326392142, 326392123, 326392124, 1132356902, 326392125, 326392127, 326392128, 326392130, 2481136247, 2481136250, 2481136254, 2481136262, 1132356901, 326392131, 326392132, 2481136268, 326392133, 2481136269, 2481136271, 2481136260, 2481136258, 2481136249, 2481136242, 326392142]"", ""building:material"": ""concrete"", ""fixme"": ""height estimated"", ""wikipedia"": ""en:New England Aquarium"", ""building:colour"": ""#EEEECC"", ""note"": ""Level are in each section of the campus, not a single entity."", ""opening_hours"": ""Mo-Fr 09:00-18:00; Sa,Su 09:00-18:00""}",OSM_MISSING,OSM_MISSING,OSM_MISSING,OSM_GENERIC,OSM_MISSING,OSM_OBSERVED,OSM_OBSERVED,"generic_tag,no_floors,no_function,no_height,no_year",boston_downtown_500m
29660099,EPSG:32619,yes,,5.0,,,02210,0,,,2022.7257168909396,276.1760713303517,"{""addr:state"": ""MA"", ""building"": ""yes"", ""ele"": ""4"", ""gnis:feature_id"": ""600096"", ""name"": ""Boston Children's Museum"", ""source"": ""USGS Geonames"", ""wikidata"": ""Q901463"", ""wheelchair"": ""yes"", ""tourism"": ""museum"", ""addr:housenumber"": ""308"", ""addr:street"": ""Congress Street"", ""addr:city"": ""Boston"", ""website"": ""https://www.bostonchildrensmuseum.org/"", ""addr:postcode"": ""02210"", ""nodes"": ""[326392225, 326392227, 8988057939, 8988057940, 326392229, 8988076265, 326392231, 8038358167, 326392232, 326392234, 326392235, 326392225]"", ""building:levels"": ""5"", ""building:material"": ""brick"", ""wikipedia"": ""en:Boston Children's Museum"", ""contact:twitter"": ""https://twitter.com/BosChildMuseum/"", ""fee"": ""yes"", ""opening_hours"": ""We-Su 09:00-16:00 | Sa[1] 10:00-16:00"", ""contact:facebook"": ""https://www.facebook.com/BostonChildrensMuseum"", ""check_date"": ""2025-02-02"", ""air_conditioning"": ""yes"", ""brand:facebook"": ""https://www.facebook.com/BostonChildrensMuseum"", ""contact:linkedin"": ""https://www.linkedin.com/company/boston-children's-museum/"", ""contact:youtube"": ""https://www.youtube.com/@BostonChildrenMuseum"", ""facebook"": ""https://www.facebook.com/BostonChildrensMuseum"", ""instagram"": ""https://www.instagram.com/bostonchildrensmuseum/"", ""museum"": ""children"", ""twitter"": ""https://twitter.com/BosChildMuseum/""}",OSM_OBSERVED,OSM_MISSING,OSM_MISSING,OSM_GENERIC,OSM_MISSING,OSM_OBSERVED,OSM_OBSERVED,"generic_tag,no_function,no_height,no_year",boston_downtown_500m
29717367,EPSG:32619,yes,,,19.0,,,0,flat,,1187.6542688696409,165.73366613067267,"{""addr:state"": ""MA"", ""building"": ""yes"", ""name"": ""The Conrad"", ""addr:housenumber"": ""25"", ""addr:street"": ""Winter Street"", ""addr:city"": ""Boston"", ""nodes"": ""[4106650575, 7623576768, 4106650579, 327184671, 4106650578, 326328107, 326328106, 4106650566, 4106650571, 327071744, 327079391, 327088312, 327095084, 4106650574, 4106650568, 4106650573, 4106650575]"", ""height"": ""19"", ""roof:material"": ""concrete"", ""roof:shape"": ""flat"", ""height_raw"": ""19""}",OSM_MISSING,OSM_OBSERVED,OSM_MISSING,OSM_GENERIC,OSM_MISSING,OSM_MISSING,OSM_OBSERVED,"generic_tag,no_floors,no_function,no_year",boston_downtown_500m
29743242,EPSG:32619,yes,,6.0,21.5,,02111,0,,,308.9893684197459,70.20895925199423,"{""addr:state"": ""MA"", ""building"": ""yes"", ""source"": ""esri/Boston_MA_Addresses"", ""addr:housenumber"": ""70;72"", ""addr:street"": ""Beach Street"", ""addr:city"": ""Boston"", ""addr:postcode"": ""02111"", ""nodes"": ""[4078278470, 327052553, 327218220, 4078278460, 9397667786, 4078278469, 4078278470]"", ""building:levels"": ""6"", ""height"": ""21.5"", ""height_raw"": ""21.5""}",OSM_OBSERVED,OSM_OBSERVED,OSM_MISSING,OSM_GENERIC,OSM_MISSING,OSM_OBSERVED,OSM_OBSERVED,"generic_tag,no_function,no_year",boston_downtown_500m
29743533,EPSG:32619,yes,,6.0,,,02111,0,,,266.73290040488007,90.75208168892529,"{""addr:state"": ""MA"", ""building"": ""yes"", ""source"": ""esri/Boston_MA_Addresses"", ""addr:housenumber"": ""19,21"", ""addr:street"": ""Kingston Street"", ""addr:city"": ""Boston"", ""addr:postcode"": ""02111"", ""nodes"": ""[4077268814, 4077268817, 4077268820, 326656093, 327053008, 4077268807, 4077268814]"", ""building:levels"": ""6""}",OSM_OBSERVED,OSM_MISSING,OSM_MISSING,OSM_GENERIC,OSM_MISSING,OSM_OBSERVED,OSM_OBSERVED,"generic_tag,no_function,no_height,no_year",boston_downtown_500m
29744035,EPSG:32619,yes,,8.0,,,,0,flat,,1322.2165630767431,154.83522636173728,"{""building"": ""yes"", ""name"": ""Essex Building"", ""nodes"": ""[2495076975, 326655452, 327215633, 11901414090, 327206827, 327192379, 327066241, 2495076975]"", ""building:levels"": ""8"", ""roof:material"": ""concrete"", ""roof:shape"": ""flat"", ""alt_name"": ""Lincoln Plaza""}",OSM_OBSERVED,OSM_MISSING,OSM_MISSING,OSM_GENERIC,OSM_MISSING,OSM_MISSING,OSM_OBSERVED,"generic_tag,no_function,no_height,no_year",boston_downtown_500m
29762310,EPSG:32619,yes,,6.0,,,02210,0,,,1058.0396119438208,173.1540091163066,"{""addr:state"": ""MA"", ""building"": ""yes"", ""name"": ""303 Congress Street"", ""source"": ""esri/Boston_MA_Addresses"", ""addr:housenumber"": ""303"", ""addr:street"": ""Congress Street"", ""addr:city"": ""Boston"", ""addr:postcode"": ""02210"", ""nodes"": ""[9258049595, 327835376, 11454787093, 327835377, 7892803963, 7892803962, 7892803961, 7892803960, 327835378, 327835380, 327835381, 7892803958, 11454787094, 9258049595]"", ""building:levels"": ""6""}",OSM_OBSERVED,OSM_MISSING,OSM_MISSING,OSM_GENERIC,OSM_MISSING,OSM_OBSERVED,OSM_OBSERVED,"generic_tag,no_function,no_height,no_year",boston_downtown_500m
29806101,EPSG:32619,yes,,12.0,22.0,,02111,0,,,3398.1799866939987,293.4385007867719,"{""addr:state"": ""MA"", ""building"": ""yes"", ""name"": ""Archstone Boston Common"", ""source"": ""esri/Boston_MA_Addresses"", ""addr:housenumber"": ""660"", ""addr:street"": ""Washington Street"", ""addr:city"": ""Boston"", ""addr:postcode"": ""02111"", ""nodes"": ""[328458891, 11887432771, 11887432770, 11887432769, 11887423268, 11887423267, 328411227, 9278669685, 328310752, 3965464270, 328327465, 328448354, 328380715, 11887423259, 328392710, 328402843, 328300567, 328715370, 11887423264, 11887423265, 11887423266, 328458891]"", ""building:levels"": ""12"", ""height"": ""22"", ""height_raw"": ""22""}",OSM_OBSERVED,OSM_OBSERVED,OSM_MISSING,OSM_GENERIC,OSM_MISSING,OSM_OBSERVED,OSM_OBSERVED,"generic_tag,no_function,no_year",boston_downtown_500m
29809798,EPSG:32619,yes,,6.0,,,02111,0,flat,,1264.9130389260647,141.86334940191682,"{""addr:state"": ""MA"", ""building"": ""yes"", ""name"": ""The Assurance Building"", ""source"": ""esri/Boston_MA_Addresses"", ""addr:housenumber"": ""711"", ""addr:street"": ""Atlantic Avenue"", ""addr:city"": ""Boston"", ""addr:postcode"": ""02111"", ""nodes"": ""[328338596, 328387266, 328399149, 11887592449, 328410306, 328338596]"", ""building:levels"": ""6"", ""roof:material"": ""concrete"", ""roof:shape"": ""flat""}",OSM_OBSERVED,OSM_MISSING,OSM_MISSING,OSM_GENERIC,OSM_MISSING,OSM_OBSERVED,OSM_OBSERVED,"generic_tag,no_function,no_height,no_year",boston_downtown_500m
29810305,EPSG:32619,yes,,6.0,,,02111,0,,,418.2911172939451,88.57709124525128,"{""addr:state"": ""MA"", ""building"": ""yes"", ""source"": ""esri/Boston_MA_Addresses"", ""addr:housenumber"": ""25,27,29"", ""addr:street"": ""Beach Street"", ""addr:city"": ""Boston"", ""addr:postcode"": ""02111"", ""nodes"": ""[328458829, 4078278453, 4078278454, 328290658, 4078278465, 4078278466, 328441502, 4078278443, 328458829]"", ""building:levels"": ""6""}",OSM_OBSERVED,OSM_MISSING,OSM_MISSING,OSM_GENERIC,OSM_MISSING,OSM_OBSERVED,OSM_OBSERVED,"generic_tag,no_function,no_height,no_year",boston_downtown_500m
29833433,EPSG:32619,yes,,41.0,,,02110,0,flat,,938.259934169747,129.24378152453377,"{""addr:state"": ""MA"", ""building"": ""yes"", ""source"": ""esri/Boston_MA_Addresses"", ""addr:housenumber"": ""65"", ""addr:street"": ""East India Row"", ""addr:city"": ""Boston"", ""addr:postcode"": ""02110"", ""nodes"": ""[328765166, 7644704159, 328765168, 328765170, 328765171, 328765172, 328765174, 328765175, 328765177, 328765179, 7644704157, 328765181, 328765183, 328765185, 328765166]"", ""building:levels"": ""41"", ""building:colour"": ""#EEEECC"", ""roof:material"": ""concrete"", ""roof:shape"": ""flat""}",OSM_OBSERVED,OSM_MISSING,OSM_MISSING,OSM_GENERIC,OSM_MISSING,OSM_OBSERVED,OSM_OBSERVED,"generic_tag,no_function,no_height,no_year",boston_downtown_500m
29833435,EPSG:32619,yes,,8.0,27.432,,02110,0,,,1639.3258732913341,167.0274694190589,"{""description"": ""U.S. Coast Guard - First District Command"", ""addr:state"": ""MA"", ""building"": ""yes"", ""name"": ""Captain John Foster Williams Coast Guard Building"", ""addr:housenumber"": ""408"", ""addr:street"": ""Atlantic Avenue"", ""addr:city"": ""Boston"", ""addr:postcode"": ""02110"", ""nodes"": ""[2481750182, 328765208, 328765210, 328765212, 328765193, 8123075470, 8123075469, 328765195, 2481750182]"", ""building:levels"": ""8"", ""height"": ""27.432"", ""military"": ""office"", ""height_raw"": ""27.432""}",OSM_OBSERVED,OSM_OBSERVED,OSM_MISSING,OSM_GENERIC,OSM_MISSING,OSM_OBSERVED,OSM_OBSERVED,"generic_tag,no_function,no_year",boston_downtown_500m
29847892,EPSG:32619,yes,,41.0,,,02110,0,flat,,944.310219422738,130.41369254031846,"{""addr:state"": ""MA"", ""building"": ""yes"", ""source"": ""esri/Boston_MA_Addresses"", ""addr:housenumber"": ""85"", ""addr:street"": ""East India Row"", ""addr:city"": ""Boston"", ""addr:postcode"": ""02110"", ""nodes"": ""[328908470, 328908472, 328908474, 328908476, 328908478, 328908480, 328908483, 328908485, 328908487, 328908490, 328908492, 328908494, 328908470]"", ""building:levels"": ""41"", ""building:colour"": ""#EEEECC"", ""roof:material"": ""concrete"", ""roof:shape"": ""flat""}",OSM_OBSERVED,OSM_MISSING,OSM_MISSING,OSM_GENERIC,OSM_MISSING,OSM_OBSERVED,OSM_OBSERVED,"generic_tag,no_function,no_height,no_year",boston_downtown_500m
29860058,EPSG:32619,yes,,2.0,,,02108,0,,,734.7321852661122,133.02499069525442,"{""addr:state"": ""MA"", ""building"": ""yes"", ""source"": ""esri/Boston_MA_Addresses"", ""addr:housenumber"": ""11-21"", ""addr:street"": ""Bromfield Street"", ""addr:city"": ""Boston"", ""addr:postcode"": ""02108"", ""nodes"": ""[4106646686, 4106646682, 4106646667, 4106650615, 4106650606, 4106650604, 4106650600, 4106650591, 4106650598, 4106646675, 4106646673, 4106646686]"", ""building:levels"": ""2""}",OSM_OBSERVED,OSM_MISSING,OSM_MISSING,OSM_GENERIC,OSM_MISSING,OSM_OBSERVED,OSM_OBSERVED,"generic_tag,no_function,no_height,no_year",boston_downtown_500m
29868350,EPSG:32619,yes,,,,,,0,,,1161.2984735938153,155.80443147462915,"{""building"": ""yes"", ""nodes"": ""[327622100, 2481136348, 2484228636, 2481136350, 2484228645, 2481136352, 2484228654, 2481136353, 2484228663, 328710000, 2484228672, 328694427, 2481136354, 327571150, 2481136362, 2481333777, 2481333779, 2481333781, 2481333783, 2481333785, 2481333787, 2481136372, 2481136374, 2481333791, 2481333793, 2481333795, 2481333797, 327589134, 2481333799, 2481136381, 328716263, 328725282, 329018241, 328710249, 327593390, 327569899, 327635772, 329020644, 328726637, 329036823, 329028438, 328706291, 328698648, 328718631, 328711305, 327624997, 327612389, 2481136356, 328693771, 2481136345, 2481136344, 2484228628, 327622100]"", ""building:material"": ""brick""}",OSM_MISSING,OSM_MISSING,OSM_MISSING,OSM_GENERIC,OSM_MISSING,OSM_MISSING,OSM_OBSERVED,"generic_tag,no_floors,no_function,no_height,no_year",boston_downtown_500m
29869088,EPSG:32619,yes,,5.0,23.0,,,0,,,502.88510119118325,125.33897018655404,"{""building"": ""yes"", ""addr:housenumber"": ""413"", ""addr:street"": ""Washington Street"", ""nodes"": ""[326328099, 11895948826, 4106650564, 327167977, 328720219, 2518479655, 2518479656, 2518479666, 2518479673, 328726827, 328465665, 328457635, 326328099]"", ""building:levels"": ""5"", ""height"": ""23"", ""building:colour"": ""#EEEEEE"", ""roof:material"": ""concrete"", ""height_raw"": ""23""}",OSM_OBSERVED,OSM_OBSERVED,OSM_MISSING,OSM_GENERIC,OSM_MISSING,OSM_MISSING,OSM_OBSERVED,"generic_tag,no_function,no_year",boston_downtown_500m
29944593,EPSG:32619,yes,,8.0,,,02111,0,,,9215.046835365374,397.2277163421438,"{""building"": ""yes"", ""addr:housenumber"": ""450"", ""addr:street"": ""Washington Street"", ""addr:city"": ""Boston"", ""addr:postcode"": ""02111"", ""nodes"": ""[325938806, 329821165, 11931849280, 7104712559, 329824494, 329564427, 329802858, 329140364, 329153063, 329170608, 329816899, 329538805, 329549122, 329559837, 329124365, 329802753, 329806862, 329809815, 329178164, 329824962, 329566328, 329801580, 329806601, 2353642708, 325798160, 325734462, 325938806]"", ""building:levels"": ""8""}",OSM_OBSERVED,OSM_MISSING,OSM_MISSING,OSM_GENERIC,OSM_MISSING,OSM_OBSERVED,OSM_OBSERVED,"generic_tag,no_function,no_height,no_year",boston_downtown_500m
29945141,EPSG:32619,yes,,6.0,,,,0,flat,,1402.3122529033292,169.88618232958987,"{""building"": ""yes"", ""nodes"": ""[329560034, 2495501589, 2495471266, 2495471256, 2495471258, 325951787, 326002808, 329180839, 2482217883, 2482217888, 329535777, 329550306, 329560034]"", ""building:levels"": ""6"", ""roof:material"": ""concrete"", ""roof:shape"": ""flat""}",OSM_OBSERVED,OSM_MISSING,OSM_MISSING,OSM_GENERIC,OSM_MISSING,OSM_MISSING,OSM_OBSERVED,"generic_tag,no_function,no_height,no_year",boston_downtown_500m
29950377,EPSG:32619,yes,,6.0,25.0,,02111,0,,,848.6078882941661,117.13908450844801,"{""building"": ""yes"", ""addr:housenumber"": ""60"", ""addr:street"": ""Temple Place"", ""addr:city"": ""Boston"", ""addr:postcode"": ""02111"", ""nodes"": ""[329820790, 4106650519, 326328123, 329559124, 326328125, 329820790]"", ""building:levels"": ""6"", ""height"": ""25"", ""height_raw"": ""25""}",OSM_OBSERVED,OSM_OBSERVED,OSM_MISSING,OSM_GENERIC,OSM_MISSING,OSM_OBSERVED,OSM_OBSERVED,"generic_tag,no_function,no_year",boston_downtown_500m
32600260,EPSG:32619,yes,,1.0,5.0,,,0,,,74.73238345366318,43.06294496297001,"{""building"": ""yes"", ""name"": ""Seal Tank"", ""tourism"": ""aquarium"", ""nodes"": ""[326392132, 329191418, 329191422, 326392131, 326392132]"", ""building:levels"": ""1"", ""building:material"": ""glass"", ""height"": ""5"", ""roof:material"": ""glass"", ""opening_hours"": ""Mo-Fr 09:00-17:00; Sa,Su 09:00-18:00"", ""height_raw"": ""5""}",OSM_OBSERVED,OSM_OBSERVED,OSM_MISSING,OSM_GENERIC,OSM_MISSING,OSM_MISSING,OSM_OBSERVED,"generic_tag,no_function,no_year",boston_downtown_500m
103547823,EPSG:32619,yes,,4.0,,,,0,,,96.83113373165962,45.209641808724776,"{""building"": ""yes"", ""nodes"": ""[4106650734, 4106650735, 4106650742, 1195530086, 4106650744, 4106650738, 4106650734]"", ""building:levels"": ""4""}",OSM_OBSERVED,OSM_MISSING,OSM_MISSING,OSM_GENERIC,OSM_MISSING,OSM_MISSING,OSM_OBSERVED,"generic_tag,no_function,no_height,no_year",boston_downtown_500m
103548393,EPSG:32619,yes,,10.0,,,,0,,,759.3913893915955,156.51649549771614,"{""addr:state"": ""MA"", ""building"": ""yes"", ""addr:housenumber"": ""15"", ""addr:street"": ""Broad Street"", ""addr:city"": ""Boston"", ""nodes"": ""[1195540921, 1195540911, 1195540919, 1195540926, 1195540923, 1195540935, 1195540914, 1195540934, 1195540921]"", ""building:levels"": ""10""}",OSM_OBSERVED,OSM_MISSING,OSM_MISSING,OSM_GENERIC,OSM_MISSING,OSM_MISSING,OSM_OBSERVED,"generic_tag,no_function,no_height,no_year",boston_downtown_500m
103548396,EPSG:32619,yes,,7.0,,,02109,0,flat,,4900.559567945407,319.87252028342965,"{""addr:state"": ""MA"", ""building"": ""yes"", ""name"": ""75 State Street"", ""source"": ""esri/Boston_MA_Addresses"", ""wikidata"": ""Q2818277"", ""addr:housenumber"": ""75"", ""addr:street"": ""State Street"", ""addr:city"": ""Boston"", ""addr:postcode"": ""02109"", ""nodes"": ""[1195540916, 1195540931, 1195540908, 1195540906, 2482149331, 1195540909, 2482149330, 2482149332, 2482149333, 2482149334, 2482149346, 2482149342, 2482149348, 1195540915, 2482149357, 1195540918, 2482149365, 1195540930, 1195540929, 1195540922, 7623947950, 1195540926, 1195540923, 2482149429, 2482149428, 1195540932, 1195540917, 1195540913, 2482149432, 2482149434, 1195540925, 7623947956, 1195540905, 1195540924, 1195540928, 1195540912, 2482149387, 2482149386, 2482149377, 2482149373, 2482149375, 2482149359, 2482149358, 2482149356, 2482149339, 2482149335, 1195540916]"", ""building:levels"": ""7"", ""wikipedia"": ""en:75 State Street"", ""roof:material"": ""concrete"", ""roof:shape"": ""flat""}",OSM_OBSERVED,OSM_MISSING,OSM_MISSING,OSM_GENERIC,OSM_MISSING,OSM_OBSERVED,OSM_OBSERVED,"generic_tag,no_function,no_height,no_year",boston_downtown_500m
103556360,EPSG:32619,yes,,5.0,16.4,,,0,,,148.11061329370747,53.230439950034615,"{""building"": ""yes"", ""nodes"": ""[7623942156, 1195637759, 1195637765, 1195637757, 1195637768, 7623942151, 7623942153, 7623942154, 7623942156]"", ""building:levels"": ""5"", ""height"": ""16.4"", ""height_raw"": ""16.4""}",OSM_OBSERVED,OSM_OBSERVED,OSM_MISSING,OSM_GENERIC,OSM_MISSING,OSM_MISSING,OSM_OBSERVED,"generic_tag,no_function,no_year",boston_downtown_500m
108235738,EPSG:32619,yes,,32.0,,,02108,0,flat,,1093.5105934113415,156.88420792720947,"{""addr:state"": ""MA"", ""building"": ""yes"", ""name"": ""45 Province Boston Condos"", ""source"": ""esri/Boston_MA_Addresses"", ""addr:housenumber"": ""27-47"", ""addr:street"": ""Province Street"", ""addr:city"": ""Boston"", ""addr:postcode"": ""02108"", ""nodes"": ""[2778694303, 2484163647, 2484163649, 2484163652, 2484163656, 2484163660, 2484163663, 2484163666, 325875767, 2484163668, 2484163669, 2484163667, 325951347, 325396965, 2484163654, 2484163646, 2778694303]"", ""building:levels"": ""32"", ""building:material"": ""brick"", ""fixme"": ""levels estimated"", ""roof:material"": ""concrete"", ""roof:shape"": ""flat""}",OSM_OBSERVED,OSM_MISSING,OSM_MISSING,OSM_GENERIC,OSM_MISSING,OSM_OBSERVED,OSM_OBSERVED,"generic_tag,no_function,no_height,no_year",boston_downtown_500m
108236657,EPSG:32619,yes,,1.0,,,,0,,,93.2021486742561,41.860077231581094,"{""building"": ""yes"", ""addr:housenumber"": ""0"", ""addr:street"": ""Post Office Square"", ""nodes"": ""[1242161130, 7644472511, 7644472512, 7644472510, 7644472513, 1242161136, 1242161131, 7644472506, 7644035683, 7644472503, 7644472505, 1242161134, 7644472507, 7644472509, 7644472504, 7644472508, 1242161130]"", ""building:levels"": ""1""}",OSM_OBSERVED,OSM_MISSING,OSM_MISSING,OSM_GENERIC,OSM_MISSING,OSM_MISSING,OSM_OBSERVED,"generic_tag,no_function,no_height,no_year",boston_downtown_500m
117737970,EPSG:32619,yes,,14.0,,,02110,0,flat,,984.3482055789887,133.83166795059742,"{""addr:state"": ""MA"", ""building"": ""yes"", ""source"": ""esri/Boston_MA_Addresses"", ""addr:housenumber"": ""72"", ""addr:street"": ""Broad Street"", ""addr:city"": ""Boston"", ""addr:postcode"": ""02110"", ""nodes"": ""[2488772767, 2488772763, 2488772758, 1325753939, 1325753933, 2488772779, 2488772783, 2488772787, 1325753944, 2488772775, 2488772771, 2488772767]"", ""building:levels"": ""14"", ""building:colour"": ""#EEEE99"", ""roof:material"": ""concrete"", ""roof:shape"": ""flat""}",OSM_OBSERVED,OSM_MISSING,OSM_MISSING,OSM_GENERIC,OSM_MISSING,OSM_OBSERVED,OSM_OBSERVED,"generic_tag,no_function,no_height,no_year",boston_downtown_500m
117739139,EPSG:32619,yes,,,16.0,,,0,,,398.1574467707984,83.19851768051507,"{""building"": ""yes"", ""nodes"": ""[9738486898, 2482792107, 1325764134, 2488752889, 9738486898]"", ""height"": ""16"", ""height_raw"": ""16""}",OSM_MISSING,OSM_OBSERVED,OSM_MISSING,OSM_GENERIC,OSM_MISSING,OSM_MISSING,OSM_OBSERVED,"generic_tag,no_floors,no_function,no_year",boston_downtown_500m
117744701,EPSG:32619,yes,,11.0,,,,0,,,872.7132177739619,152.11466599913476,"{""addr:state"": ""MA"", ""building"": ""yes"", ""addr:housenumber"": ""6"", ""addr:street"": ""Beacon Street"", ""addr:city"": ""Boston"", ""nodes"": ""[11508874221, 11508874220, 1325838435, 1325838646, 1325838452, 11895948832, 11508874214, 1613816788, 1613816789, 1325838464, 11508874221]"", ""building:levels"": ""11""}",OSM_OBSERVED,OSM_MISSING,OSM_MISSING,OSM_GENERIC,OSM_MISSING,OSM_MISSING,OSM_OBSERVED,"generic_tag,no_function,no_height,no_year",boston_downtown_500m
117744709,EPSG:32619,yes,,9.0,,,02108,0,,,260.06822067408075,72.01039006986908,"{""addr:state"": ""MA"", ""building"": ""yes"", ""source"": ""esri/Boston_MA_Addresses"", ""addr:housenumber"": ""8,10"", ""addr:street"": ""Beacon Street"", ""addr:city"": ""Boston"", ""addr:postcode"": ""02108"", ""nodes"": ""[1325838660, 1325838656, 11508874219, 1325838459, 1325838660]"", ""building:levels"": ""9""}",OSM_OBSERVED,OSM_MISSING,OSM_MISSING,OSM_GENERIC,OSM_MISSING,OSM_OBSERVED,OSM_OBSERVED,"generic_tag,no_function,no_height,no_year",boston_downtown_500m
117853075,EPSG:32619,yes,,52.0,210.5,,,0,,,4283.580754924198,317.3909587687146,"{""building"": ""yes"", ""name"": ""Winthrop Center"", ""nodes"": ""[1326658608, 11874623574, 1326658691, 11874623573, 11874623572, 11874623571, 2358058268, 329816506, 329813139, 329803863, 329561946, 11874623575, 1326658618, 1326658616, 11874623581, 11874623580, 1326658628, 1326658622, 326328160, 1326658608]"", ""building:levels"": ""52"", ""wikipedia"": ""en:Winthrop Center"", ""height"": ""210.5"", ""height_raw"": ""210.5""}",OSM_OBSERVED,OSM_OBSERVED,OSM_MISSING,OSM_GENERIC,OSM_MISSING,OSM_MISSING,OSM_OBSERVED,"generic_tag,no_function,no_year",boston_downtown_500m
139980426,EPSG:32619,yes,,4.0,,,,0,,,1475.033712711785,171.911882800706,"{""addr:state"": ""MA"", ""building"": ""yes"", ""addr:housenumber"": ""225"", ""addr:street"": ""Franklin Street"", ""addr:city"": ""Boston"", ""nodes"": ""[1533934099, 1533934097, 1533934158, 7623522429, 1533934105, 7623522430, 1533934095, 7623522418, 1533934152, 1533934125, 1533934104, 1533934091, 1533934115, 1533934099]"", ""building:levels"": ""4""}",OSM_OBSERVED,OSM_MISSING,OSM_MISSING,OSM_GENERIC,OSM_MISSING,OSM_MISSING,OSM_OBSERVED,"generic_tag,no_function,no_height,no_year",boston_downtown_500m
140178624,EPSG:32619,yes,,11.0,,,02110,0,,,759.4359444818487,111.71953948336635,"{""addr:state"": ""MA"", ""building"": ""yes"", ""source"": ""esri/Boston_MA_Addresses"", ""addr:housenumber"": ""209-217"", ""addr:street"": ""Congress Street"", ""addr:city"": ""Boston"", ""addr:postcode"": ""02110"", ""nodes"": ""[1535797452, 1535797462, 1535797445, 1535797537, 1535797665, 1535797452]"", ""building:levels"": ""11"", ""building:colour"": ""#EEEEEE""}",OSM_OBSERVED,OSM_MISSING,OSM_MISSING,OSM_GENERIC,OSM_MISSING,OSM_OBSERVED,OSM_OBSERVED,"generic_tag,no_function,no_height,no_year",boston_downtown_500m
140178635,EPSG:32619,yes,,8.0,,,,0,,,3039.691514176173,391.800938070921,"{""building"": ""yes"", ""nodes"": ""[1535797421, 1535797530, 8038589358, 1535797425, 325332048, 1535797430, 1535797497, 325837786, 325885800, 326084373, 325968609, 329164875, 329812505, 1535797591, 1535797542, 1535797423, 1535797479, 1535797573, 1535797587, 1535797608, 1535797661, 4545406962, 4545406955, 1535797570, 1535797443, 1535797410, 1535797455, 1535797583, 1535797432, 1535797418, 1535797571, 1535797503, 1535797545, 1535797504, 1535797460, 1535797568, 1535797613, 1535797449, 1535797634, 1535797535, 8038589354, 1535797421]"", ""building:levels"": ""8""}",OSM_OBSERVED,OSM_MISSING,OSM_MISSING,OSM_GENERIC,OSM_MISSING,OSM_MISSING,OSM_OBSERVED,"generic_tag,no_function,no_height,no_year",boston_downtown_500m
182809335,EPSG:32619,yes,,,,,02111,0,,,1555.6435557354027,158.6409828566149,"{""addr:state"": ""MA"", ""building"": ""yes"", ""name"": ""Bedford Building"", ""source"": ""Bing;Local Knowledge;esri/Boston_MA_Addresses"", ""wikidata"": ""Q4879106"", ""addr:housenumber"": ""99"", ""addr:street"": ""Bedford Street"", ""addr:city"": ""Boston"", ""addr:postcode"": ""02111"", ""nodes"": ""[1931767467, 2518634106, 325872648, 2134273255, 1933064478, 2518634112, 2518634110, 4031592668, 325952522, 325364687, 2482105742, 2482105739, 1947086624, 1931767467]"", ""building:material"": ""stone"", ""wikipedia"": ""en:Bedford Block"", ""building:colour"": ""#DDDDAA"", ""heritage"": ""yes""}",OSM_MISSING,OSM_MISSING,OSM_MISSING,OSM_GENERIC,OSM_MISSING,OSM_OBSERVED,OSM_OBSERVED,"generic_tag,no_floors,no_function,no_height,no_year",boston_downtown_500m
185302367,EPSG:32619,yes,,4.0,,,02111,0,,,116.25033549343613,50.89898133547789,"{""addr:state"": ""MA"", ""building"": ""yes"", ""name"": ""Proctor Building"", ""source"": ""esri/Boston_MA_Addresses;Bing;Local Knowledge"", ""addr:housenumber"": ""100-106"", ""addr:street"": ""Bedford Street"", ""addr:city"": ""Boston"", ""addr:postcode"": ""02111"", ""nodes"": ""[1947086626, 1958672810, 1958672811, 1958672808, 1958672809, 328687336, 1947086626]"", ""building:levels"": ""4""}",OSM_OBSERVED,OSM_MISSING,OSM_MISSING,OSM_GENERIC,OSM_MISSING,OSM_OBSERVED,OSM_OBSERVED,"generic_tag,no_function,no_height,no_year",boston_downtown_500m
