Date/Time,BATIMENT0000000240879681_PART0_F0_DWELLING_0 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240879681_PART0_F0_DWELLING_1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly) 
 02/24  12:00:00,2803565.5668146927,3981527.4318166887 
 02/24  13:00:00,1995181.3655222813,2638874.917682607 
 02/24  14:00:00,1127141.7400724906,763214.7437831898 
 02/24  15:00:00,913908.65867297,0.0 
 02/24  16:00:00,1736707.362145664,72087.79623888659 
 02/24  17:00:00,2520958.2122907173,665459.2203895799 
 02/24  18:00:00,3522403.675631634,2495100.9104917506 
 02/24  19:00:00,4556514.7098870585,4644688.830825524 
 02/24  20:00:00,5027867.904409573,5222964.534725257 
 02/24  21:00:00,5414988.898442681,5699417.395626016 
 02/24  22:00:00,5780380.104829141,6148670.847236393 
 02/24  23:00:00,6620727.705549634,7108188.794015458 
 02/24  24:00:00,7398216.074786091,7994915.244312514 
 02/25  01:00:00,7942540.3648075,8620449.317381032 
 02/25  02:00:00,8542325.633641357,9300244.361780766 
 02/25  03:00:00,9023541.063491423,9847085.963282358 
 02/25  04:00:00,9434108.417465076,10312663.252651772 
 02/25  05:00:00,9940112.49594357,10878549.476358626 
 02/25  06:00:00,10016020.94925975,10970844.714302288 
 02/25  07:00:00,10116612.726498537,11091427.245794488 
 02/25  08:00:00,9721823.726108953,10664287.623762608 
 02/25  09:00:00,8999556.288985968,9875071.568465926 
 02/25  10:00:00,8410494.796916269,9237297.436532255 
 02/25  11:00:00,7509597.352709398,8270114.064534286 
 02/25  12:00:00,6565810.654319711,7271940.856350131 
 02/25  13:00:00,5052361.967694284,5663958.257456115 
 02/25  14:00:00,4101243.758128416,4239442.629041639 
 02/25  15:00:00,4165764.435616061,3765641.0165186496 
 02/25  16:00:00,4599816.121104541,3692372.487604731 
 02/25  17:00:00,5298227.133322941,3169282.322653458 
 02/25  18:00:00,6568103.297126507,5391851.860673547 
 02/25  19:00:00,7767772.966699912,8203340.853547814 
 02/25  20:00:00,8489866.275615646,9062275.831462143 
 02/25  21:00:00,9048151.101328814,9729853.542546056 
 02/25  22:00:00,9487682.93221096,10257434.579915825 
 02/25  23:00:00,9946255.499642791,10797722.20246943 
 02/25  24:00:00,10267596.618052285,11180485.031298338 
 02/26  01:00:00,10566940.334449757,11534016.865060309 
 02/26  02:00:00,10913511.41898632,11935265.411635224 
 02/26  03:00:00,11277926.725640107,12352157.919060128 
 02/26  04:00:00,11542433.762996873,12655816.37915447 
 02/26  05:00:00,11817443.816336349,12968855.762567798 
 02/26  06:00:00,12054531.363322886,13238417.41370286 
 02/26  07:00:00,12321386.698303401,13539145.118538171 
 02/26  08:00:00,12659046.68037322,13916533.007455137 
 02/26  09:00:00,12649325.943777371,13985185.518359095 
 02/26  10:00:00,11011689.818950195,12892160.832864115 
 02/26  11:00:00,8563379.200773114,10860358.380847208 
 02/26  12:00:00,7155544.373593321,9067019.717651065 
 02/26  13:00:00,6255533.018844064,7503281.145205402 
 02/26  14:00:00,6429063.238945625,6589932.313007721 
 02/26  15:00:00,6957228.552478676,6060494.537350223 
 02/26  16:00:00,7653512.24541824,6244538.257665879 
 02/26  17:00:00,8572201.264822759,6794715.458157445 
 02/26  18:00:00,9675947.768712664,8819539.771582918 
 02/26  19:00:00,10561750.582162585,11304129.090470346 
 02/26  20:00:00,10842239.393363202,11675886.520689016 
 02/26  21:00:00,10980331.873068795,11877573.651940096 
 02/26  22:00:00,11171179.769841261,12127878.446787603 
 02/26  23:00:00,11317689.454397045,12321842.96274073 
 02/26  24:00:00,11397073.454758352,12438137.856955737 
 02/27  01:00:00,11445964.024538632,12515144.87703432 
 02/27  02:00:00,11460502.198469063,12548208.150316594 
 02/27  03:00:00,11578427.441041565,12692026.230750864 
 02/27  04:00:00,11802416.422192674,12949844.03853809 
 02/27  05:00:00,11997751.091209857,13167704.697568359 
 02/27  06:00:00,12171513.991721723,13361370.920155795 
 02/27  07:00:00,12373508.104219176,13586644.806710662 
 02/27  08:00:00,12599564.083150849,13836531.507463146 
 02/27  09:00:00,12836318.986303333,14168372.153081525 
 02/27  10:00:00,11236539.362862468,13085492.37726683 
 02/27  11:00:00,8092599.469986278,10495986.363638135 
 02/27  12:00:00,6009642.5268966695,8178502.7560728025 
 02/27  13:00:00,4971136.365424032,6237938.593125624 
 02/27  14:00:00,4591069.104093863,4210010.86335282 
 02/27  15:00:00,4683645.442246275,2918077.419677628 
 02/27  16:00:00,5356072.661469402,2516928.486606143 
 02/27  17:00:00,6284598.509665035,2980369.379431714 
 02/27  18:00:00,7628863.193947333,6103309.339080622 
 02/27  19:00:00,9456700.24599739,9892027.437545897 
 02/27  20:00:00,10247688.984187916,10858433.700471854 
 02/27  21:00:00,10788479.463993434,11532701.055086762 
 02/27  22:00:00,11276895.36822186,12134936.83769589 
 02/27  23:00:00,12027505.947133068,13014179.34267778 
 02/27  24:00:00,12665655.621902801,13758079.199039947 
 02/28  01:00:00,13165278.12256045,14340389.50578409 
 02/28  02:00:00,13679042.127023838,14933977.112116912 
 02/28  03:00:00,13884749.27217179,15182883.60932897 
 02/28  04:00:00,13916344.491855733,15235345.349856276 
 02/28  05:00:00,14010442.409275584,15353886.344671499 
 02/28  06:00:00,14131661.735430874,15498838.245049464 
 02/28  07:00:00,14133590.519897005,15509025.020701185 
 02/28  08:00:00,14216148.129025012,15606488.436936945 
 02/28  09:00:00,13812965.850050528,15245277.130650377 
 02/28  10:00:00,11607249.236832581,13430505.305403734 
 02/28  11:00:00,8860425.709733186,11064673.659335962 
 02/28  12:00:00,6947630.8519611005,9062589.658961505 
 02/28  13:00:00,5985987.018588388,7277917.159939809 
 02/28  14:00:00,5678199.267529986,5397657.509048605 
 02/28  15:00:00,6263999.68685339,4631927.050922076 
 02/28  16:00:00,7150820.1536118705,4454976.408729186 
 02/28  17:00:00,8258608.8290292,5792693.943051271 
 02/28  18:00:00,9507728.395626223,8383397.796505658 
 02/28  19:00:00,10713882.34807698,11333643.893737119 
 02/28  20:00:00,11022359.927204782,11761892.206894327 
 02/28  21:00:00,11656933.109130988,12533143.712662008 
 02/28  22:00:00,12335971.85257367,13338834.559310783 
 02/28  23:00:00,12792803.36079338,13888103.382687327 
 02/28  24:00:00,13197449.360408925,14370547.473871669 
 03/01  01:00:00,13414855.089998867,14638676.581921117 
 03/01  02:00:00,13561901.597722054,14823424.907550488 
 03/01  03:00:00,13841508.210819632,15150334.864646543 
 03/01  04:00:00,14124541.903760053,15477269.862022031 
 03/01  05:00:00,14428176.369436232,15823943.154721001 
 03/01  06:00:00,14541079.140814146,15956456.135553747 
 03/01  07:00:00,14484772.655860689,15900936.11063626 
 03/01  08:00:00,14412155.515149523,15827142.272180257 
 03/01  09:00:00,13905650.499916209,15380199.224682571 
 03/01  10:00:00,11606148.625807606,13613607.277765729 
 03/01  11:00:00,9070961.022302516,11305003.08133679 
 03/01  12:00:00,7283645.824774072,9147246.403602077 
 03/01  13:00:00,5534206.293964686,6714425.453096421 
 03/01  14:00:00,4930787.451312179,4539636.201236249 
 03/01  15:00:00,5338460.053798143,3594060.3500101697 
 03/01  16:00:00,6169884.065442429,3521198.239039542 
 03/01  17:00:00,7182331.935499435,4262098.131125904 
 03/01  18:00:00,8273354.283588676,7091552.996690086 
 03/01  19:00:00,9274784.731760817,9722306.15946771 
 03/01  20:00:00,9527130.155948848,10090725.409734087 
 03/01  21:00:00,9597063.013835061,10242887.498068338 
 03/01  22:00:00,9877087.86033906,10611057.728614002 
 03/01  23:00:00,10146981.12673531,10955344.799116727 
 03/01  24:00:00,10724739.826107513,11628835.483172543 
 03/02  01:00:00,11021266.15566054,11984964.70048901 
 03/02  02:00:00,11147011.1235259,12147631.566544494 
 03/02  03:00:00,11490860.363025447,12546261.476365726 
 03/02  04:00:00,11432828.161795145,12502964.445698993 
 03/02  05:00:00,11284525.245016064,12353429.691755742 
 03/02  06:00:00,11419824.415030066,12512244.95789909 
 03/02  07:00:00,11494481.845488641,12602609.915541846 
 03/02  08:00:00,11855256.661592461,13006457.680884484 
 03/02  09:00:00,11927306.887348264,13270597.865196781 
 03/02  10:00:00,9578465.406065235,11707029.521390174 
 03/02  11:00:00,6762131.83014422,9412727.807990074 
 03/02  12:00:00,5081709.678921359,7360352.34728238 
 03/02  13:00:00,4307763.605980062,5523400.986303966 
 03/02  14:00:00,4382357.659386573,3771993.0085113235 
 03/02  15:00:00,4725683.984020088,2428899.2831854993 
 03/02  16:00:00,5365815.651962703,1565159.4098584508 
 03/02  17:00:00,6014031.63422619,1660653.3713114178 
 03/02  18:00:00,6925088.969572716,3737807.8112096903 
 03/02  19:00:00,8442034.475627286,8126609.261756791 
 03/02  20:00:00,9497143.099616555,9855423.727566022 
 03/02  21:00:00,10252276.728348183,10793225.479710547 
 03/02  22:00:00,10783251.029971296,11470095.116324507 
 03/02  23:00:00,11317394.817953736,12133709.673278466 
 03/02  24:00:00,11887493.182694564,12824055.20297721 
 03/03  01:00:00,12438061.872925539,13480609.505603775 
 03/03  02:00:00,12898817.853445621,14027433.667409051 
 03/03  03:00:00,13257876.705711544,14454890.070571523 
 03/03  04:00:00,13686781.567684764,14952295.621427812 
 03/03  05:00:00,14105739.218301699,15433388.728726443 
 03/03  06:00:00,14387957.72871222,15760512.171468047 
 03/03  07:00:00,14698485.989841491,16115142.822093112 
 03/03  08:00:00,14826603.188622618,16265767.50576094 
 03/03  09:00:00,13911153.67853804,15454387.264161954 
 03/03  10:00:00,10635716.844075548,12834862.310534028 
 03/03  11:00:00,7465280.601207098,9869673.347967649 
 03/03  12:00:00,5651483.295965068,7685912.763538225 
 03/03  13:00:00,4616154.48239287,5741178.6848310325 
 03/03  14:00:00,4420341.244465216,4026289.4841669304 
 03/03  15:00:00,4701791.573336243,2865058.2208151272 
 03/03  16:00:00,5153912.520851732,2443236.0007028156 
 03/03  17:00:00,5612043.794799623,3213896.5598043445 
 03/03  18:00:00,6509889.90836083,3694465.1006350466 
 03/03  19:00:00,7620700.396822225,7491986.13836908 
 03/03  20:00:00,8355741.703205256,8732173.462872356 
 03/03  21:00:00,8862895.524952427,9377459.756469069 
 03/03  22:00:00,9170044.289468598,9787646.441523803 
 03/03  23:00:00,9369867.782771792,10067478.355698211 
 03/03  24:00:00,9767313.640314583,10551466.37301983 
 03/04  01:00:00,10363934.4431988,11245960.43150494 
 03/04  02:00:00,10780424.4400568,11735904.489558594 
 03/04  03:00:00,10885149.263467254,11875447.015302086 
 03/04  04:00:00,10827259.365590433,11832579.347750464 
 03/04  05:00:00,10895522.462787338,11924815.403486006 
 03/04  06:00:00,11184797.529716019,12255872.391484223 
 03/04  07:00:00,11401417.500209488,12504547.27030166 
 03/04  08:00:00,11567841.146901667,12695698.766234517 
 03/04  09:00:00,11138158.326203603,12461831.100754991 
 03/04  10:00:00,8376061.187912413,10478130.855083607 
 03/04  11:00:00,5535820.435584298,7974311.34656292 
 03/04  12:00:00,3798395.148793659,5752595.39893368 
 03/04  13:00:00,2919764.5175901954,3866201.3428810937 
 03/04  14:00:00,2601232.0932331523,2076824.8167215302 
 03/04  15:00:00,2672233.7810926335,905583.7452565576 
 03/04  16:00:00,2962501.3611070616,20421.094739956246 
 03/04  17:00:00,3749218.2535532247,449427.0896933631 
 03/04  18:00:00,4998526.389546648,2189470.4240452913 
 03/04  19:00:00,6406612.172654469,6188964.500877105 
 03/04  20:00:00,7464585.967207242,7727641.748618062 
 03/04  21:00:00,8286176.292305447,8718266.057510143 
 03/04  22:00:00,8921264.928747999,9490966.67930003 
 03/04  23:00:00,9651794.321060166,10356220.787277298 
 03/04  24:00:00,10393578.367615923,11222629.23576129 
 03/05  01:00:00,11044246.340747392,11979463.93774139 
 03/05  02:00:00,11672304.046000067,12703737.259423625 
 03/05  03:00:00,12259667.976570848,13376579.126313664 
 03/05  04:00:00,12876879.1171482,14076502.743680736 
 03/05  05:00:00,13477319.611893268,14753516.49852271 
 03/05  06:00:00,13974277.653252322,15313364.004546802 
 03/05  07:00:00,14478493.834087983,15878065.821939904 
 03/05  08:00:00,14768991.296008544,16205243.276600745 
 03/05  09:00:00,14016242.815138647,15627190.214713488 
 03/05  10:00:00,10812173.744134499,13161768.634963851 
 03/05  11:00:00,7971048.047897,10407975.659846645 
 03/05  12:00:00,5991295.503206025,8063258.044139415 
 03/05  13:00:00,4708614.196862379,5867902.180546429 
 03/05  14:00:00,4500892.642747119,3953755.957686347 
 03/05  15:00:00,4697050.688959179,2474012.5990338586 
 03/05  16:00:00,5122340.617788216,1504742.6049468007 
 03/05  17:00:00,5655081.085496715,1420514.4973883536 
 03/05  18:00:00,6475571.688228325,3312109.599741621 
 03/05  19:00:00,8167646.047968082,7809673.643036232 
 03/05  20:00:00,9769866.635927478,10159021.943421904 
 03/05  21:00:00,11222867.747819116,11859844.505180754 
 03/05  22:00:00,12364392.21626916,13203938.461618714 
 03/05  23:00:00,13294215.104202919,14301106.08443713 
 03/05  24:00:00,13879102.940413224,15006268.347556941 
 03/06  01:00:00,14284845.201319678,15498340.615601296 
 03/06  02:00:00,14739647.418974862,16045159.857542928 
 03/06  03:00:00,15134307.69538079,16514509.888000857 
 03/06  04:00:00,15385725.7715886,16819388.725725006 
 03/06  05:00:00,15595618.685998179,17074121.50905055 
 03/06  06:00:00,15503869.73376108,16982340.228064463 
 03/06  07:00:00,15368502.859219655,16847174.89971184 
 03/06  08:00:00,15118300.979998114,16583042.022471897 
 03/06  09:00:00,13853133.252238404,15465744.95109827 
 03/06  10:00:00,10001631.953105118,12374276.136722427 
 03/06  11:00:00,6558232.082809341,9279957.46734885 
 03/06  12:00:00,4498791.698276497,6900571.022994002 
 03/06  13:00:00,3665952.0327425115,4865970.567978936 
 03/06  14:00:00,3539460.783133017,2861421.417349331 
 03/06  15:00:00,3774688.041204508,1368829.155630296 
 03/06  16:00:00,4576360.335312458,1471963.8658269662 
 03/06  17:00:00,5153919.481716016,2465026.958495423 
 03/06  18:00:00,6053976.299784597,3068814.5312629794 
 03/06  19:00:00,7657190.23072003,7461648.224257128 
 03/06  20:00:00,8844959.892955229,9237495.252052728 
 03/06  21:00:00,9638645.38520254,10192824.296374306 
 03/06  22:00:00,10282408.112050034,10975752.318077376 
 03/06  23:00:00,10888896.967336208,11706479.043080619 
 03/06  24:00:00,11344060.721002718,12257633.014501473 
 03/07  01:00:00,11713719.127858004,12704489.893182956 
 03/07  02:00:00,12117338.11662168,13181363.914117089 
 03/07  03:00:00,12427017.461656911,13552634.554764763 
 03/07  04:00:00,12944557.528806072,14148534.034650898 
 03/07  05:00:00,13420550.107621148,14692379.030679375 
 03/07  06:00:00,13642446.157447465,14951252.701796418 
 03/07  07:00:00,13914115.874020146,15258641.93435178 
 03/07  08:00:00,14347202.811141506,15741400.60967225 
 03/07  09:00:00,13624824.513889512,15277852.057216814 
 03/07  10:00:00,9437536.364823746,11924026.319557764 
 03/07  11:00:00,6135482.291692905,8474542.15019265 
 03/07  12:00:00,4314254.332133417,6096254.589077581 
 03/07  13:00:00,3463142.9210430207,4377254.28664068 
 03/07  14:00:00,3266661.416748794,3136714.37843273 
 03/07  15:00:00,4068026.236919234,3824245.4122873107 
 03/07  16:00:00,5086261.536816124,5335113.356956402 
 03/07  17:00:00,5714658.293219742,6087036.523838792 
 03/07  18:00:00,6733539.500722803,7027164.138235273 
 03/07  19:00:00,8202036.961029841,8816600.990128377 
 03/07  20:00:00,8938746.9470997,9806018.340594206 
 03/07  21:00:00,9303755.446974484,10215536.680380937 
 03/07  22:00:00,9984622.828941496,10960733.390675735 
 03/07  23:00:00,10571452.086549675,11614411.422510635 
 03/07  24:00:00,10966132.58256251,12064180.582934808 
 03/08  01:00:00,11657115.778853107,12829722.61779035 
 03/08  02:00:00,12517313.58412586,13780223.286461089 
 03/08  03:00:00,12839461.732521674,14138660.37788357 
 03/08  04:00:00,11942020.585182833,13154957.590110518 
 03/08  05:00:00,10877392.7869659,11984989.294741016 
 03/08  06:00:00,10334362.608936008,11386364.980538845 
 03/08  07:00:00,9903923.96568828,10904914.226870013 
 03/08  08:00:00,9503450.964085532,10462928.030047722 
 03/08  09:00:00,9076055.223923925,9995891.04600713 
 03/08  10:00:00,8125314.949903583,8997791.494765667 
 03/08  11:00:00,6061300.3177762525,6998702.194970917 
 03/08  12:00:00,4541569.830280802,5318014.997647397 
 03/08  13:00:00,3762946.3788974164,4293080.729776257 
 03/08  14:00:00,5147026.8384407535,5675162.816906396 
 03/08  15:00:00,6817292.566647595,7517526.35173678 
 03/08  16:00:00,4455467.349640139,4435448.502789832 
 03/08  17:00:00,4235064.706080487,4360420.373193792 
 03/08  18:00:00,4439464.297015019,4535638.746765684 
 03/08  19:00:00,4790685.246882639,5103975.800178862 
 03/08  20:00:00,4959178.63366854,5414390.051849365 
 03/08  21:00:00,5146674.65492279,5627853.261780746 
 03/08  22:00:00,5199446.377320816,5692143.7369190445 
 03/08  23:00:00,5230982.872548132,5732125.679406095 
 03/08  24:00:00,5280922.975082902,5791271.98971479 
 03/09  01:00:00,5508887.499535813,6046164.269307447 
 03/09  02:00:00,5647541.978802469,6202478.761854322 
 03/09  03:00:00,5805221.991495824,6379138.452433959 
 03/09  04:00:00,6125355.040533222,6733368.831668319 
 03/09  05:00:00,6445902.038089797,7087316.437943066 
 03/09  06:00:00,6911426.623049139,7600440.535062583 
 03/09  07:00:00,7192798.3464247435,7908949.568380814 
 03/09  08:00:00,7037662.244898973,7735516.901790302 
 03/09  09:00:00,6764674.605965793,7674546.340315395 
 03/09  10:00:00,4382237.62378805,5961710.5745198475 
 03/09  11:00:00,1181828.136823231,2970941.269359117 
 03/09  12:00:00,0.0,469454.5089868741 
 03/09  13:00:00,0.0,0.0 
 03/09  14:00:00,0.0,0.0 
 03/09  15:00:00,0.0,0.0 
 03/09  16:00:00,0.0,0.0 
 03/09  17:00:00,0.0,0.0 
 03/09  18:00:00,464417.7718337678,0.0 
 03/09  19:00:00,2148413.9944442557,1329135.2385925837 
 03/09  20:00:00,3285054.2978927847,2862983.7412408143 
 03/09  21:00:00,3499240.3174743797,3179505.938804027 
 03/09  22:00:00,3720939.8187743817,3518937.9566160254 
 03/09  23:00:00,4007462.426557,3924417.331292114 
 03/09  24:00:00,4160378.8262151214,4174028.6801174926 
 03/10  01:00:00,4589199.445337166,4715292.532258169 
 03/10  02:00:00,5297634.984757552,5552703.039650208 
 03/10  03:00:00,5768902.587314777,6120977.525605632 
 03/10  04:00:00,5861003.538999949,6264173.243802327 
 03/10  05:00:00,5597045.437110826,6011332.797873302 
 03/10  06:00:00,5507811.480790822,5941665.265492877 
 03/10  07:00:00,5825619.664507861,6313737.77813262 
 03/10  08:00:00,6235734.142867813,6783237.860775618 
 03/10  09:00:00,6088004.166297351,6639108.349526143 
 03/10  10:00:00,5025626.650209869,5538773.959022577 
 03/10  11:00:00,4352069.718104898,4821818.41009794 
 03/10  12:00:00,3946773.214884393,4411048.0665612295 
 03/10  13:00:00,2902519.4283565357,3283425.9750687685 
 03/10  14:00:00,2070381.4345482327,2021042.77415742 
 03/10  15:00:00,1492602.557992689,727836.1418274996 
 03/10  16:00:00,1254631.1013806805,0.0 
 03/10  17:00:00,1879925.282109886,15056.375125229535 
 03/10  18:00:00,2854428.0940131657,1431656.0072756847 
 03/10  19:00:00,3863690.981388597,3592358.0536420466 
 03/10  20:00:00,4764555.9950792445,4856641.112618847 
 03/10  21:00:00,5619054.62936902,5853768.124389155 
 03/10  22:00:00,6760812.911154351,7165352.037897559 
 03/10  23:00:00,7542811.453108867,8077514.316431609 
 03/10  24:00:00,7675575.042542426,8264886.155298116 
 03/11  01:00:00,7865009.622421294,8507312.020215815 
 03/11  02:00:00,8189480.019822976,8891379.824864512 
 03/11  03:00:00,8445689.78516087,9195422.920485193 
 03/11  04:00:00,8607160.131792745,9391298.4190735 
 03/11  05:00:00,8715555.273316717,9525289.426407788 
 03/11  06:00:00,8750264.986059092,9575435.675739761 
 03/11  07:00:00,8509758.32578693,9326669.446913237 
 03/11  08:00:00,8030992.9946970735,8803491.781395476 
 03/11  09:00:00,7983622.038022798,8754841.377379715 
 03/11  10:00:00,7711945.977165139,8460047.832223332 
 03/11  11:00:00,7296503.989720916,8009137.229474784 
 03/11  12:00:00,6615367.8811159,7279961.906746331 
 03/11  13:00:00,5845772.663324834,6464942.867866015 
 03/11  14:00:00,5874826.3432573015,6492223.406580709 
 03/11  15:00:00,5697865.664079504,6300976.469023973 
 03/11  16:00:00,5615499.11260788,6209293.065299967 
 03/11  17:00:00,5460083.027625365,6007969.664167275 
 03/11  18:00:00,5614122.9289111085,6144127.918116839 
 03/11  19:00:00,5956098.581666947,6533094.196708545 
 03/11  20:00:00,6195907.459475906,6818522.400776267 
 03/11  21:00:00,6296459.246939461,6929426.415395077 
 03/11  22:00:00,6377737.197052785,7012362.834111698 
 03/11  23:00:00,6561445.07701622,7213152.169094069 
 03/11  24:00:00,6626975.501164064,7282100.606265726 
 03/12  01:00:00,6618898.68045111,7275052.569267681 
 03/12  02:00:00,6850057.087010554,7530466.95878206 
 03/12  03:00:00,6832017.343795364,7510901.540710081 
 03/12  04:00:00,6811016.763558104,7488394.273637485 
 03/12  05:00:00,6889470.576678793,7575317.458696117 
 03/12  06:00:00,6587663.53971065,7242939.546670556 
 03/12  07:00:00,6256764.267264443,6875989.259584568 
 03/12  08:00:00,6096863.410169364,6696923.193894393 
 03/12  09:00:00,5901763.81157594,6484970.815645602 
 03/12  10:00:00,4624129.139377871,5187387.557542049 
 03/12  11:00:00,3015294.1833270597,3766672.327247975 
 03/12  12:00:00,1444173.8704240893,2206851.4017048036 
 03/12  13:00:00,641088.3999435594,972745.8136626771 
 03/12  14:00:00,302850.21588745224,15685.111348935245 
 03/12  15:00:00,859439.3988780197,9887.067447564552 
 03/12  16:00:00,748722.2425889482,0.0 
 03/12  17:00:00,603168.5703286451,0.0 
 03/12  18:00:00,1100901.7801298366,0.0 
 03/12  19:00:00,2179410.764841809,1361493.6255512896 
 03/12  20:00:00,3281638.6256403113,2972237.265022113 
 03/12  21:00:00,4229586.148768519,4105092.912950852 
 03/12  22:00:00,4775571.898560074,4794382.058105733 
 03/12  23:00:00,4976748.511583588,5096857.447249284 
 03/12  24:00:00,5031721.496735417,5227073.7437547725 
 03/13  01:00:00,5110667.205223226,5372950.413448044 
 03/13  02:00:00,5047965.421890898,5352942.395742586 
 03/13  03:00:00,4951708.295359707,5286211.973235732 
 03/13  04:00:00,5053735.229293084,5430482.300659107 
 03/13  05:00:00,5169421.567111661,5583393.678166819 
 03/13  06:00:00,5326013.611686327,5776997.967282701 
 03/13  07:00:00,5542696.557464263,6032393.940875877 
 03/13  08:00:00,5705478.51462312,6227370.9032908445 
 03/13  09:00:00,5100060.416895343,5678826.187124781 
 03/13  10:00:00,3137870.7301082266,3969440.8860896686 
 03/13  11:00:00,1223082.2353422584,2098711.851982032 
 03/13  12:00:00,122091.45595042537,648493.6521128286 
 03/13  13:00:00,0.0,0.0 
 03/13  14:00:00,0.0,0.0 
 03/13  15:00:00,0.0,0.0 
 03/13  16:00:00,0.0,0.0 
 03/13  17:00:00,0.0,0.0 
 03/13  18:00:00,0.0,0.0 
 03/13  19:00:00,171331.33939379797,0.0 
 03/13  20:00:00,724012.622033523,109065.33721268899 
 03/13  21:00:00,1120273.474533978,642403.4818674718 
 03/13  22:00:00,1841194.828904455,1501744.1551328264 
 03/13  23:00:00,3430899.315431316,3262703.4026909545 
 03/13  24:00:00,4115690.556561578,4073084.6772905756 
 03/14  01:00:00,4870361.984735557,4965667.278563796 
 03/14  02:00:00,5257509.812066933,5451915.262327018 
 03/14  03:00:00,5038585.196996431,5267095.826722735 
 03/14  04:00:00,5350033.907362325,5660495.530946553 
 03/14  05:00:00,5843217.270013255,6245347.813360684 
 03/14  06:00:00,5936156.718755513,6382204.182924137 
 03/14  07:00:00,6304351.356904871,6812626.820592133 
 03/14  08:00:00,6787126.2493242305,7365163.328363262 
 03/14  09:00:00,7034901.132690458,7656238.765881737 
 03/14  10:00:00,7009139.431658415,7644070.45447823 
 03/14  11:00:00,6934404.893787821,7575011.065834903 
 03/14  12:00:00,6638920.095239983,7303878.562981674 
 03/14  13:00:00,3533467.8711955016,4003803.59666533 
 03/14  14:00:00,3196694.675482515,3199472.0375347543 
 03/14  15:00:00,3490325.1558841364,3082789.523234045 
 03/14  16:00:00,3589312.4960409813,2304930.9409028525 
 03/14  17:00:00,4051011.097640734,1127305.5824867524 
 03/14  18:00:00,5033835.371585814,2023774.0047139805 
 03/14  19:00:00,6017164.684258495,5693647.746203269 
 03/14  20:00:00,7148608.654042356,7425817.728762235 
 03/14  21:00:00,7770659.593738615,8189023.283980403 
 03/14  22:00:00,8063841.171372952,8581303.975217188 
 03/14  23:00:00,8438003.800391465,9046808.179556923 
 03/14  24:00:00,8542408.38189162,9205370.196521427 
 03/15  01:00:00,8773585.141148651,9497299.90993727 
 03/15  02:00:00,9288960.201713769,10094027.669496028 
 03/15  03:00:00,9735687.165681839,10609985.163677877 
 03/15  04:00:00,10219669.460853247,11159341.16149231 
 03/15  05:00:00,10937157.648510935,11961989.574847411 
 03/15  06:00:00,11434816.825032417,12521212.774146378 
 03/15  07:00:00,11363190.884224828,12449810.519628627 
 03/15  08:00:00,11056757.803764006,12118662.997647798 
 03/15  09:00:00,9711859.83090518,10825204.633334043 
 03/15  10:00:00,6626387.016150199,8317129.319022457 
 03/15  11:00:00,3826496.8696534405,5947350.1420952305 
 03/15  12:00:00,2373060.7798968386,4151654.8790767603 
 03/15  13:00:00,1985751.0750782504,2851611.5668827915 
 03/15  14:00:00,1795211.1092464563,997221.6046465988 
 03/15  15:00:00,1557199.626265124,0.0 
 03/15  16:00:00,2324179.4764481527,0.0 
 03/15  17:00:00,3433150.9918311853,0.0 
 03/15  18:00:00,4316081.961940198,845707.6737574851 
 03/15  19:00:00,6133575.977994023,5484848.717515393 
 03/15  20:00:00,7695734.503853802,7732074.369578697 
 03/15  21:00:00,8835360.456395682,9113242.553366613 
 03/15  22:00:00,9784094.914320279,10268012.147834595 
 03/15  23:00:00,10550131.665124279,11194492.349439118 
 03/15  24:00:00,10968543.65566527,11731160.391408313 
 03/16  01:00:00,10705518.384930344,11507563.652296895 
 03/16  02:00:00,10421459.482668692,11249110.529073711 
 03/16  03:00:00,11068674.053726686,12006817.033167249 
 03/16  04:00:00,11837340.759195967,12883336.88098626 
 03/16  05:00:00,11978886.504092688,13062110.050407782 
 03/16  06:00:00,12276450.816092333,13415238.061835086 
 03/16  07:00:00,12587456.000273995,13778527.355926583 
 03/16  08:00:00,12609961.571787616,13816415.636653882 
 03/16  09:00:00,10690204.821850581,12098006.130053215 
 03/16  10:00:00,6315998.147186775,8580497.343726702 
 03/16  11:00:00,3167758.820983518,5637689.180423204 
 03/16  12:00:00,1163296.0661550807,3106547.4939037217 
 03/16  13:00:00,138865.49500198418,947687.0951413347 
 03/16  14:00:00,40164.88078459006,0.0 
 03/16  15:00:00,279347.62196426204,0.0 
 03/16  16:00:00,435307.2807509489,0.0 
 03/16  17:00:00,791923.7519275784,0.0 
 03/16  18:00:00,1356204.859062753,0.0 
 03/16  19:00:00,2614968.684843224,1587918.6669166468 
 03/16  20:00:00,4091776.419684257,3613110.5247006556 
 03/16  21:00:00,4855714.361787895,4580534.68002115 
 03/16  22:00:00,5101692.4392206995,4977096.435577375 
 03/16  23:00:00,5211858.988793417,5210566.399260286 
 03/16  24:00:00,5118813.556377203,5204909.507523463 
 03/17  01:00:00,5136549.092560464,5304220.092837639 
 03/17  02:00:00,5551137.152545938,5824337.910131048 
 03/17  03:00:00,5901044.078922355,6262359.900741825 
