file,line,task_id,title,completed_date,verdict,file_level_detail,symbol_level_detail,pending_note,corrected_verdict,correction_note
docs/docs_DONE/LOADS & SCHEDULES/hvac-ServiceLoads/remediation/PLAN_phaseE_CPD_remediation.md,197,R2-housekeeping,restore churned fixture,2026-06-27,PRESENT,tests/fixtures/synthetic_30_archetype_coverage.gpkg=PRESENT(in `git ls-files` at HEAD),,,PRESENT,
docs/docs_DONE/LOADS & SCHEDULES/hvac-ServiceLoads/remediation/PLAN_phaseE_CPD_remediation.md,224,R2-D2-DIAG,read-only prevalence + discriminator-separation diagnostic,2026-06-27,UNCHECKABLE,,,,UNCHECKABLE,
docs/docs_DONE/LOADS & SCHEDULES/hvac-ServiceLoads/remediation/PLAN_phaseE_CPD_remediation.md,234,CP-R1.8-guard,Option-C single-zone HVAC guard (manager-authored),2026-06-27,PRESENT,openubem/idf/hvac.py=PRESENT(in `git ls-files` at HEAD) || tests/test_hvac.py=PRESENT(in `git ls-files` at HEAD),_CENTRAL_OR_VAV_FAMILIES@openubem/idf/hvac.py=PRESENT(found in HEAD content of openubem/idf/hvac.py) || _RESIDENTIAL_ARCHETYPES@openubem/idf/hvac.py=PRESENT(found in HEAD content of openubem/idf/hvac.py),,PRESENT,
docs/docs_DONE/LOADS & SCHEDULES/hvac-ServiceLoads/remediation/PLAN_phaseE_CPD_remediation.md,240,CP-R1.9-cooking,kitchen-exhaust area-scaling + operating schedule (manager-authored),2026-06-27,PRESENT,openubem/data/loads/cooking_by_archetype.json=PRESENT(in `git ls-files` at HEAD) || openubem/idf/cooking.py=PRESENT(in `git ls-files` at HEAD) || tests/test_cooking.py=PRESENT(in `git ls-files` at HEAD),Design_Flow_Rate@openubem/idf/cooking.py=PRESENT(found in HEAD content of openubem/idf/cooking.py),,PRESENT,
docs/docs_DONE/LOADS & SCHEDULES/hvac-ServiceLoads/remediation/PLAN_phaseE_CPD_remediation.md,308,R-B2.2,Complete B2 at the `verify_and_repair` layer (manager-authored),2026-06-27,PRESENT,scripts/validation/v12_cell_pipeline.py=PRESENT(in `git ls-files` at HEAD),verify_and_repair@scripts/validation/v12_cell_pipeline.py=PRESENT(found in HEAD content of scripts/validation/v12_cell_pipeline.py),,PRESENT,
docs/docs_DONE/LOADS & SCHEDULES/scheduleDigitization/PLAN_oq2-schedule-digitization.md,167,T01,Fetch 7 missing STD2013 prototype IDFs,2026-06-17,UNCHECKABLE,,,,UNCHECKABLE,
docs/docs_DONE/LOADS & SCHEDULES/scheduleDigitization/PLAN_oq2-schedule-digitization.md,179,T02,Parse schedules from IDFs + build PROVENANCE.md,2026-06-17,PRESENT,scripts/diagnostics/parse_doe_schedules.py=PRESENT(in `git ls-files` at HEAD),,,PRESENT,
docs/docs_DONE/LOADS & SCHEDULES/scheduleDigitization/PLAN_oq2-schedule-digitization.md,224,T04,Rewrite schedule generation in build_schedules_json.py,2026-06-17,PRESENT,scripts/build_schedules_json.py=PRESENT(in `git ls-files` at HEAD),,,PRESENT,
docs/docs_DONE/LOADS & SCHEDULES/scheduleDigitization/PLAN_oq2-schedule-digitization.md,230,T05,Regenerate doe_schedules.json + full suite,2026-06-17,PRESENT,openubem/data/schedules/doe_schedules.json=PRESENT(in `git ls-files` at HEAD),,,PRESENT,
docs/docs_DONE/LOADS & SCHEDULES/serviceLoads/PLAN_service-loads-reconstruction_2026-06-17.md,300,T01,Coefficient JSON,2026-06-17,PRESENT,openubem/data/service_loads/enduse_fractions_table4.json=PRESENT(in `git ls-files` at HEAD),,,PRESENT,
docs/docs_DONE/LOADS & SCHEDULES/serviceLoads/PLAN_service-loads-reconstruction_2026-06-17.md,306,T02,Loader + validation,2026-06-17,PRESENT,openubem/results/service_loads.py=PRESENT(in `git ls-files` at HEAD),load_coefficients@openubem/results/service_loads.py=PRESENT(found in HEAD content of openubem/results/service_loads.py),,PRESENT,
docs/docs_DONE/LOADS & SCHEDULES/serviceLoads/PLAN_service-loads-reconstruction_2026-06-17.md,312,T03,Single-building reconstruction,2026-06-17,PRESENT,openubem/results/service_loads.py=PRESENT(in `git ls-files` at HEAD),reconstruct_building@openubem/results/service_loads.py=PRESENT(found in HEAD content of openubem/results/service_loads.py),,PRESENT,
docs/docs_DONE/LOADS & SCHEDULES/serviceLoads/PLAN_service-loads-reconstruction_2026-06-17.md,318,T04,DataFrame reconstruction,2026-06-17,PRESENT,openubem/results/service_loads.py=PRESENT(in `git ls-files` at HEAD),reconstruct_frame@openubem/results/service_loads.py=PRESENT(found in HEAD content of openubem/results/service_loads.py),,PRESENT,
docs/docs_DONE/LOADS & SCHEDULES/serviceLoads/PLAN_service-loads-reconstruction_2026-06-17.md,324,T05,Per-cell driver,2026-06-17,PRESENT,openubem/results/service_loads.py=PRESENT(in `git ls-files` at HEAD),reconstruct_cell@openubem/results/service_loads.py=PRESENT(found in HEAD content of openubem/results/service_loads.py),,PRESENT,
docs/docs_DONE/LOADS & SCHEDULES/serviceLoads/PLAN_service-loads-reconstruction_2026-06-17.md,330,T06,CLI,2026-06-17,PRESENT,scripts/reconstruct_service_loads.py=PRESENT(in `git ls-files` at HEAD),,,PRESENT,
docs/docs_DONE/LOADS & SCHEDULES/serviceLoads/PLAN_service-loads-reconstruction_2026-06-17.md,336,T07,Tests,2026-06-17,PRESENT,tests/test_service_loads.py=PRESENT(in `git ls-files` at HEAD),,,PRESENT,
docs/docs_DONE/LOADS & SCHEDULES/serviceLoads/PLAN_service-loads-reconstruction_2026-06-17.md,342,T08,Generate the consolidated CSV,2026-06-17,PRESENT,scripts/reconstruct_service_loads.py=PRESENT(in `git ls-files` at HEAD),,,PRESENT,
docs/docs_DONE/LOADS & SCHEDULES/serviceLoads/PLAN_service-loads-reconstruction_2026-06-17.md,366,T09,Round-trip re-evaluation (gap closure),2026-06-17,UNCHECKABLE,,,,UNCHECKABLE,
docs/docs_DONE/LOADS & SCHEDULES/serviceLoads/PLAN_service-loads-reconstruction_2026-06-17.md,379,T12,Map coverage + building-fixed round-trip,2026-06-17,PRESENT,openubem/data/service_loads/enduse_fractions_table4.json=PRESENT(in `git ls-files` at HEAD) || scripts/reconstruct_service_loads.py=PRESENT(in `git ls-files` at HEAD) || tests/test_service_loads.py=PRESENT(in `git ls-files` at HEAD),roundtrip_reeval@scripts/reconstruct_service_loads.py=PRESENT(found in HEAD content of scripts/reconstruct_service_loads.py) || main@scripts/reconstruct_service_loads.py=PRESENT(found in HEAD content of scripts/reconstruct_service_loads.py) || TestArchetypeMapCoversMatrix@tests/test_service_loads.py=PRESENT(found in HEAD content of tests/test_service_loads.py) || TestRoundtripReconBuildingFixed@tests/test_service_loads.py=PRESENT(found in HEAD content of tests/test_service_loads.py),,PRESENT,
docs/docs_DONE/LOADS & SCHEDULES/serviceLoads/PLAN_service-loads-reconstruction_2026-06-17.md,404,T10,(MANAGER) V16 analysis memo,2026-06-17,UNCHECKABLE,,,,UNCHECKABLE,
docs/docs_DONE/OUTDOOR/UTCI/e-utci-09/PLAN_e-utci-09_investigation.md,270,I01,Full 12-cell characterization,2026-07-25,PRESENT,openubem/outputs/comparisons/i01_e_utci_09_12cell_characterization.csv=PRESENT(in `git ls-files` at HEAD),,,PRESENT,
docs/docs_DONE/OUTDOOR/UTCI/e-utci-09/PLAN_e-utci-09_investigation.md,343,I02,Candidate external height data source survey,2026-07-25,UNCHECKABLE,,,,UNCHECKABLE,
docs/docs_DONE/OUTDOOR/UTCI/e-utci-09/PLAN_e-utci-09_investigation.md,390,I03,Structural test of the existing imputation infrastructure,2026-07-25,PRESENT,openubem/semantic/spatial_impute.py=PRESENT(in `git ls-files` at HEAD) || openubem/semantic/imputation.py=PRESENT(in `git ls-files` at HEAD) || openubem/config.py=PRESENT(in `git ls-files` at HEAD) || openubem/outputs/comparisons/i03_knn_fill_default_radius.csv=PRESENT(in `git ls-files` at HEAD) || openubem/outputs/comparisons/i03_knn_fill_radius_probe.csv=PRESENT(in `git ls-files` at HEAD) || openubem/outputs/comparisons/i03_impute_column_comparison.csv=PRESENT(in `git ls-files` at HEAD),,,PRESENT,
docs/docs_DONE/OUTDOOR/UTCI/e-utci-09/PLAN_e-utci-09_investigation.md,447,I04,Candidate fix shapes synthesis,2026-07-25,UNCHECKABLE,,,,UNCHECKABLE,
docs/docs_DONE/OUTDOOR/UTCI/e-utci-09/PLAN_e-utci-09_investigation.md,478,CP-INV,investigation synthesis,2026-07-25,UNCHECKABLE,,,,UNCHECKABLE,
docs/docs_DONE/OUTDOOR/UTCI/implementation/PLAN_utci_microclimate_implementation.md,1359,T01,"Package skeleton, config block, dependency promotion",2026-07-23,PRESENT,openubem/microclimate/__init__.py=PRESENT(in `git ls-files` at HEAD) || openubem/config.py=PRESENT(in `git ls-files` at HEAD),,,PRESENT,
docs/docs_DONE/OUTDOOR/UTCI/implementation/PLAN_utci_microclimate_implementation.md,1369,T02,EPW hourly body parser,2026-07-23,PRESENT,openubem/microclimate/epw_hourly.py=PRESENT(in `git ls-files` at HEAD) || tests/test_microclimate_epw_hourly.py=PRESENT(in `git ls-files` at HEAD),,,PRESENT,
docs/docs_DONE/OUTDOOR/UTCI/implementation/PLAN_utci_microclimate_implementation.md,1388,T03,Psychrometrics,2026-07-23,PRESENT,openubem/microclimate/psychro.py=PRESENT(in `git ls-files` at HEAD) || tests/test_microclimate_psychro.py=PRESENT(in `git ls-files` at HEAD),,,PRESENT,
docs/docs_DONE/OUTDOOR/UTCI/implementation/PLAN_utci_microclimate_implementation.md,1397,T04,Solar position,2026-07-23,PRESENT,openubem/microclimate/solar.py=PRESENT(in `git ls-files` at HEAD) || tests/test_microclimate_solar.py=PRESENT(in `git ls-files` at HEAD) || tests/fixtures/solar_position_reference.csv=PRESENT(in `git ls-files` at HEAD) || tests/fixtures/README_solar_position.md=PRESENT(in `git ls-files` at HEAD),,,PRESENT,
docs/docs_DONE/OUTDOOR/UTCI/implementation/PLAN_utci_microclimate_implementation.md,1422,T05,Bröde 210-coefficient operational polynomial,2026-07-23,PRESENT,openubem/microclimate/utci.py=PRESENT(in `git ls-files` at HEAD),_brode_polynomial_offset@openubem/microclimate/utci.py=PRESENT(found in HEAD content of openubem/microclimate/utci.py) || utci_approx@openubem/microclimate/utci.py=PRESENT(found in HEAD content of openubem/microclimate/utci.py),,PRESENT,
docs/docs_DONE/OUTDOOR/UTCI/implementation/PLAN_utci_microclimate_implementation.md,1442,T06,Reference-table exactness gate,2026-07-23,PRESENT,tests/fixtures/utci_reference_table.csv=PRESENT(in `git ls-files` at HEAD) || tests/test_microclimate_utci.py=PRESENT(in `git ls-files` at HEAD),,,PRESENT,
docs/docs_DONE/OUTDOOR/UTCI/implementation/PLAN_utci_microclimate_implementation.md,1471,T07,Stress categories & official palette,2026-07-23,PRESENT,openubem/microclimate/utci.py=PRESENT(in `git ls-files` at HEAD) || tests/test_microclimate_utci.py=PRESENT(in `git ls-files` at HEAD),UTCI_CLASSES@openubem/microclimate/utci.py=PRESENT(found in HEAD content of openubem/microclimate/utci.py) || classify_stress@openubem/microclimate/utci.py=PRESENT(found in HEAD content of openubem/microclimate/utci.py) || MUNICIPAL_TIERS@tests/test_microclimate_utci.py=PRESENT(found in HEAD content of tests/test_microclimate_utci.py) || municipal_risk_tier@tests/test_microclimate_utci.py=PRESENT(found in HEAD content of tests/test_microclimate_utci.py),,PRESENT,
docs/docs_DONE/OUTDOOR/UTCI/implementation/PLAN_utci_microclimate_implementation.md,1510,T08,Raster domain builder,2026-07-23,NEVER-COMMITTED,openubem/microclimate/domain.py=PRESENT(in `git ls-files` at HEAD) || tests/fixtures/synthetic_canyon.py=PRESENT(in `git ls-files` at HEAD) || tests/fixtures/synthetic_canyon.gpkg=PRESENT(in `git ls-files` at HEAD) || tests/test_microclimate_domain.py=PRESENT(in `git ls-files` at HEAD),"build_domain@openubem/microclimate/domain.py=PRESENT(found in HEAD content of openubem/microclimate/domain.py) || _grid_spec@openubem/microclimate/domain.py=PRESENT(found in HEAD content of openubem/microclimate/domain.py) || _rasterize_landcover_tier1@tests/fixtures/synthetic_canyon.py=NEVER-COMMITTED(git log --all -S""_rasterize_landcover_tier1"" -- ""tests/fixtures/synthetic_canyon.py"")",,PRESENT,CORRECTED FROM NEVER-COMMITTED (symbol-attribution heuristic error): _rasterize_landcover_tier1 exists at HEAD in openubem/microclimate/domain.py -- mis-paired; file-level PRESENT
docs/docs_DONE/OUTDOOR/UTCI/implementation/PLAN_utci_microclimate_implementation.md,1526,T09,"Vegetation layer (tiered, opt-in)",2026-07-23,PRESENT,openubem/microclimate/domain.py=PRESENT(in `git ls-files` at HEAD) || tests/test_microclimate_domain.py=PRESENT(in `git ls-files` at HEAD) || openubem/microclimate/svf.py=PRESENT(in `git ls-files` at HEAD) || tests/test_microclimate_svf.py=PRESENT(in `git ls-files` at HEAD),build_vegetation@openubem/microclimate/domain.py=PRESENT(found in HEAD content of openubem/microclimate/domain.py) || deciduous_transmissivity@openubem/microclimate/domain.py=PRESENT(found in HEAD content of openubem/microclimate/domain.py) || compute_svf@openubem/microclimate/svf.py=PRESENT(found in HEAD content of openubem/microclimate/svf.py) || _step_distances@openubem/microclimate/svf.py=PRESENT(found in HEAD content of openubem/microclimate/svf.py) || domain_hash@openubem/microclimate/svf.py=PRESENT(found in HEAD content of openubem/microclimate/svf.py),,PRESENT,
docs/docs_DONE/OUTDOOR/UTCI/implementation/PLAN_utci_microclimate_implementation.md,1658,T10,"CP-2 gate updated to height-adjusted target, VERIFIED PASSING",2026-07-24,PRESENT,tests/test_microclimate_svf.py=PRESENT(in `git ls-files` at HEAD),test_analytic_canyon_gate@tests/test_microclimate_svf.py=PRESENT(found in HEAD content of tests/test_microclimate_svf.py),,PRESENT,
docs/docs_DONE/OUTDOOR/UTCI/implementation/PLAN_utci_microclimate_implementation.md,1680,T11,Shadow casting,2026-07-24,NEVER-COMMITTED,openubem/microclimate/shadow.py=PRESENT(in `git ls-files` at HEAD) || tests/test_microclimate_shadow.py=PRESENT(in `git ls-files` at HEAD),"cast_shadows@openubem/microclimate/shadow.py=PRESENT(found in HEAD content of openubem/microclimate/shadow.py) || _building_shadow_from_horizon@openubem/microclimate/shadow.py=PRESENT(found in HEAD content of openubem/microclimate/shadow.py) || _vegetation_transmission@tests/test_microclimate_shadow.py=NEVER-COMMITTED(git log --all -S""_vegetation_transmission"" -- ""tests/test_microclimate_shadow.py"")",,PRESENT,CORRECTED FROM NEVER-COMMITTED (symbol-attribution heuristic error): _vegetation_transmission exists at HEAD in openubem/microclimate/shadow.py -- mis-paired; file-level PRESENT
docs/docs_DONE/OUTDOOR/UTCI/implementation/PLAN_utci_microclimate_implementation.md,1805,T12,Ground surface temperature,2026-07-24,NEVER-COMMITTED,openubem/microclimate/surfaces.py=PRESENT(in `git ls-files` at HEAD) || tests/test_microclimate_surfaces.py=PRESENT(in `git ls-files` at HEAD),"ground_temperature@openubem/microclimate/surfaces.py=PRESENT(found in HEAD content of openubem/microclimate/surfaces.py) || ground_temperature_empirical@openubem/microclimate/surfaces.py=PRESENT(found in HEAD content of openubem/microclimate/surfaces.py) || EMPIRICAL_GROUND_OFFSET_C@tests/test_microclimate_surfaces.py=NEVER-COMMITTED(git log --all -S""EMPIRICAL_GROUND_OFFSET_C"" -- ""tests/test_microclimate_surfaces.py"")",,PRESENT,CORRECTED FROM NEVER-COMMITTED (symbol-attribution heuristic error): EMPIRICAL_GROUND_OFFSET_C exists at HEAD in openubem/microclimate/surfaces.py -- mis-paired; file-level PRESENT
docs/docs_DONE/OUTDOOR/UTCI/implementation/PLAN_utci_microclimate_implementation.md,1860,T13,Wall surface temperature (two tiers),2026-07-24,NEVER-COMMITTED,openubem/microclimate/surfaces.py=PRESENT(in `git ls-files` at HEAD) || openubem/microclimate/resim.py=PRESENT(in `git ls-files` at HEAD) || tests/test_microclimate_surfaces.py=PRESENT(in `git ls-files` at HEAD) || tests/test_microclimate_resim.py=PRESENT(in `git ls-files` at HEAD) || openubem/microclimate/mrt.py=PRESENT(in `git ls-files` at HEAD) || tests/test_microclimate_mrt.py=PRESENT(in `git ls-files` at HEAD),"wall_temperature_empirical@openubem/microclimate/surfaces.py=PRESENT(found in HEAD content of openubem/microclimate/surfaces.py) || WALL_DELTA_PEAK_C@openubem/microclimate/resim.py=NEVER-COMMITTED(git log --all -S""WALL_DELTA_PEAK_C"" -- ""openubem/microclimate/resim.py"") || extract_idf_archive@openubem/microclimate/resim.py=PRESENT(found in HEAD content of openubem/microclimate/resim.py) || compute_tmrt@openubem/microclimate/mrt.py=PRESENT(found in HEAD content of openubem/microclimate/mrt.py) || fp_projected_area_factor@openubem/microclimate/mrt.py=PRESENT(found in HEAD content of openubem/microclimate/mrt.py) || view_factors@openubem/microclimate/mrt.py=PRESENT(found in HEAD content of openubem/microclimate/mrt.py) || K_refl@openubem/microclimate/mrt.py=PRESENT(found in HEAD content of openubem/microclimate/mrt.py)",,PRESENT,CORRECTED FROM NEVER-COMMITTED (symbol-attribution heuristic error): WALL_DELTA_PEAK_C exists at HEAD in openubem/microclimate/surfaces.py -- mis-paired; file-level PRESENT
docs/docs_DONE/OUTDOOR/UTCI/implementation/PLAN_utci_microclimate_implementation.md,2249,T15,Pedestrian wind field,2026-07-24,PRESENT,openubem/microclimate/wind.py=PRESENT(in `git ls-files` at HEAD) || tests/test_microclimate_wind.py=PRESENT(in `git ls-files` at HEAD),cost730_factor@openubem/microclimate/wind.py=PRESENT(found in HEAD content of openubem/microclimate/wind.py) || pedestrian_wind_cost730@openubem/microclimate/wind.py=PRESENT(found in HEAD content of openubem/microclimate/wind.py),,PRESENT,
docs/docs_DONE/OUTDOOR/UTCI/implementation/PLAN_utci_microclimate_implementation.md,2275,T16,Air temperature field,2026-07-24,PRESENT,openubem/microclimate/airtemp.py=PRESENT(in `git ls-files` at HEAD) || tests/test_microclimate_airtemp.py=PRESENT(in `git ls-files` at HEAD),air_temperature_field_tier0@openubem/microclimate/airtemp.py=PRESENT(found in HEAD content of openubem/microclimate/airtemp.py) || air_temperature_field@tests/test_microclimate_airtemp.py=PRESENT(found in HEAD content of tests/test_microclimate_airtemp.py),,PRESENT,
docs/docs_DONE/OUTDOOR/UTCI/implementation/PLAN_utci_microclimate_implementation.md,2357,T17,Analysis window selection,2026-07-24,PRESENT,openubem/microclimate/window.py=PRESENT(in `git ls-files` at HEAD) || tests/test_microclimate_window.py=PRESENT(in `git ls-files` at HEAD),select_window@openubem/microclimate/window.py=PRESENT(found in HEAD content of openubem/microclimate/window.py) || AnnualEnergyPlusWindowRefusedError@tests/test_microclimate_window.py=PRESENT(found in HEAD content of tests/test_microclimate_window.py),,PRESENT,
docs/docs_DONE/OUTDOOR/UTCI/implementation/PLAN_utci_microclimate_implementation.md,2378,T19,Raster I/O & palette,2026-07-24,PRESENT,openubem/microclimate/raster_io.py=PRESENT(in `git ls-files` at HEAD) || tests/test_microclimate_raster_io.py=PRESENT(in `git ls-files` at HEAD),write_geotiff@openubem/microclimate/raster_io.py=PRESENT(found in HEAD content of openubem/microclimate/raster_io.py) || write_cog@openubem/microclimate/raster_io.py=PRESENT(found in HEAD content of openubem/microclimate/raster_io.py) || apply_utci_palette@tests/test_microclimate_raster_io.py=PRESENT(found in HEAD content of tests/test_microclimate_raster_io.py) || write_classified_geotiff@tests/test_microclimate_raster_io.py=PRESENT(found in HEAD content of tests/test_microclimate_raster_io.py),,PRESENT,
docs/docs_DONE/OUTDOOR/UTCI/implementation/PLAN_utci_microclimate_implementation.md,2402,T20,Exposure metrics & parcel aggregation,2026-07-24,PRESENT,openubem/microclimate/exposure.py=PRESENT(in `git ls-files` at HEAD) || tests/test_microclimate_exposure.py=PRESENT(in `git ls-files` at HEAD),person_hours_extreme_heat@openubem/microclimate/exposure.py=PRESENT(found in HEAD content of openubem/microclimate/exposure.py) || cumulative_thermal_stress_index@tests/test_microclimate_exposure.py=PRESENT(found in HEAD content of tests/test_microclimate_exposure.py) || aggregate_to_parcels@tests/test_microclimate_exposure.py=PRESENT(found in HEAD content of tests/test_microclimate_exposure.py),,PRESENT,
docs/docs_DONE/OUTDOOR/UTCI/implementation/PLAN_utci_microclimate_implementation.md,2426,T18,Stage 6 orchestrator,2026-07-24,NEVER-COMMITTED,openubem/microclimate/__init__.py=PRESENT(in `git ls-files` at HEAD) || scripts/run_step6_microclimate.py=PRESENT(in `git ls-files` at HEAD) || tests/test_microclimate_step6.py=PRESENT(in `git ls-files` at HEAD) || openubem/microclimate/mrt.py=PRESENT(in `git ls-files` at HEAD) || openubem/microclimate/wind.py=PRESENT(in `git ls-files` at HEAD) || tests/test_microclimate_resim.py=PRESENT(in `git ls-files` at HEAD) || openubem/acquisition/epw_manager.py=PRESENT(in `git ls-files` at HEAD),"run_step6@openubem/microclimate/__init__.py=PRESENT(found in HEAD content of openubem/microclimate/__init__.py) || _run_tier2_wall_temps@tests/test_microclimate_step6.py=NEVER-COMMITTED(git log --all -S""_run_tier2_wall_temps"" -- ""tests/test_microclimate_step6.py"")",,PRESENT,CORRECTED FROM NEVER-COMMITTED (symbol-attribution heuristic error): _run_tier2_wall_temps exists at HEAD in openubem/microclimate/__init__.py -- mis-paired; file-level PRESENT
docs/docs_DONE/OUTDOOR/UTCI/implementation/PLAN_utci_microclimate_implementation.md,2524,T21,Figures,2026-07-24,PRESENT,openubem/microclimate/figures.py=PRESENT(in `git ls-files` at HEAD) || tests/test_microclimate_figures.py=PRESENT(in `git ls-files` at HEAD) || openubem/viz/context_features.py=PRESENT(in `git ls-files` at HEAD),required_caption@openubem/microclimate/figures.py=PRESENT(found in HEAD content of openubem/microclimate/figures.py) || plot_five_panel@openubem/microclimate/figures.py=PRESENT(found in HEAD content of openubem/microclimate/figures.py) || plot_diurnal_curve@tests/test_microclimate_figures.py=PRESENT(found in HEAD content of tests/test_microclimate_figures.py) || plot_stress_histogram@tests/test_microclimate_figures.py=PRESENT(found in HEAD content of tests/test_microclimate_figures.py),,PRESENT,
docs/docs_DONE/OUTDOOR/UTCI/implementation/PLAN_utci_microclimate_implementation.md,2615,T23,Register the outdoor measurements in the platform documentation,2026-07-24,NEVER-COMMITTED,openubem/microclimate/wind.py=PRESENT(in `git ls-files` at HEAD) || tests/test_microclimate_wind.py=PRESENT(in `git ls-files` at HEAD) || openubem/microclimate/__init__.py=PRESENT(in `git ls-files` at HEAD),"pedestrian_wind@openubem/microclimate/__init__.py=PRESENT(found in HEAD content of openubem/microclimate/__init__.py) || wind_macdonald_domain_invalid_cell_hours@tests/test_microclimate_wind.py=NEVER-COMMITTED(git log --all -S""wind_macdonald_domain_invalid_cell_hours"" -- ""tests/test_microclimate_wind.py"")",,PRESENT,CORRECTED FROM NEVER-COMMITTED (symbol-attribution heuristic error): wind_macdonald_domain_invalid_cell_hours exists at HEAD in wind.py/__init__.py -- mis-paired; file-level PRESENT
docs/docs_DONE/OUTDOOR/UTCI/implementation/PLAN_utci_microclimate_implementation.md,2928,T24,Mitigation scenario engine,2026-07-24,NEVER-COMMITTED,openubem/microclimate/scenarios.py=PRESENT(in `git ls-files` at HEAD) || openubem/microclimate/__init__.py=PRESENT(in `git ls-files` at HEAD) || tests/test_microclimate_scenarios.py=PRESENT(in `git ls-files` at HEAD) || openubem/microclimate/domain.py=PRESENT(in `git ls-files` at HEAD) || openubem/microclimate/mrt.py=PRESENT(in `git ls-files` at HEAD) || openubem/microclimate/shadow.py=PRESENT(in `git ls-files` at HEAD) || openubem/microclimate/airtemp.py=PRESENT(in `git ls-files` at HEAD),"run_step6_scenario@openubem/microclimate/scenarios.py=PRESENT(found in HEAD content of openubem/microclimate/scenarios.py) || EXPECTED_DELTA_UTCI_RANGE_C@openubem/microclimate/scenarios.py=PRESENT(found in HEAD content of openubem/microclimate/scenarios.py) || ACHIEVABLE_DELTA_UTCI_RANGE_C@openubem/microclimate/__init__.py=NEVER-COMMITTED(git log --all -S""ACHIEVABLE_DELTA_UTCI_RANGE_C"" -- ""openubem/microclimate/__init__.py"")",,PRESENT,CORRECTED FROM NEVER-COMMITTED (symbol-attribution heuristic error): ACHIEVABLE_DELTA_UTCI_RANGE_C exists at HEAD in scenarios.py/test file -- mis-paired; file-level PRESENT
docs/docs_DONE/OUTDOOR/UTCI/implementation/PLAN_utci_microclimate_implementation.md,3001,T25,3D viewer integration,2026-07-24,PRESENT,openubem/viz/utci_layer.py=PRESENT(in `git ls-files` at HEAD) || openubem/viz/basemap_raster.py=PRESENT(in `git ls-files` at HEAD) || openubem/viz/viewer_export.py=PRESENT(in `git ls-files` at HEAD) || openubem/results/__init__.py=PRESENT(in `git ls-files` at HEAD) || openubem/viz/shell/BUILD.md=PRESENT(in `git ls-files` at HEAD) || scripts/run_step6_microclimate.py=PRESENT(in `git ls-files` at HEAD) || scripts/cluster/t26_harvest_utci_cluster.py=PRESENT(in `git ls-files` at HEAD) || scripts/cluster/t18_harvest_layout_assign.py=PRESENT(in `git ls-files` at HEAD) || openubem/outputs/comparisons/t26_utci_cluster_cell_summary.csv=PRESENT(in `git ls-files` at HEAD),bake_utci_layer@openubem/viz/utci_layer.py=PRESENT(found in HEAD content of openubem/viz/utci_layer.py) || _load_utci_layer@openubem/viz/viewer_export.py=PRESENT(found in HEAD content of openubem/viz/viewer_export.py) || export_viewer@openubem/results/__init__.py=PRESENT(found in HEAD content of openubem/results/__init__.py),,PRESENT,
docs/docs_DONE/OUTDOOR/UTCI/implementation/sub-plans/DONE-PLAN_e-utci-09_height_backfill.md,597,T01,Offline audit: prove the fusion height path is inert today,2026-07-25,UNCHECKABLE,,,,UNCHECKABLE,
docs/docs_DONE/OUTDOOR/UTCI/implementation/sub-plans/DONE-PLAN_e-utci-09_height_backfill.md,631,T02,Offline end-to-end proof of `fuse()` on the committed Overture slice,2026-07-25,UNCHECKABLE,,,,UNCHECKABLE,
docs/docs_DONE/OUTDOOR/UTCI/implementation/sub-plans/DONE-PLAN_e-utci-09_height_backfill.md,806,T03,Config surface for the fusion sources (default-OFF),2026-07-25,PRESENT,openubem/config.py=PRESENT(in `git ls-files` at HEAD),HEIGHT_CACHE_DIR@openubem/config.py=PRESENT(found in HEAD content of openubem/config.py),,PRESENT,
docs/docs_DONE/OUTDOOR/UTCI/implementation/sub-plans/DONE-PLAN_e-utci-09_height_backfill.md,858,T04,Bounding boxes + cache layout for the 4 affected tracts,2026-07-25,PRESENT,openubem/acquisition/height_cache.py=PRESENT(in `git ls-files` at HEAD),,,PRESENT,
docs/docs_DONE/OUTDOOR/UTCI/implementation/sub-plans/DONE-PLAN_e-utci-09_height_backfill.md,920,T05,Scoped one-off Overture pull,2026-07-25,PRESENT,openubem/outputs/comparisons/t06_e_utci_09_height_coverage_census.csv=PRESENT(in `git ls-files` at HEAD),,,PRESENT,
docs/docs_DONE/OUTDOOR/UTCI/implementation/sub-plans/DONE-PLAN_e-utci-09_height_backfill.md,1134,T07,Route `height_m` through the fusion tier with provenance tokens,2026-07-25,NEVER-COMMITTED,openubem/semantic/imputation.py=PRESENT(in `git ls-files` at HEAD) || openubem/config.py=PRESENT(in `git ls-files` at HEAD),"_HEIGHT_FUSION_ATTRS@openubem/config.py=NEVER-COMMITTED(git log --all -S""_HEIGHT_FUSION_ATTRS"" -- ""openubem/config.py"") || IMPUTE_ENABLED_TIERS@openubem/config.py=PRESENT(found in HEAD content of openubem/config.py)",,PRESENT,CORRECTED FROM NEVER-COMMITTED (symbol-attribution heuristic error): _HEIGHT_FUSION_ATTRS exists at HEAD in openubem/semantic/imputation.py -- mis-paired with config.py mention; file-level PRESENT
