osm_id,source,label,label_coarse,evidence_strength,flagged_for_ruling,emitted,confidence,rule_token,match
1278921484,boston_downtown_500m,HighriseApartment,residential,strong,no,HighriseApartment,HIGH,RULE_RESIDENTIAL_TIER,True
1281242302,boston_downtown_500m,MediumOffice,commercial,strong,no,MediumOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
1281242303,boston_downtown_500m,MediumOffice,commercial,strong,no,MediumOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
1281831066,boston_downtown_500m,MediumOffice,commercial,strong,no,MediumOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
1390559443,boston_downtown_500m,FullServiceRestaurant,commercial,strong,no,FullServiceRestaurant,HIGH,RULE_FUNCTION_TAG,True
6778334,boston_downtown_500m,LargeOffice,commercial,strong,no,TallBuilding,HIGH,RULE_HIGHRISE,False
6778352,boston_downtown_500m,LargeOffice,commercial,strong,no,LargeOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
7135687,boston_downtown_500m,Courthouse,commercial,strong,no,Courthouse,HIGH,RULE_FUNCTION_TAG,True
7135707,boston_downtown_500m,OpenUBEMUnknown,commercial,strong,no,LargeOffice,LOW,FALLBACK_SIZE_DEFAULT,False
11195637,boston_downtown_500m,LargeOffice,commercial,strong,no,LargeOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
18890461,boston_downtown_500m,SmallOffice,commercial,strong,no,MediumOffice,MEDIUM,RULE_USE_CLASS_SIZE,False
28951633,chicago_loop_500m,LargeOffice,commercial,strong,no,SuperTallBuilding,HIGH,RULE_HIGHRISE,False
35601477,chicago_loop_500m,College,commercial,strong,no,College,MEDIUM,RULE_FUNCTION_TAG,True
35601478,chicago_loop_500m,College,commercial,strong,no,College,MEDIUM,RULE_FUNCTION_TAG,True
35601479,chicago_loop_500m,College,commercial,strong,no,College,MEDIUM,RULE_FUNCTION_TAG,True
64390087,chicago_loop_500m,MediumOffice,commercial,strong,no,LargeOffice,MEDIUM,RULE_USE_CLASS_SIZE,False
64391366,chicago_loop_500m,LargeOffice,commercial,strong,no,TallBuilding,HIGH,RULE_HIGHRISE,False
64391487,chicago_loop_500m,Courthouse,commercial,strong,no,SuperTallBuilding,HIGH,RULE_HIGHRISE,False
64391613,chicago_loop_500m,MediumOffice,commercial,strong,no,LargeOffice,MEDIUM,RULE_USE_CLASS_SIZE,False
64393495,chicago_loop_500m,SmallOffice,commercial,strong,no,LargeOffice,MEDIUM,RULE_USE_CLASS_SIZE,False
64398410,chicago_loop_500m,LargeOffice,commercial,strong,no,SuperTallBuilding,HIGH,RULE_HIGHRISE,False
64888073,chicago_loop_500m,LargeOffice,commercial,strong,no,TallBuilding,HIGH,RULE_HIGHRISE,False
64888136,chicago_loop_500m,Courthouse,commercial,strong,no,Courthouse,HIGH,RULE_FUNCTION_TAG,True
64888155,chicago_loop_500m,LargeOffice,commercial,strong,no,TallBuilding,HIGH,RULE_HIGHRISE,False
64888193,chicago_loop_500m,LargeOffice,commercial,strong,no,TallBuilding,HIGH,RULE_HIGHRISE,False
64888258,chicago_loop_500m,MediumOffice,commercial,strong,no,LargeOffice,MEDIUM,RULE_USE_CLASS_SIZE,False
64888389,chicago_loop_500m,Courthouse,commercial,strong,no,TallBuilding,HIGH,RULE_HIGHRISE,False
64888429,chicago_loop_500m,SmallOffice,commercial,strong,no,MediumOffice,MEDIUM,RULE_USE_CLASS_SIZE,False
64888440,chicago_loop_500m,LargeOffice,commercial,strong,no,SuperTallBuilding,HIGH,RULE_HIGHRISE,False
64888442,chicago_loop_500m,LargeOffice,commercial,strong,no,TallBuilding,HIGH,RULE_HIGHRISE,False
64889199,chicago_loop_500m,LargeOffice,commercial,strong,no,TallBuilding,HIGH,RULE_HIGHRISE,False
64889208,chicago_loop_500m,LargeOffice,commercial,strong,no,TallBuilding,HIGH,RULE_HIGHRISE,False
73671128,chicago_loop_500m,LargeOffice,commercial,strong,no,LargeOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
73672919,chicago_loop_500m,LargeOffice,commercial,strong,no,TallBuilding,HIGH,RULE_HIGHRISE,False
73683576,chicago_loop_500m,LargeOffice,commercial,strong,no,LargeOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
73685403,chicago_loop_500m,LargeOffice,commercial,strong,no,LargeOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
73693773,chicago_loop_500m,Courthouse,commercial,strong,no,TallBuilding,HIGH,RULE_HIGHRISE,False
73696288,chicago_loop_500m,Courthouse,commercial,strong,no,TallBuilding,HIGH,RULE_HIGHRISE,False
73706154,chicago_loop_500m,LargeOffice,commercial,strong,no,LargeOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
73711002,chicago_loop_500m,LargeHotel,commercial,strong,no,SuperTallBuilding,HIGH,RULE_HIGHRISE,False
73723924,chicago_loop_500m,LargeOffice,commercial,strong,no,TallBuilding,HIGH,RULE_HIGHRISE,False
73736266,chicago_loop_500m,College,commercial,strong,no,College,MEDIUM,RULE_FUNCTION_TAG,True
73743541,chicago_loop_500m,Courthouse,commercial,strong,no,Courthouse,HIGH,RULE_FUNCTION_TAG,True
73744743,chicago_loop_500m,College,commercial,strong,no,College,MEDIUM,RULE_FUNCTION_TAG,True
73744823,chicago_loop_500m,College,commercial,strong,no,College,MEDIUM,RULE_FUNCTION_TAG,True
73747639,chicago_loop_500m,FullServiceRestaurant,commercial,strong,no,FullServiceRestaurant,HIGH,RULE_FUNCTION_TAG,True
73747822,chicago_loop_500m,OpenUBEMUnknown,commercial,strong,no,OpenUBEMUnknown,LOW,FALLBACK_UNKNOWN,True
73748001,chicago_loop_500m,OpenUBEMUnknown,commercial,strong,no,OpenUBEMUnknown,LOW,FALLBACK_UNKNOWN,True
73751946,chicago_loop_500m,LargeOffice,commercial,strong,no,LargeOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
73751952,chicago_loop_500m,LargeOffice,commercial,strong,no,TallBuilding,HIGH,RULE_HIGHRISE,False
73754505,chicago_loop_500m,OpenUBEMUnknown,commercial,strong,no,OpenUBEMUnknown,LOW,FALLBACK_UNKNOWN,True
73763986,chicago_loop_500m,LargeOffice,commercial,strong,no,LargeOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
73766157,chicago_loop_500m,LargeOffice,commercial,strong,no,LargeOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
74268219,chicago_loop_500m,OpenUBEMUnknown,commercial,strong,no,OpenUBEMUnknown,LOW,FALLBACK_UNKNOWN,True
74268298,chicago_loop_500m,OpenUBEMUnknown,commercial,strong,no,OpenUBEMUnknown,LOW,FALLBACK_UNKNOWN,True
74268686,chicago_loop_500m,OpenUBEMUnknown,commercial,strong,no,OpenUBEMUnknown,LOW,FALLBACK_UNKNOWN,True
74268908,chicago_loop_500m,HighriseApartment,residential,strong,no,HighriseApartment,HIGH,RULE_RESIDENTIAL_TIER,True
74268911,chicago_loop_500m,MediumOffice,commercial,strong,no,MediumOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
74451017,chicago_loop_500m,LargeHotel,commercial,strong,no,LargeHotel,MEDIUM,RULE_LODGING_TIER,True
74451056,chicago_loop_500m,MediumOffice,commercial,strong,no,MediumOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
74451097,chicago_loop_500m,SmallOffice,commercial,strong,no,LargeOffice,MEDIUM,RULE_USE_CLASS_SIZE,False
108240964,chicago_loop_500m,Courthouse,commercial,strong,no,Courthouse,HIGH,RULE_FUNCTION_TAG,True
108240966,chicago_loop_500m,LargeOffice,commercial,strong,no,SuperTallBuilding,HIGH,RULE_HIGHRISE,False
108240968,chicago_loop_500m,Courthouse,commercial,strong,no,Courthouse,HIGH,RULE_FUNCTION_TAG,True
108240979,chicago_loop_500m,OpenUBEMUnknown,commercial,strong,no,OpenUBEMUnknown,LOW,FALLBACK_UNKNOWN,True
108240981,chicago_loop_500m,LargeOffice,commercial,strong,no,TallBuilding,HIGH,RULE_HIGHRISE,False
114824291,chicago_loop_500m,RetailStandalone,commercial,strong,no,RetailStandalone,HIGH,RULE_FUNCTION_TAG,True
124865434,chicago_loop_500m,Courthouse,commercial,strong,no,TallBuilding,HIGH,RULE_HIGHRISE,False
124865439,chicago_loop_500m,LargeOffice,commercial,strong,no,TallBuilding,HIGH,RULE_HIGHRISE,False
124865447,chicago_loop_500m,LargeOffice,commercial,strong,no,TallBuilding,HIGH,RULE_HIGHRISE,False
124865450,chicago_loop_500m,LargeOffice,commercial,strong,no,LargeOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
124865455,chicago_loop_500m,LargeOffice,commercial,strong,no,LargeOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
124865458,chicago_loop_500m,LargeOffice,commercial,strong,no,SuperTallBuilding,HIGH,RULE_HIGHRISE,False
124865459,chicago_loop_500m,LargeOffice,commercial,strong,no,TallBuilding,HIGH,RULE_HIGHRISE,False
124865461,chicago_loop_500m,LargeHotel,commercial,strong,no,LargeHotel,MEDIUM,RULE_LODGING_TIER,True
124865462,chicago_loop_500m,LargeOffice,commercial,strong,no,TallBuilding,HIGH,RULE_HIGHRISE,False
124865466,chicago_loop_500m,LargeOffice,commercial,strong,no,TallBuilding,HIGH,RULE_HIGHRISE,False
124865468,chicago_loop_500m,MediumOffice,commercial,strong,no,LargeOffice,MEDIUM,RULE_USE_CLASS_SIZE,False
124865472,chicago_loop_500m,LargeOffice,commercial,strong,no,TallBuilding,HIGH,RULE_HIGHRISE,False
124865475,chicago_loop_500m,OpenUBEMUnknown,commercial,strong,no,OpenUBEMUnknown,LOW,FALLBACK_UNKNOWN,True
124865478,chicago_loop_500m,MediumOffice,commercial,strong,no,MediumOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
124865479,chicago_loop_500m,LargeOffice,commercial,strong,no,TallBuilding,HIGH,RULE_HIGHRISE,False
124865481,chicago_loop_500m,LargeOffice,commercial,strong,no,TallBuilding,HIGH,RULE_HIGHRISE,False
124865483,chicago_loop_500m,OpenUBEMUnknown,commercial,strong,no,OpenUBEMUnknown,LOW,FALLBACK_UNKNOWN,True
124865485,chicago_loop_500m,LargeOffice,commercial,strong,no,LargeOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
124865486,chicago_loop_500m,College,commercial,strong,no,College,MEDIUM,RULE_FUNCTION_TAG,True
124865489,chicago_loop_500m,LargeOffice,commercial,strong,no,LargeOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
124865491,chicago_loop_500m,LargeOffice,commercial,strong,no,LargeOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
124865493,chicago_loop_500m,OpenUBEMUnknown,commercial,strong,no,OpenUBEMUnknown,LOW,FALLBACK_UNKNOWN,True
124865494,chicago_loop_500m,RetailStandalone,commercial,strong,no,RetailStandalone,HIGH,RULE_FUNCTION_TAG,True
124865495,chicago_loop_500m,LargeOffice,commercial,strong,no,LargeOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
124865497,chicago_loop_500m,SmallOffice,commercial,strong,no,LargeOffice,MEDIUM,RULE_USE_CLASS_SIZE,False
124873918,chicago_loop_500m,LargeOffice,commercial,strong,no,TallBuilding,HIGH,RULE_HIGHRISE,False
124873919,chicago_loop_500m,OpenUBEMUnknown,commercial,strong,no,LargeOffice,MEDIUM,RULE_USE_CLASS_SIZE,False
124873920,chicago_loop_500m,LargeOffice,commercial,strong,no,TallBuilding,HIGH,RULE_HIGHRISE,False
124873923,chicago_loop_500m,LargeOffice,commercial,strong,no,TallBuilding,HIGH,RULE_HIGHRISE,False
124873925,chicago_loop_500m,LargeOffice,commercial,strong,no,SuperTallBuilding,HIGH,RULE_HIGHRISE,False
124873926,chicago_loop_500m,LargeOffice,commercial,strong,no,TallBuilding,HIGH,RULE_HIGHRISE,False
124873928,chicago_loop_500m,MediumOffice,commercial,strong,no,MediumOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
124873930,chicago_loop_500m,SmallOffice,commercial,strong,no,LargeOffice,MEDIUM,RULE_USE_CLASS_SIZE,False
124873931,chicago_loop_500m,LargeOffice,commercial,strong,no,LargeOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
124873932,chicago_loop_500m,LargeOffice,commercial,strong,no,LargeOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
124873936,chicago_loop_500m,HighriseApartment,residential,strong,no,HighriseApartment,HIGH,RULE_RESIDENTIAL_TIER,True
124873938,chicago_loop_500m,LargeOffice,commercial,strong,no,LargeOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
124873939,chicago_loop_500m,LargeOffice,commercial,strong,no,TallBuilding,HIGH,RULE_HIGHRISE,False
124873941,chicago_loop_500m,MediumOffice,commercial,strong,no,MediumOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
124873943,chicago_loop_500m,MidriseApartment,residential,strong,no,HighriseApartment,MEDIUM,RULE_RESIDENTIAL_TIER,False
124873944,chicago_loop_500m,OpenUBEMUnknown,commercial,strong,no,OpenUBEMUnknown,LOW,FALLBACK_UNKNOWN,True
126982630,chicago_loop_500m,LargeOffice,commercial,strong,no,TallBuilding,HIGH,RULE_HIGHRISE,False
126982631,chicago_loop_500m,HighriseApartment,residential,strong,no,HighriseApartment,HIGH,RULE_RESIDENTIAL_TIER,True
126982632,chicago_loop_500m,LargeHotel,commercial,strong,no,LargeHotel,MEDIUM,RULE_LODGING_TIER,True
126982634,chicago_loop_500m,LargeOffice,commercial,strong,no,LargeOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
126982636,chicago_loop_500m,LargeOffice,commercial,strong,no,LargeOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
126982639,chicago_loop_500m,MediumOffice,commercial,strong,no,MediumOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
127107024,chicago_loop_500m,LargeOffice,commercial,strong,no,SuperTallBuilding,HIGH,RULE_HIGHRISE,False
127107026,chicago_loop_500m,HighriseApartment,residential,strong,no,HighriseApartment,HIGH,RULE_RESIDENTIAL_TIER,True
127107034,chicago_loop_500m,LargeOffice,commercial,strong,no,SuperTallBuilding,HIGH,RULE_HIGHRISE,False
131670516,chicago_loop_500m,HighriseApartment,residential,strong,no,HighriseApartment,HIGH,RULE_RESIDENTIAL_TIER,True
131670518,chicago_loop_500m,LargeOffice,commercial,strong,no,LargeOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
137060374,chicago_loop_500m,LargeOffice,commercial,thin,yes,TallBuilding,HIGH,RULE_HIGHRISE,False
144351492,chicago_loop_500m,LargeOffice,commercial,strong,no,TallBuilding,HIGH,RULE_HIGHRISE,False
144351493,chicago_loop_500m,LargeOffice,commercial,strong,no,TallBuilding,HIGH,RULE_HIGHRISE,False
144846547,chicago_loop_500m,LargeOffice,commercial,strong,no,SuperTallBuilding,HIGH,RULE_HIGHRISE,False
144846550,chicago_loop_500m,OpenUBEMUnknown,commercial,strong,no,OpenUBEMUnknown,LOW,FALLBACK_UNKNOWN,True
144846551,chicago_loop_500m,OpenUBEMUnknown,commercial,strong,no,OpenUBEMUnknown,LOW,FALLBACK_UNKNOWN,True
144846552,chicago_loop_500m,LargeHotel,commercial,strong,no,TallBuilding,HIGH,RULE_HIGHRISE,False
144846553,chicago_loop_500m,LargeHotel,commercial,strong,no,TallBuilding,HIGH,RULE_HIGHRISE,False
145080934,chicago_loop_500m,LargeOffice,commercial,strong,no,TallBuilding,HIGH,RULE_HIGHRISE,False
145080935,chicago_loop_500m,LargeOffice,commercial,strong,no,LargeOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
145080937,chicago_loop_500m,Courthouse,commercial,strong,no,Courthouse,HIGH,RULE_USE_CLASS,True
145080938,chicago_loop_500m,Courthouse,commercial,strong,no,Courthouse,HIGH,RULE_USE_CLASS,True
145203361,chicago_loop_500m,College,commercial,strong,no,College,MEDIUM,RULE_FUNCTION_TAG,True
145203362,chicago_loop_500m,College,commercial,strong,no,College,MEDIUM,RULE_FUNCTION_TAG,True
145203363,chicago_loop_500m,MediumOffice,commercial,strong,no,LargeOffice,MEDIUM,RULE_USE_CLASS_SIZE,False
145203366,chicago_loop_500m,LargeOffice,commercial,strong,no,TallBuilding,HIGH,RULE_HIGHRISE,False
145203367,chicago_loop_500m,LargeHotel,commercial,strong,no,TallBuilding,HIGH,RULE_HIGHRISE,False
145208573,chicago_loop_500m,LargeOffice,commercial,strong,no,LargeOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
145208574,chicago_loop_500m,HighriseApartment,residential,strong,no,HighriseApartment,HIGH,RULE_RESIDENTIAL_TIER,True
145208575,chicago_loop_500m,Courthouse,commercial,strong,no,MediumOffice,MEDIUM,RULE_USE_CLASS_SIZE,False
145208576,chicago_loop_500m,HighriseApartment,residential,strong,no,HighriseApartment,HIGH,RULE_RESIDENTIAL_TIER,True
145208577,chicago_loop_500m,LargeOffice,commercial,strong,no,TallBuilding,HIGH,RULE_HIGHRISE,False
145493030,chicago_loop_500m,OpenUBEMUnknown,commercial,strong,no,LargeOffice,MEDIUM,RULE_USE_CLASS_SIZE,False
145493033,chicago_loop_500m,MediumOffice,commercial,strong,no,MediumOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
145498709,chicago_loop_500m,OpenUBEMUnknown,commercial,strong,no,OpenUBEMUnknown,LOW,FALLBACK_UNKNOWN,True
145498711,chicago_loop_500m,LargeOffice,commercial,strong,no,LargeOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
145498712,chicago_loop_500m,LargeOffice,commercial,strong,no,LargeOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
145498713,chicago_loop_500m,LargeOffice,commercial,strong,no,LargeOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
145625873,chicago_loop_500m,LargeOffice,commercial,strong,no,TallBuilding,HIGH,RULE_HIGHRISE,False
145625874,chicago_loop_500m,MediumOffice,commercial,strong,no,LargeOffice,MEDIUM,RULE_USE_CLASS_SIZE,False
145625876,chicago_loop_500m,LargeOffice,commercial,strong,no,TallBuilding,HIGH,RULE_HIGHRISE,False
145625877,chicago_loop_500m,LargeHotel,commercial,strong,no,LargeHotel,MEDIUM,RULE_LODGING_TIER,True
145890499,chicago_loop_500m,LargeOffice,commercial,strong,no,TallBuilding,HIGH,RULE_HIGHRISE,False
145890500,chicago_loop_500m,LargeOffice,commercial,strong,no,TallBuilding,HIGH,RULE_HIGHRISE,False
147013357,chicago_loop_500m,LargeOffice,commercial,strong,no,TallBuilding,HIGH,RULE_HIGHRISE,False
147013358,chicago_loop_500m,LargeOffice,commercial,strong,no,TallBuilding,HIGH,RULE_HIGHRISE,False
147013361,chicago_loop_500m,LargeOffice,commercial,strong,no,TallBuilding,HIGH,RULE_HIGHRISE,False
147013781,chicago_loop_500m,Courthouse,commercial,strong,no,TallBuilding,HIGH,RULE_HIGHRISE,False
147013784,chicago_loop_500m,SmallOffice,commercial,strong,no,SmallOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
147013786,chicago_loop_500m,HighriseApartment,residential,strong,no,HighriseApartment,HIGH,RULE_RESIDENTIAL_TIER,True
147078399,chicago_loop_500m,MediumOffice,commercial,strong,no,LargeOffice,MEDIUM,RULE_USE_CLASS_SIZE,False
147095644,chicago_loop_500m,MediumOffice,commercial,strong,no,MediumOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
147095646,chicago_loop_500m,HighriseApartment,residential,strong,no,HighriseApartment,HIGH,RULE_RESIDENTIAL_TIER,True
147095652,chicago_loop_500m,OpenUBEMUnknown,commercial,strong,no,OpenUBEMUnknown,LOW,FALLBACK_UNKNOWN,True
147095656,chicago_loop_500m,SmallOffice,commercial,strong,no,SmallOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
147095658,chicago_loop_500m,HighriseApartment,residential,strong,no,HighriseApartment,HIGH,RULE_RESIDENTIAL_TIER,True
147095665,chicago_loop_500m,SmallOffice,commercial,strong,no,SmallOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
147095666,chicago_loop_500m,LargeOffice,commercial,strong,no,TallBuilding,HIGH,RULE_HIGHRISE,False
147095676,chicago_loop_500m,HighriseApartment,residential,strong,no,HighriseApartment,HIGH,RULE_RESIDENTIAL_TIER,True
147095680,chicago_loop_500m,OpenUBEMUnknown,commercial,strong,no,OpenUBEMUnknown,LOW,FALLBACK_UNKNOWN,True
147096404,chicago_loop_500m,RetailStandalone,commercial,strong,no,RetailStandalone,MEDIUM,RULE_FUNCTION_TAG,True
147096405,chicago_loop_500m,MediumOffice,commercial,strong,no,TallBuilding,HIGH,RULE_HIGHRISE,False
147096406,chicago_loop_500m,SmallOffice,commercial,strong,no,SmallOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
147096407,chicago_loop_500m,LargeHotel,commercial,strong,no,TallBuilding,HIGH,RULE_HIGHRISE,False
147096408,chicago_loop_500m,LargeOffice,commercial,strong,no,TallBuilding,HIGH,RULE_HIGHRISE,False
147096409,chicago_loop_500m,Courthouse,commercial,strong,no,Courthouse,HIGH,RULE_USE_CLASS,True
147096410,chicago_loop_500m,MediumOffice,commercial,strong,no,MediumOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
147350188,chicago_loop_500m,LargeOffice,commercial,strong,no,LargeOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
147350208,chicago_loop_500m,MediumOffice,commercial,strong,no,LargeOffice,MEDIUM,RULE_USE_CLASS_SIZE,False
147397536,chicago_loop_500m,LargeOffice,commercial,strong,no,LargeOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
147397537,chicago_loop_500m,LargeOffice,commercial,strong,no,LargeOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
147397538,chicago_loop_500m,LargeOffice,commercial,strong,no,TallBuilding,HIGH,RULE_HIGHRISE,False
147397541,chicago_loop_500m,OpenUBEMUnknown,commercial,strong,no,OpenUBEMUnknown,LOW,FALLBACK_UNKNOWN,True
147397542,chicago_loop_500m,OpenUBEMUnknown,commercial,strong,no,OpenUBEMUnknown,LOW,FALLBACK_UNKNOWN,True
147397544,chicago_loop_500m,LargeOffice,commercial,strong,no,TallBuilding,HIGH,RULE_HIGHRISE,False
147397545,chicago_loop_500m,LargeHotel,commercial,strong,no,TallBuilding,HIGH,RULE_HIGHRISE,False
147397547,chicago_loop_500m,HighriseApartment,residential,strong,no,HighriseApartment,HIGH,RULE_RESIDENTIAL_TIER,True
147397548,chicago_loop_500m,RetailStandalone,commercial,strong,no,RetailStandalone,MEDIUM,RULE_FUNCTION_TAG,True
147397549,chicago_loop_500m,HighriseApartment,residential,strong,no,HighriseApartment,HIGH,RULE_RESIDENTIAL_TIER,True
147397552,chicago_loop_500m,LargeOffice,commercial,strong,no,TallBuilding,HIGH,RULE_HIGHRISE,False
147397554,chicago_loop_500m,HighriseApartment,residential,strong,no,HighriseApartment,HIGH,RULE_RESIDENTIAL_TIER,True
147397556,chicago_loop_500m,LargeHotel,commercial,strong,no,LargeHotel,MEDIUM,RULE_LODGING_TIER,True
147398352,chicago_loop_500m,HighriseApartment,residential,strong,no,HighriseApartment,HIGH,RULE_RESIDENTIAL_TIER,True
147398353,chicago_loop_500m,SmallOffice,commercial,strong,no,SmallOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
147398357,chicago_loop_500m,RetailStandalone,commercial,strong,no,RetailStandalone,MEDIUM,RULE_FUNCTION_TAG,True
147398360,chicago_loop_500m,QuickServiceRestaurant,commercial,strong,no,QuickServiceRestaurant,HIGH,RULE_FUNCTION_TAG,True
147400406,chicago_loop_500m,HighriseApartment,residential,strong,no,HighriseApartment,HIGH,RULE_RESIDENTIAL_TIER,True
147400408,chicago_loop_500m,SmallOffice,commercial,strong,no,SmallOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
147400412,chicago_loop_500m,HighriseApartment,residential,strong,no,HighriseApartment,HIGH,RULE_RESIDENTIAL_TIER,True
147400425,chicago_loop_500m,MediumOffice,commercial,strong,no,MediumOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
147400427,chicago_loop_500m,SmallOffice,commercial,strong,no,SmallOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
147476135,chicago_loop_500m,LargeOffice,commercial,strong,no,LargeOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
147476136,chicago_loop_500m,MediumOffice,commercial,strong,no,MediumOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
147476140,chicago_loop_500m,MediumOffice,commercial,strong,no,MediumOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
147476145,chicago_loop_500m,MediumOffice,commercial,strong,no,MediumOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
147476152,chicago_loop_500m,LargeHotel,commercial,strong,no,LargeHotel,MEDIUM,RULE_LODGING_TIER,True
147476156,chicago_loop_500m,LargeHotel,commercial,strong,no,LargeHotel,MEDIUM,RULE_LODGING_TIER,True
147478105,chicago_loop_500m,LargeOffice,commercial,strong,no,TallBuilding,HIGH,RULE_HIGHRISE,False
147478106,chicago_loop_500m,RetailStandalone,commercial,strong,no,MediumOffice,MEDIUM,RULE_USE_CLASS_SIZE,False
147478372,chicago_loop_500m,MidriseApartment,residential,strong,no,HighriseApartment,MEDIUM,RULE_RESIDENTIAL_TIER,False
147478374,chicago_loop_500m,LargeOffice,commercial,strong,no,LargeOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
147482998,chicago_loop_500m,FullServiceRestaurant,commercial,strong,no,FullServiceRestaurant,HIGH,RULE_FUNCTION_TAG,True
147486325,chicago_loop_500m,LargeHotel,commercial,strong,no,TallBuilding,HIGH,RULE_HIGHRISE,False
147486327,chicago_loop_500m,LargeHotel,commercial,strong,no,LargeHotel,MEDIUM,RULE_LODGING_TIER,True
147489619,chicago_loop_500m,LargeHotel,commercial,thin,yes,LargeHotel,MEDIUM,RULE_LODGING_TIER,True
147489620,chicago_loop_500m,MediumOffice,commercial,strong,no,MediumOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
147489621,chicago_loop_500m,HighriseApartment,residential,strong,no,HighriseApartment,HIGH,RULE_RESIDENTIAL_TIER,True
147489622,chicago_loop_500m,MediumOffice,commercial,strong,no,MediumOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
147489623,chicago_loop_500m,SmallOffice,commercial,strong,no,SmallOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
147489625,chicago_loop_500m,MediumOffice,commercial,strong,no,MediumOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
147613441,chicago_loop_500m,SmallOffice,commercial,strong,no,MediumOffice,MEDIUM,RULE_USE_CLASS_SIZE,False
147613442,chicago_loop_500m,LargeOffice,commercial,strong,no,LargeOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
147613443,chicago_loop_500m,Courthouse,commercial,strong,no,Courthouse,HIGH,RULE_FUNCTION_TAG,True
147613444,chicago_loop_500m,RetailStandalone,commercial,strong,no,RetailStandalone,MEDIUM,RULE_FUNCTION_TAG,True
147613447,chicago_loop_500m,MediumOffice,commercial,strong,no,MediumOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
147613448,chicago_loop_500m,RetailStandalone,commercial,strong,no,RetailStandalone,MEDIUM,RULE_FUNCTION_TAG,True
147613449,chicago_loop_500m,SmallOffice,commercial,strong,no,MediumOffice,MEDIUM,RULE_USE_CLASS_SIZE,False
147613451,chicago_loop_500m,MediumOffice,commercial,strong,no,MediumOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
147613453,chicago_loop_500m,MediumOffice,commercial,strong,no,MediumOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
147613454,chicago_loop_500m,SmallOffice,commercial,strong,no,SmallOffice,MEDIUM,RULE_USE_CLASS_SIZE,True
