record_file,line,task,claimed_artifact,exists_at_head,ever_in_git,verdict
docs/docs_DONE/LOADS & SCHEDULES/elevators/PLAN_elevator_loads_implementation.md,234,T08,,,,UNCHECKABLE
docs/docs_DONE/LOADS & SCHEDULES/hvac-ServiceLoads/debugs/DONE_10_fails_solution.md,479,T01,openubem/idf/builder.py,True,True,PRESENT
docs/docs_DONE/LOADS & SCHEDULES/hvac-ServiceLoads/debugs/DONE_10_fails_solution.md,485,T02,openubem/results/parser.py || _check_zone_integrity@openubem/results/parser.py,True || True,True || True,PRESENT
docs/docs_DONE/LOADS & SCHEDULES/hvac-ServiceLoads/debugs/DONE_10_fails_solution.md,491,T04,,,,UNCHECKABLE
docs/docs_DONE/LOADS & SCHEDULES/hvac-ServiceLoads/debugs/DONE_10_fails_solution.md,497,T05,,,,UNCHECKABLE
docs/docs_DONE/LOADS & SCHEDULES/hvac-ServiceLoads/debugs/DONE_10_fails_solution.md,511,T13,openubem/idf/builder.py,True,True,PRESENT
docs/docs_DONE/LOADS & SCHEDULES/hvac-ServiceLoads/debugs/DONE_10_fails_solution.md,517,T06-R,scripts/validation/phaseE_recover_10.py,True,True,PRESENT
docs/docs_DONE/LOADS & SCHEDULES/hvac-ServiceLoads/debugs/DONE_10_fails_solution.md,523,T07,,,,UNCHECKABLE
docs/docs_DONE/LOADS & SCHEDULES/hvac-ServiceLoads/debugs/DONE_10_fails_solution.md,529,T08,scripts/validation/phaseE_rescore.py || scripts/render_plots.py || openubem/results/plotting_suite.py,True || True || True,True || True || True,PRESENT
docs/docs_DONE/LOADS & SCHEDULES/hvac-ServiceLoads/debugs/DONE_10_fails_solution.md,535,T09,,,,UNCHECKABLE
docs/docs_DONE/LOADS & SCHEDULES/hvac-ServiceLoads/debugs/DONE_10_fails_solution.md,541,T10,,,,UNCHECKABLE
docs/docs_DONE/LOADS & SCHEDULES/hvac-ServiceLoads/debugs/DONE_10_fails_solution.md,547,T11,,,,UNCHECKABLE
docs/docs_DONE/LOADS & SCHEDULES/hvac-ServiceLoads/debugs/DONE_10_fails_solution.md,553,T12,,,,UNCHECKABLE
docs/docs_DONE/LOADS & SCHEDULES/hvac-ServiceLoads/debugs/TASK_phaseE_overview_grid.md,67,T01,,,,UNCHECKABLE
docs/docs_DONE/LOADS & SCHEDULES/hvac-ServiceLoads/debugs/TASK_phaseE_overview_grid.md,74,T02,,,,UNCHECKABLE
docs/docs_DONE/LOADS & SCHEDULES/hvac-ServiceLoads/debugs/TASK_phaseE_overview_grid.md,96,T03,,,,UNCHECKABLE
docs/docs_DONE/LOADS & SCHEDULES/hvac-ServiceLoads/implementation/PLAN_phaseE_full_realism.md,204,T01,openubem/data/loads/hvac_systems_by_archetype.json,True,True,PRESENT
docs/docs_DONE/LOADS & SCHEDULES/hvac-ServiceLoads/implementation/PLAN_phaseE_full_realism.md,210,T02,openubem/data/loads/hvac_cop_by_archetype.json,True,True,PRESENT
docs/docs_DONE/LOADS & SCHEDULES/hvac-ServiceLoads/implementation/PLAN_phaseE_full_realism.md,216,T03,openubem/data/loads/dhw_by_archetype.json || tests/test_dhw.py,True || True,True || True,PRESENT
docs/docs_DONE/LOADS & SCHEDULES/hvac-ServiceLoads/implementation/PLAN_phaseE_full_realism.md,222,T04,openubem/data/loads/cooking_by_archetype.json || tests/test_cooking.py,True || True,True || True,PRESENT
docs/docs_DONE/LOADS & SCHEDULES/hvac-ServiceLoads/implementation/PLAN_phaseE_full_realism.md,228,T05,openubem/data/refrigeration/supermarket_cases.json || openubem/data/refrigeration/refrigeration_lumped.json || tests/test_refrigeration.py,True || True || True,True || True || True,PRESENT
docs/docs_DONE/LOADS & SCHEDULES/hvac-ServiceLoads/implementation/PLAN_phaseE_full_realism.md,247,T06,openubem/idf/hvac.py,True,True,PRESENT
docs/docs_DONE/LOADS & SCHEDULES/hvac-ServiceLoads/implementation/PLAN_phaseE_full_realism.md,253,T07,openubem/idf/hvac.py,True,True,PRESENT
docs/docs_DONE/LOADS & SCHEDULES/hvac-ServiceLoads/implementation/PLAN_phaseE_full_realism.md,259,T08,openubem/idf/hvac.py,True,True,PRESENT
docs/docs_DONE/LOADS & SCHEDULES/hvac-ServiceLoads/implementation/PLAN_phaseE_full_realism.md,294,T09,openubem/idf/dhw.py || tests/test_dhw.py,True || True,True || True,PRESENT
docs/docs_DONE/LOADS & SCHEDULES/hvac-ServiceLoads/implementation/PLAN_phaseE_full_realism.md,303,T10,openubem/idf/cooking.py || tests/test_cooking.py,True || True,True || True,PRESENT
docs/docs_DONE/LOADS & SCHEDULES/hvac-ServiceLoads/implementation/PLAN_phaseE_full_realism.md,309,T11,openubem/idf/refrigeration.py || tests/test_refrigeration.py,True || True,True || True,PRESENT
docs/docs_DONE/LOADS & SCHEDULES/hvac-ServiceLoads/implementation/PLAN_phaseE_full_realism.md,321,T12,openubem/idf/outputs.py || tests/test_outputs.py,True || True,True || True,PRESENT
docs/docs_DONE/LOADS & SCHEDULES/hvac-ServiceLoads/implementation/PLAN_phaseE_full_realism.md,345,T13,openubem/results/parser.py || tests/test_results_parser.py || TestPhaseEEuiColumns@tests/test_results_parser.py,True || True || True,True || True || True,PRESENT
docs/docs_DONE/LOADS & SCHEDULES/hvac-ServiceLoads/implementation/PLAN_phaseE_full_realism.md,351,T14,openubem/results/carbon.py || openubem/results/aggregator.py || tests/test_results_carbon.py || tests/test_results_aggregator.py || TestPhaseEGwpColumns@tests/test_results_aggregator.py,True || True || True || True || True,True || True || True || True || True,PRESENT
docs/docs_DONE/LOADS & SCHEDULES/hvac-ServiceLoads/implementation/PLAN_phaseE_full_realism.md,357,T15,openubem/results/service_loads.py || openubem/config.py || tests/test_service_loads.py || tests/test_regional_service_loads.py || TestPhaseEPassthrough@tests/test_regional_service_loads.py || reconstruct_frame@tests/test_regional_service_loads.py,True || True || True || True || True || True,True || True || True || True || True || True,PRESENT
docs/docs_DONE/LOADS & SCHEDULES/hvac-ServiceLoads/implementation/PLAN_phaseE_full_realism.md,432,T17,,,,UNCHECKABLE
docs/docs_DONE/LOADS & SCHEDULES/hvac-ServiceLoads/implementation/PLAN_phaseE_full_realism.md,457,T18,scripts/validation/phaseE_rescore.py,True,True,PRESENT
docs/docs_DONE/LOADS & SCHEDULES/hvac-ServiceLoads/remediation/PLAN_phaseE_CPD_remediation.md,142,R-B1.1,openubem/outputs/phaseE_b1_diag/b1_findings.txt,False,True,MOVED
docs/docs_DONE/LOADS & SCHEDULES/hvac-ServiceLoads/remediation/PLAN_phaseE_CPD_remediation.md,148,R-B1.2,openubem/idf/hvac.py || tests/test_hvac.py || TestSATReset@tests/test_hvac.py,True || True || True,True || True || True,PRESENT
docs/docs_DONE/LOADS & SCHEDULES/hvac-ServiceLoads/remediation/PLAN_phaseE_CPD_remediation.md,155,R-B1.3,openubem/outputs/phaseE_b1_diag/b1_findings.txt,False,True,MOVED
docs/docs_DONE/LOADS & SCHEDULES/hvac-ServiceLoads/remediation/PLAN_phaseE_CPD_remediation.md,161,R-B2,scripts/validation/v12_cell_pipeline.py || tests/test_b2_drop_tolerance.py,True || True,True || True,PRESENT
docs/docs_DONE/LOADS & SCHEDULES/hvac-ServiceLoads/remediation/PLAN_phaseE_CPD_remediation.md,167,R-G2,scripts/validation/phaseE_pilot.py,True,True,PRESENT
docs/docs_DONE/LOADS & SCHEDULES/hvac-ServiceLoads/remediation/PLAN_phaseE_CPD_remediation.md,173,R-W1,,,,UNCHECKABLE
docs/docs_DONE/LOADS & SCHEDULES/hvac-ServiceLoads/remediation/PLAN_phaseE_CPD_remediation.md,179,R2-D4b,openubem/results/parser.py || tests/test_parser_hvac_metered.py || test_fans_not_in_total@tests/test_parser_hvac_metered.py || test_fans_in_total_phaseE@tests/test_parser_hvac_metered.py,True || True || False || True,True || True || True || True,MOVED
docs/docs_DONE/LOADS & SCHEDULES/hvac-ServiceLoads/remediation/PLAN_phaseE_CPD_remediation.md,185,R2-D4a,openubem/idf/builder.py || openubem/idf/dhw.py || openubem/idf/cooking.py || openubem/idf/refrigeration.py || extruded_zones@openubem/idf/builder.py,True || True || True || True || True,True || True || True || True || True,PRESENT
docs/docs_DONE/LOADS & SCHEDULES/hvac-ServiceLoads/remediation/PLAN_phaseE_CPD_remediation.md,191,R2-D3,scripts/validation/phaseE_pilot.py,True,True,PRESENT
docs/docs_DONE/LOADS & SCHEDULES/hvac-ServiceLoads/remediation/PLAN_phaseE_CPD_remediation.md,197,R2-housekeeping,tests/fixtures/synthetic_30_archetype_coverage.gpkg,True,True,PRESENT
docs/docs_DONE/LOADS & SCHEDULES/hvac-ServiceLoads/remediation/PLAN_phaseE_CPD_remediation.md,224,R2-D2-DIAG,,,,UNCHECKABLE
docs/docs_DONE/LOADS & SCHEDULES/hvac-ServiceLoads/remediation/PLAN_phaseE_CPD_remediation.md,234,CP-R1.8-guard,openubem/idf/hvac.py || tests/test_hvac.py || _CENTRAL_OR_VAV_FAMILIES@openubem/idf/hvac.py || _RESIDENTIAL_ARCHETYPES@openubem/idf/hvac.py,True || True || True || True,True || True || True || True,PRESENT
docs/docs_DONE/LOADS & SCHEDULES/hvac-ServiceLoads/remediation/PLAN_phaseE_CPD_remediation.md,240,CP-R1.9-cooking,openubem/data/loads/cooking_by_archetype.json || openubem/idf/cooking.py || tests/test_cooking.py || Design_Flow_Rate@openubem/idf/cooking.py,True || True || True || True,True || True || True || True,PRESENT
docs/docs_DONE/LOADS & SCHEDULES/hvac-ServiceLoads/remediation/PLAN_phaseE_CPD_remediation.md,308,R-B2.2,scripts/validation/v12_cell_pipeline.py || verify_and_repair@scripts/validation/v12_cell_pipeline.py,True || True,True || True,PRESENT
docs/docs_DONE/LOADS & SCHEDULES/scheduleDigitization/PLAN_oq2-schedule-digitization.md,167,T01,,,,UNCHECKABLE
docs/docs_DONE/LOADS & SCHEDULES/scheduleDigitization/PLAN_oq2-schedule-digitization.md,179,T02,scripts/diagnostics/parse_doe_schedules.py,True,True,PRESENT
docs/docs_DONE/LOADS & SCHEDULES/scheduleDigitization/PLAN_oq2-schedule-digitization.md,224,T04,scripts/build_schedules_json.py,True,True,PRESENT
docs/docs_DONE/LOADS & SCHEDULES/scheduleDigitization/PLAN_oq2-schedule-digitization.md,230,T05,openubem/data/schedules/doe_schedules.json,True,True,PRESENT
docs/docs_DONE/LOADS & SCHEDULES/serviceLoads/PLAN_service-loads-reconstruction_2026-06-17.md,300,T01,openubem/data/service_loads/enduse_fractions_table4.json,True,True,PRESENT
docs/docs_DONE/LOADS & SCHEDULES/serviceLoads/PLAN_service-loads-reconstruction_2026-06-17.md,306,T02,openubem/results/service_loads.py || load_coefficients@openubem/results/service_loads.py,True || True,True || True,PRESENT
docs/docs_DONE/LOADS & SCHEDULES/serviceLoads/PLAN_service-loads-reconstruction_2026-06-17.md,312,T03,openubem/results/service_loads.py || reconstruct_building@openubem/results/service_loads.py,True || True,True || True,PRESENT
docs/docs_DONE/LOADS & SCHEDULES/serviceLoads/PLAN_service-loads-reconstruction_2026-06-17.md,318,T04,openubem/results/service_loads.py || reconstruct_frame@openubem/results/service_loads.py,True || True,True || True,PRESENT
docs/docs_DONE/LOADS & SCHEDULES/serviceLoads/PLAN_service-loads-reconstruction_2026-06-17.md,324,T05,openubem/results/service_loads.py || reconstruct_cell@openubem/results/service_loads.py,True || True,True || True,PRESENT
docs/docs_DONE/LOADS & SCHEDULES/serviceLoads/PLAN_service-loads-reconstruction_2026-06-17.md,330,T06,scripts/reconstruct_service_loads.py,True,True,PRESENT
docs/docs_DONE/LOADS & SCHEDULES/serviceLoads/PLAN_service-loads-reconstruction_2026-06-17.md,336,T07,tests/test_service_loads.py,True,True,PRESENT
docs/docs_DONE/LOADS & SCHEDULES/serviceLoads/PLAN_service-loads-reconstruction_2026-06-17.md,342,T08,scripts/reconstruct_service_loads.py,True,True,PRESENT
docs/docs_DONE/LOADS & SCHEDULES/serviceLoads/PLAN_service-loads-reconstruction_2026-06-17.md,366,T09,,,,UNCHECKABLE
docs/docs_DONE/LOADS & SCHEDULES/serviceLoads/PLAN_service-loads-reconstruction_2026-06-17.md,379,T12,openubem/data/service_loads/enduse_fractions_table4.json || scripts/reconstruct_service_loads.py || tests/test_service_loads.py || roundtrip_reeval@scripts/reconstruct_service_loads.py || main@scripts/reconstruct_service_loads.py || TestArchetypeMapCoversMatrix@tests/test_service_loads.py || TestRoundtripReconBuildingFixed@tests/test_service_loads.py,True || True || True || True || True || True || True,True || True || True || True || True || True || True,PRESENT
docs/docs_DONE/LOADS & SCHEDULES/serviceLoads/PLAN_service-loads-reconstruction_2026-06-17.md,404,T10,,,,UNCHECKABLE
docs/docs_DONE/OUTDOOR/UTCI/e-utci-09/PLAN_e-utci-09_investigation.md,270,I01,openubem/outputs/comparisons/i01_e_utci_09_12cell_characterization.csv,True,True,PRESENT
docs/docs_DONE/OUTDOOR/UTCI/e-utci-09/PLAN_e-utci-09_investigation.md,343,I02,,,,UNCHECKABLE
docs/docs_DONE/OUTDOOR/UTCI/e-utci-09/PLAN_e-utci-09_investigation.md,390,I03,openubem/semantic/spatial_impute.py || openubem/semantic/imputation.py || openubem/config.py || openubem/outputs/comparisons/i03_knn_fill_default_radius.csv || openubem/outputs/comparisons/i03_knn_fill_radius_probe.csv || openubem/outputs/comparisons/i03_impute_column_comparison.csv,True || True || True || True || True || True,True || True || True || True || True || True,PRESENT
docs/docs_DONE/OUTDOOR/UTCI/e-utci-09/PLAN_e-utci-09_investigation.md,447,I04,,,,UNCHECKABLE
docs/docs_DONE/OUTDOOR/UTCI/e-utci-09/PLAN_e-utci-09_investigation.md,478,CP-INV,,,,UNCHECKABLE
docs/docs_DONE/OUTDOOR/UTCI/implementation/PLAN_utci_microclimate_implementation.md,1359,T01,openubem/microclimate/__init__.py || openubem/config.py,True || True,True || True,PRESENT
docs/docs_DONE/OUTDOOR/UTCI/implementation/PLAN_utci_microclimate_implementation.md,1369,T02,openubem/microclimate/epw_hourly.py || tests/test_microclimate_epw_hourly.py,True || True,True || True,PRESENT
docs/docs_DONE/OUTDOOR/UTCI/implementation/PLAN_utci_microclimate_implementation.md,1388,T03,openubem/microclimate/psychro.py || tests/test_microclimate_psychro.py,True || True,True || True,PRESENT
docs/docs_DONE/OUTDOOR/UTCI/implementation/PLAN_utci_microclimate_implementation.md,1397,T04,openubem/microclimate/solar.py || tests/test_microclimate_solar.py || tests/fixtures/solar_position_reference.csv || tests/fixtures/README_solar_position.md,True || True || True || True,True || True || True || True,PRESENT
docs/docs_DONE/OUTDOOR/UTCI/implementation/PLAN_utci_microclimate_implementation.md,1422,T05,openubem/microclimate/utci.py || _brode_polynomial_offset@openubem/microclimate/utci.py || utci_approx@openubem/microclimate/utci.py,True || True || True,True || True || True,PRESENT
docs/docs_DONE/OUTDOOR/UTCI/implementation/PLAN_utci_microclimate_implementation.md,1442,T06,tests/fixtures/utci_reference_table.csv || tests/test_microclimate_utci.py,True || True,True || True,PRESENT
docs/docs_DONE/OUTDOOR/UTCI/implementation/PLAN_utci_microclimate_implementation.md,1471,T07,openubem/microclimate/utci.py || tests/test_microclimate_utci.py || UTCI_CLASSES@openubem/microclimate/utci.py || classify_stress@openubem/microclimate/utci.py || MUNICIPAL_TIERS@tests/test_microclimate_utci.py || municipal_risk_tier@tests/test_microclimate_utci.py,True || True || True || True || True || True,True || True || True || True || True || True,PRESENT
docs/docs_DONE/OUTDOOR/UTCI/implementation/PLAN_utci_microclimate_implementation.md,1510,T08,openubem/microclimate/domain.py || tests/fixtures/synthetic_canyon.py || tests/fixtures/synthetic_canyon.gpkg || tests/test_microclimate_domain.py || build_domain@openubem/microclimate/domain.py || _grid_spec@openubem/microclimate/domain.py || _rasterize_landcover_tier1@tests/fixtures/synthetic_canyon.py,True || True || True || True || True || True || True,True || True || True || True || True || True || True,PRESENT
docs/docs_DONE/OUTDOOR/UTCI/implementation/PLAN_utci_microclimate_implementation.md,1526,T09,openubem/microclimate/domain.py || tests/test_microclimate_domain.py || openubem/microclimate/svf.py || tests/test_microclimate_svf.py || build_vegetation@openubem/microclimate/domain.py || deciduous_transmissivity@openubem/microclimate/domain.py || compute_svf@openubem/microclimate/svf.py || _step_distances@openubem/microclimate/svf.py || domain_hash@openubem/microclimate/svf.py,True || True || True || True || True || True || True || True || True,True || True || True || True || True || True || True || True || True,PRESENT
docs/docs_DONE/OUTDOOR/UTCI/implementation/PLAN_utci_microclimate_implementation.md,1658,T10,tests/test_microclimate_svf.py || test_analytic_canyon_gate@tests/test_microclimate_svf.py,True || True,True || True,PRESENT
docs/docs_DONE/OUTDOOR/UTCI/implementation/PLAN_utci_microclimate_implementation.md,1680,T11,openubem/microclimate/shadow.py || tests/test_microclimate_shadow.py || cast_shadows@openubem/microclimate/shadow.py || _building_shadow_from_horizon@openubem/microclimate/shadow.py || _vegetation_transmission@tests/test_microclimate_shadow.py,True || True || True || True || True,True || True || True || True || True,PRESENT
docs/docs_DONE/OUTDOOR/UTCI/implementation/PLAN_utci_microclimate_implementation.md,1805,T12,openubem/microclimate/surfaces.py || tests/test_microclimate_surfaces.py || ground_temperature@openubem/microclimate/surfaces.py || ground_temperature_empirical@openubem/microclimate/surfaces.py || EMPIRICAL_GROUND_OFFSET_C@tests/test_microclimate_surfaces.py,True || True || True || True || True,True || True || True || True || True,PRESENT
docs/docs_DONE/OUTDOOR/UTCI/implementation/PLAN_utci_microclimate_implementation.md,1860,T13,openubem/microclimate/surfaces.py || openubem/microclimate/resim.py || tests/test_microclimate_surfaces.py || tests/test_microclimate_resim.py || openubem/microclimate/mrt.py || tests/test_microclimate_mrt.py || wall_temperature_empirical@openubem/microclimate/surfaces.py || WALL_DELTA_PEAK_C@openubem/microclimate/resim.py || extract_idf_archive@openubem/microclimate/resim.py || compute_tmrt@openubem/microclimate/mrt.py || fp_projected_area_factor@openubem/microclimate/mrt.py || view_factors@openubem/microclimate/mrt.py || K_refl@openubem/microclimate/mrt.py,True || True || True || True || True || True || True || True || True || True || True || True || True,True || True || True || True || True || True || True || True || True || True || True || True || True,PRESENT
docs/docs_DONE/OUTDOOR/UTCI/implementation/PLAN_utci_microclimate_implementation.md,2249,T15,openubem/microclimate/wind.py || tests/test_microclimate_wind.py || cost730_factor@openubem/microclimate/wind.py || pedestrian_wind_cost730@openubem/microclimate/wind.py,True || True || True || True,True || True || True || True,PRESENT
docs/docs_DONE/OUTDOOR/UTCI/implementation/PLAN_utci_microclimate_implementation.md,2275,T16,openubem/microclimate/airtemp.py || tests/test_microclimate_airtemp.py || air_temperature_field_tier0@openubem/microclimate/airtemp.py || air_temperature_field@tests/test_microclimate_airtemp.py,True || True || True || True,True || True || True || True,PRESENT
docs/docs_DONE/OUTDOOR/UTCI/implementation/PLAN_utci_microclimate_implementation.md,2357,T17,openubem/microclimate/window.py || tests/test_microclimate_window.py || select_window@openubem/microclimate/window.py || AnnualEnergyPlusWindowRefusedError@tests/test_microclimate_window.py,True || True || True || True,True || True || True || True,PRESENT
docs/docs_DONE/OUTDOOR/UTCI/implementation/PLAN_utci_microclimate_implementation.md,2378,T19,openubem/microclimate/raster_io.py || tests/test_microclimate_raster_io.py || write_geotiff@openubem/microclimate/raster_io.py || write_cog@openubem/microclimate/raster_io.py || apply_utci_palette@tests/test_microclimate_raster_io.py || write_classified_geotiff@tests/test_microclimate_raster_io.py,True || True || True || True || True || True,True || True || True || True || True || True,PRESENT
docs/docs_DONE/OUTDOOR/UTCI/implementation/PLAN_utci_microclimate_implementation.md,2402,T20,openubem/microclimate/exposure.py || tests/test_microclimate_exposure.py || person_hours_extreme_heat@openubem/microclimate/exposure.py || cumulative_thermal_stress_index@tests/test_microclimate_exposure.py || aggregate_to_parcels@tests/test_microclimate_exposure.py,True || True || True || True || True,True || True || True || True || True,PRESENT
docs/docs_DONE/OUTDOOR/UTCI/implementation/PLAN_utci_microclimate_implementation.md,2426,T18,openubem/microclimate/__init__.py || scripts/run_step6_microclimate.py || tests/test_microclimate_step6.py || openubem/microclimate/mrt.py || openubem/microclimate/wind.py || tests/test_microclimate_resim.py || openubem/acquisition/epw_manager.py || run_step6@openubem/microclimate/__init__.py || _run_tier2_wall_temps@tests/test_microclimate_step6.py,True || True || True || True || True || True || True || True || True,True || True || True || True || True || True || True || True || True,PRESENT
docs/docs_DONE/OUTDOOR/UTCI/implementation/PLAN_utci_microclimate_implementation.md,2524,T21,openubem/microclimate/figures.py || tests/test_microclimate_figures.py || openubem/viz/context_features.py || required_caption@openubem/microclimate/figures.py || plot_five_panel@openubem/microclimate/figures.py || plot_diurnal_curve@tests/test_microclimate_figures.py || plot_stress_histogram@tests/test_microclimate_figures.py,True || True || True || True || True || True || True,True || True || True || True || True || True || True,PRESENT
docs/docs_DONE/OUTDOOR/UTCI/implementation/PLAN_utci_microclimate_implementation.md,2615,T23,openubem/microclimate/wind.py || tests/test_microclimate_wind.py || openubem/microclimate/__init__.py || pedestrian_wind@openubem/microclimate/__init__.py || wind_macdonald_domain_invalid_cell_hours@tests/test_microclimate_wind.py,True || True || True || True || True,True || True || True || True || True,PRESENT
docs/docs_DONE/OUTDOOR/UTCI/implementation/PLAN_utci_microclimate_implementation.md,2928,T24,openubem/microclimate/scenarios.py || openubem/microclimate/__init__.py || tests/test_microclimate_scenarios.py || openubem/microclimate/domain.py || openubem/microclimate/mrt.py || openubem/microclimate/shadow.py || openubem/microclimate/airtemp.py || run_step6_scenario@openubem/microclimate/scenarios.py || EXPECTED_DELTA_UTCI_RANGE_C@openubem/microclimate/scenarios.py || ACHIEVABLE_DELTA_UTCI_RANGE_C@openubem/microclimate/__init__.py,True || True || True || True || True || True || True || True || True || True,True || True || True || True || True || True || True || True || True || True,PRESENT
docs/docs_DONE/OUTDOOR/UTCI/implementation/PLAN_utci_microclimate_implementation.md,3001,T25,openubem/viz/utci_layer.py || openubem/viz/basemap_raster.py || openubem/viz/viewer_export.py || openubem/results/__init__.py || openubem/viz/shell/BUILD.md || scripts/run_step6_microclimate.py || scripts/cluster/t26_harvest_utci_cluster.py || scripts/cluster/t18_harvest_layout_assign.py || openubem/outputs/comparisons/t26_utci_cluster_cell_summary.csv || bake_utci_layer@openubem/viz/utci_layer.py || _load_utci_layer@openubem/viz/viewer_export.py || export_viewer@openubem/results/__init__.py,True || True || True || True || True || True || True || True || True || True || True || True,True || True || True || True || True || True || True || True || True || True || True || True,PRESENT
docs/docs_DONE/OUTDOOR/UTCI/implementation/sub-plans/DONE-PLAN_e-utci-09_height_backfill.md,597,T01,,,,UNCHECKABLE
docs/docs_DONE/OUTDOOR/UTCI/implementation/sub-plans/DONE-PLAN_e-utci-09_height_backfill.md,631,T02,,,,UNCHECKABLE
docs/docs_DONE/OUTDOOR/UTCI/implementation/sub-plans/DONE-PLAN_e-utci-09_height_backfill.md,806,T03,openubem/config.py || HEIGHT_CACHE_DIR@openubem/config.py,True || True,True || True,PRESENT
docs/docs_DONE/OUTDOOR/UTCI/implementation/sub-plans/DONE-PLAN_e-utci-09_height_backfill.md,858,T04,openubem/acquisition/height_cache.py,True,True,PRESENT
docs/docs_DONE/OUTDOOR/UTCI/implementation/sub-plans/DONE-PLAN_e-utci-09_height_backfill.md,920,T05,openubem/outputs/comparisons/t06_e_utci_09_height_coverage_census.csv,True,True,PRESENT
docs/docs_DONE/OUTDOOR/UTCI/implementation/sub-plans/DONE-PLAN_e-utci-09_height_backfill.md,1134,T07,openubem/semantic/imputation.py || openubem/config.py || _HEIGHT_FUSION_ATTRS@openubem/config.py || IMPUTE_ENABLED_TIERS@openubem/config.py,True || True || True || True,True || True || True || True,PRESENT
docs/docs_DONE/OUTDOOR/UTCI/implementation/sub-plans/DONE-PLAN_e-utci-09_height_backfill.md,1230,T09,openubem/semantic/spatial_impute.py,True,True,PRESENT
docs/docs_DONE/OUTDOOR/UTCI/implementation/sub-plans/DONE-PLAN_e-utci-09_height_backfill.md,1270,T10,tests/test_height_backfill.py || openubem/data/fixtures/fusion/overture_testcell_slice.parquet || TestCellBbox@tests/test_height_backfill.py,True || True || True,True || True || True,PRESENT
docs/docs_DONE/OUTDOOR/UTCI/implementation/sub-plans/DONE-PLAN_e-utci-09_height_backfill.md,1290,T12,openubem/outputs/comparisons/t12_e_utci_09_fleet_non_regression.csv,True,True,PRESENT
docs/docs_DONE/OUTDOOR/UTCI/implementation/sub-plans/DONE-PLAN_e-utci-09_height_backfill.md,1326,T11,openubem/outputs/comparisons/t11_e_utci_09_before_after_comparison.csv,True,True,PRESENT
docs/docs_DONE/OUTDOOR/UTCI/implementation/sub-plans/DONE-PLAN_e-utci-09_height_backfill.md,1381,T13,tests/test_imputation_routing.py || openubem/config.py,True || True,True || True,PRESENT
docs/docs_DONE/SETUP/Simulation_Resolution/resolution_sets/PLAN_resolution_mode_switch.md,491,T01,openubem/geometry/zoning.py,True,True,PRESENT
docs/docs_DONE/SETUP/Simulation_Resolution/resolution_sets/PLAN_resolution_mode_switch.md,497,T02,openubem/idf/builder.py,True,True,PRESENT
docs/docs_DONE/SETUP/Simulation_Resolution/resolution_sets/PLAN_resolution_mode_switch.md,503,T03,openubem/idf/builder.py || _build_one@openubem/idf/builder.py || BuildingIDF@openubem/idf/builder.py || _worker_exception_row@openubem/idf/builder.py,True || True || True || True,True || True || True || True,PRESENT
docs/docs_DONE/SETUP/Simulation_Resolution/resolution_sets/PLAN_resolution_mode_switch.md,509,T03b,openubem/idf/builder.py || build@openubem/idf/builder.py,True || True,True || True,PRESENT
docs/docs_DONE/SETUP/Simulation_Resolution/resolution_sets/PLAN_resolution_mode_switch.md,559,T04,tests/test_zoning.py || TestForcedModes@tests/test_zoning.py || TestZoning@tests/test_zoning.py,True || True || True,True || True || True,PRESENT
docs/docs_DONE/SETUP/Simulation_Resolution/resolution_sets/PLAN_resolution_mode_switch.md,565,T05,tests/test_step3_orchestrator.py || BuildingIDF@tests/test_step3_orchestrator.py,True || True,True || True,PRESENT
docs/docs_DONE/SETUP/Simulation_Resolution/resolution_sets/PLAN_resolution_mode_switch.md,587,T05b,tests/test_step3_orchestrator.py || test_load_conservation_across_modes@tests/test_step3_orchestrator.py,True || True,True || True,PRESENT
docs/docs_DONE/SETUP/Simulation_Resolution/resolution_sets/PLAN_resolution_mode_switch.md,594,T06,tests/test_resolution_mode_live.py,True,True,PRESENT
docs/docs_DONE/SETUP/Simulation_Resolution/resolution_sets/PLAN_resolution_mode_switch.md,639,T07,scripts/cluster/t07_resolution_pilot.py || scripts/cluster/t07_submit_fast_zone.py || scripts/cluster/t07_run_fast_zone_local.py || scripts/cluster/t07_harvest_results.py || openubem/outputs/comparisons/t07_resolution_pilot_eui.csv,True || True || True || True || True,True || True || True || True || True,PRESENT
docs/docs_DONE/SETUP/Simulation_Resolution/resolution_sets/PLAN_resolution_mode_switch.md,676,T07b,openubem/idf/builder.py || scripts/cluster/t07b_run_auto_refit_local.py || openubem/outputs/comparisons/t07_auto_refit_eui.csv || openubem/outputs/comparisons/t08_all_modes_eui.csv || scripts/cluster/t08_harvest_results.py || openubem/geometry/zoning.py || openubem/idf/dhw.py || openubem/idf/cooking.py || openubem/idf/refrigeration.py || tests/test_step3_orchestrator.py || orient@openubem/idf/builder.py || fast_zone@openubem/idf/builder.py || build_zones@openubem/geometry/zoning.py || single_zone@openubem/geometry/zoning.py || assign_loads@openubem/idf/builder.py || test_load_conservation_across_modes_multifloor@tests/test_step3_orchestrator.py,True || True || True || True || True || True || True || True || True || True || True || True || True || True || True || True,True || True || True || True || True || True || True || True || True || True || True || True || True || True || True || True,PRESENT
docs/docs_DONE/SETUP/layoutAssigner/DONE/DONE-implementation_plan.md,322,AUDIT,,,,UNCHECKABLE
